ticker,shares,entry_price,entry_date,current_price,highest_price,lowest_price
HOOD,80,105.3052,2026-06-17,105.19999694824219,105.19999694824219,105.19999694824219
AMAT,14,593.5129,2026-06-17,592.9199829101562,592.9199829101562,592.9199829101562
ARM,20,419.2989,2026-06-17,418.8800048828125,418.8800048828125,418.8800048828125
