date,action,ticker,shares,price,trade_value,reason,realized_pnl,holding_days,entry_price,highest_price,lowest_price
2026-06-18,BUY,MRVL,27,310.58,8385.66,manual_add,,0,310.58,310.58,310.58
2026-06-18,BUY,SOXS,563,3.59,2021.1699999999998,soft_gate_hedge_half,,0,3.59,3.59,3.59
