ticker,shares,entry_price,entry_date,current_price,highest_price,lowest_price
HOOD,80,105.3052,2026-06-17,108.15,108.15,105.1999969482422
AMAT,14,593.5129,2026-06-17,617.11,617.11,592.9199829101562
ARM,20,419.2989,2026-06-17,439.46,439.46,418.8800048828125
MRVL,27,310.58,2026-06-18,310.58,310.58,310.58
SOXS,563,3.59,2026-06-18,3.59,3.59,3.59
