asof,symbol,current,target,delta,reason,retry
2026-06-29,SEDG,179,180,1,HOLD: +1-share trim suppressed (deadband 1) — zscore weekly entry: most-fallen #5 (5d-avg z),False
2026-06-29,SEDG,179,180,1,HOLD: +1-share trim suppressed (deadband 1) — zscore weekly entry: most-fallen #5 (5d-avg z),False
2026-06-29,SEDG,179,180,1,HOLD: +1-share trim suppressed (deadband 1) — zscore weekly entry: most-fallen #7 (5d-avg z),False
