parameter,value,total_return,excess_vs_spy,excess_vs_qqq,excess_vs_equal_weight,max_drawdown,total_trades,win_rate,profit_factor,avg_holding_period
max_total_exposure,50%,0.9634882999999999,0.15664329999999982,-0.32638670000000025,-1.7368027000000001,-0.17913895597331422,146,0.5428571428571428,2.3394087001885726,66.96428571428571
max_total_exposure,70%,1.2763391,0.4694940999999999,-0.013535900000000156,-1.4239519,-0.2666155150281239,197,0.5578947368421052,2.1102615840411096,71.14736842105265
max_total_exposure,90%,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
max_total_exposure,100%,2.0805533,1.2737083,0.7906783,-0.6197377,-0.3287828763751267,255,0.5528455284552846,2.073105197576708,69.51544715447156
max_position_pct,4.25%,1.5257152999999999,0.7188702999999999,0.23584029999999978,-1.1745757000000001,-0.3449645823270463,498,0.5230125523012552,1.918993338008756,68.0949790794979
max_position_pct,8.50%,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
max_position_pct,12.75%,1.4189931,0.6121481,0.1291180999999999,-1.2812979,-0.3700316066811547,160,0.5584415584415584,1.9657972916830218,71.47012987012987
max_position_pct,17.00%,1.0696770000000002,0.2628320000000002,-0.2201979999999999,-1.6306139999999998,-0.26840953702723447,128,0.4838709677419355,1.5987985607780593,64.62903225806451
max_position_pct,25.50%,0.8368529999999998,0.030007999999999813,-0.45302200000000026,-1.8634380000000001,-0.31999923662696733,76,0.4594594594594595,1.6296691225764768,65.44054054054054
max_new_trades_per_day,1,2.1282906,1.3214456,0.8384156,-0.5720003999999999,-0.3372614563064867,258,0.5483870967741935,2.0523368100910457,66.63306451612904
max_new_trades_per_day,2,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
max_new_trades_per_day,3,1.7732168,0.9663717999999999,0.4833417999999998,-0.9270742000000001,-0.32277916052269706,256,0.5853658536585366,2.031185740526353,68.98536585365854
max_new_trades_per_day,5,2.0636123,1.2567673,0.7737372999999999,-0.6366787,-0.32049564085627097,262,0.5396825396825397,2.009416296530762,66.47142857142858
min_composite_score,none,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
min_composite_score,0.60,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
min_composite_score,0.70,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
slippage,0.05%,1.9243638,1.1175188,0.6344888,-0.7759271999999999,-0.32262513953461025,251,0.5666666666666667,2.1226840526780224,70.0075
slippage,0.10%,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
slippage,0.20%,1.6908284999999998,0.8839834999999998,0.40095349999999974,-1.0094625000000002,-0.32019736053247144,252,0.5702479338842975,2.062341179260464,69.02727272727272
slippage,0.50%,1.7025877000000003,0.8957427000000002,0.41271270000000015,-0.9977032999999997,-0.34982313392258096,258,0.532258064516129,1.928265305029196,67.4048387096774
reentry_recover_pct,off,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
reentry_recover_pct,0%,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
reentry_recover_pct,5%,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
reentry_recover_pct,10%,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
signal_weights,baseline,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
signal_weights,no_1d,1.8916933000000002,1.0848483000000002,0.6018183000000001,-0.8085976999999998,-0.3405810048723941,253,0.5289256198347108,1.9879620633585382,68.44462809917354
signal_weights,less_1d,1.8853194,1.0784744,0.5954443999999999,-0.8149716,-0.32390922760087104,250,0.5666666666666667,2.1063484307954763,70.0075
signal_weights,more_volume,2.5625397,1.7556946999999998,1.2726646999999998,-0.13775130000000013,-0.31268708319635014,254,0.5409836065573771,2.207133920984002,68.48032786885247
