date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return
2019-01-02,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-01-03,83363.22,16620.15,99983.37,0.0,-16.63,-0.000166,-0.000166,-0.023863,-0.032671,-0.038095
2019-01-04,65608.66,35046.98,100655.64,0.0,655.64,0.006724,0.006556,0.008834,0.008716,0.00647
2019-01-07,48826.43,53383.49,102209.92,0.0,2209.93,0.015442,0.022099,0.016788,0.020725,0.03142
2019-01-08,31304.26,71075.61,102379.87,0.0,2379.88,0.001663,0.023799,0.026341,0.029958,0.040622
2019-01-09,14086.23,88627.63,102713.86,0.0,2713.88,0.003262,0.027139,0.031138,0.038352,0.05204
2019-01-10,5303.58,97914.88,103218.46,0.0,3218.47,0.004913,0.032185,0.034775,0.041322,0.054499
2019-01-11,5303.58,98310.95,103614.53,0.0,3614.54,0.003837,0.036145,0.035175,0.037513,0.05686
2019-01-14,5303.58,98064.32,103367.9,0.0,3367.9,-0.00238,0.033679,0.028859,0.028345,0.047726
2019-01-15,5303.58,99337.02,104640.6,0.0,4640.61,0.012312,0.046406,0.040651,0.048424,0.061306
2019-01-16,5303.58,98343.72,103647.3,0.0,3647.31,-0.009492,0.036473,0.043169,0.04823,0.058294
2019-01-17,5303.58,99234.56,104538.14,0.0,4538.15,0.008595,0.045381,0.051083,0.056495,0.068504
2019-01-18,5303.58,99922.23,105225.81,0.0,5225.81,0.006578,0.052258,0.065073,0.066955,0.082361
2019-01-22,5303.58,97911.14,103214.72,0.0,3214.73,-0.019112,0.032147,0.050684,0.045584,0.060866
2019-01-23,5303.58,98378.65,103682.23,0.0,3682.24,0.004529,0.036822,0.052882,0.04694,0.063493
2019-01-24,5303.58,100364.58,105668.16,0.0,5668.17,0.019154,0.056682,0.053442,0.053719,0.083893
2019-01-25,5303.58,103109.03,108412.61,0.0,8412.61,0.025972,0.084126,0.062355,0.066309,0.104182
2019-01-28,5303.58,102340.53,107644.11,0.0,7644.11,-0.007089,0.076441,0.054281,0.053138,0.092244
2019-01-29,5303.58,101488.36,106791.94,0.0,6791.95,-0.007917,0.067919,0.052882,0.043195,0.081856
2019-01-30,5303.58,103509.71,108813.29,0.0,8813.3,0.018928,0.088133,0.06955,0.069731,0.109561
2019-01-31,5303.58,107170.64,112474.22,0.0,12474.22,0.033644,0.124742,0.078943,0.085743,0.12735
2019-02-01,5303.58,108573.13,113876.71,0.0,13876.71,0.012469,0.138767,0.079463,0.081159,0.137306
2019-02-04,5303.58,109559.13,114862.71,0.0,14862.72,0.008658,0.148627,0.087057,0.094589,0.149442
2019-02-05,5303.58,110815.52,116119.1,0.0,16119.11,0.010938,0.161191,0.091614,0.104274,0.157571
2019-02-06,5303.58,112396.11,117699.69,0.0,17699.7,0.013612,0.176997,0.090175,0.100981,0.163952
2019-02-07,5303.58,110367.74,115671.32,0.0,15671.33,-0.017233,0.156713,0.079783,0.086195,0.145308
2019-02-08,5303.58,112154.74,117458.32,0.0,17458.33,0.015449,0.174583,0.081102,0.088326,0.153617
2019-02-11,5303.58,113365.36,118668.94,0.0,18668.95,0.010307,0.186689,0.081701,0.087293,0.159425
2019-02-12,5303.58,114505.89,119809.47,0.0,19809.48,0.009611,0.198095,0.095611,0.10337,0.178028
2019-02-13,5303.58,114400.76,119704.34,0.0,19704.35,-0.000877,0.197043,0.099169,0.104145,0.176328
2019-02-14,5303.58,114807.06,120110.64,0.0,20110.65,0.003394,0.201106,0.096731,0.105501,0.183429
2019-02-15,5303.58,116245.12,121548.7,0.0,21548.71,0.011973,0.215487,0.108682,0.110149,0.194273
2019-02-19,5303.58,117562.56,122866.14,0.0,22866.15,0.010839,0.228661,0.110601,0.112345,0.199279
2019-02-20,5303.58,116976.4,122279.98,0.0,22279.99,-0.004771,0.2228,0.112839,0.112151,0.20014
2019-02-21,5303.58,116316.11,121619.69,0.0,21619.7,-0.0054,0.216197,0.108882,0.108084,0.195796
2019-02-22,5303.58,118251.06,123554.64,0.0,23554.65,0.01591,0.235546,0.115757,0.116283,0.217854
2019-02-25,5303.58,119873.32,125176.9,0.0,25176.91,0.01313,0.251769,0.117276,0.120351,0.22627
2019-02-26,5303.58,120550.59,125854.17,0.0,25854.18,0.005411,0.258542,0.116476,0.121513,0.22262
