date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return
2024-08-28,13888.67,114506.41,128395.08,19360.12,9034.95,-0.010101,0.283951,0.188705,0.174206,0.173829
2024-08-29,13888.67,116308.11,130196.78,19360.12,10836.65,0.014032,0.301968,0.188811,0.172487,0.191175
2024-08-30,56547.09,75342.25,131889.34,26459.83,5429.5,0.013,0.318893,0.20016,0.186462,0.208431
2024-09-03,18652.03,112042.46,130694.49,26459.83,4234.65,-0.009059,0.306945,0.175462,0.15044,0.181262
2024-09-04,18652.03,111320.59,129972.62,26459.83,3512.78,-0.005523,0.299726,0.173056,0.147451,0.17499
2024-09-05,18652.03,111398.91,130050.94,26459.83,3591.1,0.000603,0.300509,0.170203,0.148522,0.176644
2024-09-06,18652.03,109183.78,127835.81,26459.83,1375.97,-0.017033,0.278358,0.150508,0.117756,0.154455
2024-09-09,18652.03,108999.2,127651.23,26459.83,1191.39,-0.001444,0.276512,0.16339,0.13213,0.152133
2024-09-10,63150.21,69903.81,133054.02,35273.32,-2219.31,0.042325,0.33054,0.168457,0.142593,0.213125
2024-09-11,22983.12,111594.04,134577.16,35273.32,-696.17,0.011448,0.345772,0.180444,0.167405,0.233105
2024-09-12,22983.12,113505.21,136488.33,35273.32,1215.0,0.014201,0.364883,0.190387,0.178864,0.255091
2024-09-13,22983.12,114260.37,137243.49,35273.32,1970.16,0.005533,0.372435,0.196604,0.184145,0.263179
2024-09-16,22983.12,117674.76,140657.88,35273.32,5384.55,0.024878,0.406579,0.198371,0.178914,0.302428
2024-09-17,22983.12,117393.26,140376.38,35273.32,5103.05,-0.002001,0.403764,0.198861,0.179537,0.297847
2024-09-18,22983.12,116051.64,139034.76,35273.32,3761.43,-0.009557,0.390348,0.195306,0.17443,0.282253
2024-09-19,22983.12,118950.39,141933.51,35273.32,6660.18,0.020849,0.419335,0.215702,0.204125,0.313126
2024-09-20,22983.12,121959.08,144942.2,35273.32,9668.87,0.021198,0.449422,0.213601,0.201833,0.341699
2024-09-23,22983.12,120335.36,143318.48,35273.32,8045.15,-0.011203,0.433185,0.216634,0.205018,0.324417
2024-09-24,22983.12,119280.02,142263.14,35273.32,6989.81,-0.007364,0.422631,0.220115,0.210831,0.3138
2024-09-25,22983.12,119355.09,142338.21,35273.32,7064.88,0.000528,0.423382,0.217424,0.211953,0.315214
2024-09-26,22983.12,119044.09,142027.21,35273.32,6753.88,-0.002185,0.420272,0.222251,0.221059,0.313642
2024-09-27,22983.12,119553.61,142536.73,35273.32,7263.4,0.003587,0.425367,0.220478,0.214274,0.318653
2024-09-30,22983.12,119403.15,142386.27,35273.32,7112.94,-0.001056,0.423863,0.225369,0.217566,0.318807
2024-10-01,22983.12,117014.92,139998.04,35273.32,4724.71,-0.016773,0.39998,0.214391,0.200603,0.292458
2024-10-02,22983.12,117579.64,140562.76,35273.32,5289.43,0.004034,0.405628,0.214904,0.202299,0.297892
2024-10-03,22983.12,117811.6,140794.72,35273.32,5521.39,0.00165,0.407947,0.212683,0.201401,0.299348
2024-10-04,22983.12,119998.11,142981.23,35273.32,7707.9,0.01553,0.429812,0.223703,0.215695,0.323317
2024-10-07,22983.12,118475.95,141459.07,35273.32,6185.74,-0.010646,0.414591,0.21264,0.202673,0.307431
2024-10-08,22983.12,120890.34,143873.46,35273.32,8600.13,0.017068,0.438735,0.224109,0.220635,0.334493
2024-10-09,22983.12,122878.51,145861.63,35273.32,10588.31,0.013819,0.458616,0.232587,0.230239,0.356856
2024-10-10,22983.12,124462.51,147445.62,35273.32,12172.3,0.01086,0.474456,0.23043,0.228842,0.369736
2024-10-11,22983.12,125346.04,148329.16,35273.32,13055.83,0.005992,0.483292,0.237798,0.230763,0.378479
2024-10-14,22983.12,124296.02,147279.14,35273.32,12005.82,-0.007079,0.472791,0.247922,0.241091,0.36908
2024-10-15,22983.12,122577.27,145560.39,35273.32,10287.06,-0.01167,0.455604,0.238226,0.224502,0.351051
2024-10-16,22983.12,123089.67,146072.79,35273.32,10799.47,0.00352,0.460728,0.243607,0.224651,0.356194
2024-10-17,22983.12,123955.0,146938.12,35273.32,11664.79,0.005924,0.469381,0.243714,0.225499,0.365223
2024-10-18,22983.12,123795.43,146778.55,35273.32,11505.22,-0.001086,0.467785,0.248498,0.233532,0.363058
2024-10-21,22983.12,123524.25,146507.37,35273.32,11234.04,-0.001848,0.465074,0.246448,0.235902,0.359792
2024-10-22,22983.12,124505.06,147488.18,35273.32,12214.85,0.006695,0.474882,0.245786,0.237249,0.371303
2024-10-23,22983.12,122387.81,145370.93,35273.32,10097.6,-0.014355,0.453709,0.234403,0.21829,0.349073
2024-10-24,22983.12,123460.37,146443.49,35273.32,11170.16,0.007378,0.464435,0.237072,0.228169,0.360321
2024-10-25,22983.12,122980.32,145963.44,35273.32,10690.12,-0.003278,0.459634,0.236645,0.235653,0.355425
2024-10-28,22983.12,122667.49,145650.61,35273.32,10377.28,-0.002143,0.456506,0.240468,0.235852,0.351394
2024-10-29,22983.12,124741.33,147724.45,35273.32,12451.12,0.014238,0.477245,0.242475,0.247727,0.372501
2024-10-30,22983.12,124583.49,147566.61,35273.32,12293.29,-0.001068,0.475666,0.238717,0.238297,0.371977
2024-10-31,22983.12,119166.88,142150.0,35273.32,6876.67,-0.036706,0.4215,0.214434,0.207039,0.312244
2024-11-01,22983.12,120950.62,143933.74,35273.32,8660.41,0.012548,0.439337,0.21956,0.21597,0.331398
2024-11-04,22983.12,120076.97,143060.09,35273.32,7786.76,-0.00607,0.430601,0.216933,0.212427,0.322539
2024-11-05,22983.12,122124.23,145107.35,35273.32,9834.02,0.01431,0.451074,0.231648,0.227894,0.344097
2024-11-06,22983.12,127039.41,150022.53,35273.32,14749.21,0.033873,0.500225,0.262273,0.261248,0.39942
2024-11-07,69906.91,83352.15,153259.06,44302.05,8957.0,0.021574,0.532591,0.272033,0.281105,0.435352
2024-11-08,72691.66,80968.06,153659.72,52509.39,1150.32,0.002614,0.536597,0.277543,0.282602,0.441066
2024-11-11,26673.14,128270.63,154943.77,52509.39,2434.37,0.008356,0.549438,0.278761,0.281854,0.453312
2024-11-12,26673.14,128949.93,155623.07,52509.39,3113.66,0.004384,0.556231,0.274789,0.279534,0.460766
2024-11-13,26673.14,129748.44,156421.58,52509.39,3912.18,0.005131,0.564216,0.275408,0.277887,0.468802
2024-11-14,26673.14,128777.23,155450.37,52509.39,2940.96,-0.006209,0.554504,0.267207,0.269006,0.457212
2024-11-15,26673.14,125925.67,152598.81,52509.39,89.4,-0.018344,0.525988,0.250976,0.238771,0.42546
2024-11-18,26673.14,127331.44,154004.58,52509.39,1495.17,0.009212,0.540046,0.256101,0.247377,0.440997
2024-11-19,26673.14,129696.33,156369.47,52509.39,3860.07,0.015356,0.563695,0.260693,0.255959,0.467043
2024-11-20,26673.14,129519.88,156193.02,52509.39,3683.61,-0.001128,0.56193,0.26112,0.255236,0.466724
2024-11-21,26673.14,130799.08,157472.22,52509.39,4962.81,0.00819,0.574722,0.26789,0.259751,0.480541
2024-11-22,26673.14,133141.97,159815.11,52509.39,7305.71,0.014878,0.598151,0.27182,0.261772,0.503687
2024-11-25,26673.14,131063.08,157736.22,52509.39,5226.81,-0.013008,0.577362,0.276134,0.263767,0.479781
2024-11-26,26673.14,132499.99,159173.13,52509.39,6663.72,0.00911,0.591731,0.282797,0.270553,0.496666
2024-11-27,26673.14,127909.61,154582.75,52509.39,2073.34,-0.028839,0.545827,0.27891,0.260549,0.444708
2024-11-29,26673.14,128245.71,154918.85,52509.39,2409.45,0.002174,0.549189,0.286855,0.271626,0.449886
2024-12-02,26673.14,128158.22,154831.36,52509.39,2321.95,-0.000565,0.548314,0.289162,0.285471,0.446694
2024-12-03,26673.14,128971.15,155644.29,52509.39,3134.89,0.00525,0.556443,0.289759,0.289412,0.455945
