section,metric,value
pnl_by_ticker,CDNS,14076.769999999997
pnl_by_ticker,GS,12817.720000000001
pnl_by_ticker,QCOM,11644.02
pnl_by_ticker,PLUG,10821.599999999999
pnl_by_ticker,MCHP,9886.220000000001
pnl_by_ticker,MELI,9794.350000000004
pnl_by_ticker,ADBE,9095.77
pnl_by_ticker,ANET,8116.610000000001
pnl_by_ticker,COST,5682.32
pnl_by_ticker,PYPL,4207.429999999999
pnl_by_ticker,META,3978.6800000000003
pnl_by_ticker,CRWD,3655.832600000008
pnl_by_ticker,SNPS,1993.92
pnl_by_ticker,BAC,1151.2300000000007
pnl_by_ticker,NOW,628.2300000000012
pnl_by_ticker,SAP,-17.170000000000073
pnl_by_ticker,INTU,-949.02
pnl_by_ticker,JPM,-1759.7199999999998
pnl_by_ticker,TSLA,-2836.9399999999987
pnl_by_ticker,TEAM,-3059.2199999999984
pnl_by_ticker,DDOG,-4512.9942000000065
pnl_by_ticker,RBLX,-4756.080000000001
pnl_by_ticker,ORCL,-5761.91
pnl_by_ticker,WDAY,-5805.65
pnl_by_ticker,NET,-5889.379999999999
pnl_by_ticker,CRM,-5942.3
pnl_by_ticker,IBM,-5993.039999999999
pnl_by_ticker,PINS,-6308.9
pnl_by_ticker,UBER,-8044.1900000000005
pnl_by_ticker,AVGO,-9294.689999999999
pnl_by_ticker,AMAT,-9471.92
pnl_by_ticker,CSCO,-9582.539999999999
pnl_by_ticker,NXPI,-11584.550000000001
pnl_by_ticker,ABNB,-13048.52
pnl_by_ticker,TXN,-13529.6
pnl_by_ticker,HUBS,-15257.3
pnl_by_ticker,ZS,-16251.189999999999
pnl_by_ticker,BA,-16389.22
pnl_by_ticker,TTD,-18825.5
pnl_by_ticker,OKTA,-19360.86329999999
pnl_by_ticker,SNAP,-22492.910000000003
pnl_by_ticker,SEDG,-23732.520000000004
pnl_by_ticker,SOFI,-23867.280000000002
pnl_by_ticker,SNOW,-27459.99080000001
pnl_by_ticker,PFE,-27547.5
pnl_by_ticker,VRT,-33363.05
pnl_by_group,semiconductors,226228.59319999994
pnl_by_group,mega_cap_growth,154336.25
pnl_by_group,financial_crypto_beta,121325.05
pnl_by_group,software_cybersecurity,34519.80359999999
turnover,total_trades,1317.0
turnover,trades_per_month,8.808938694792353
turnover,avg_holding_days,51.24571865443425
turnover,stop_then_reentry_count,0.0
capture,avg_exposure,0.9156751646961842
capture,max_exposure,0.9913112348549026
capture,avg_cash_pct,0.08432483522311657
capture,corr_spy,0.7039399206873546
capture,corr_qqq,0.7670948813438134
capture,beta_spy,1.1429649197103176
capture,beta_qqq,1.0032269229133015
capture,up_capture_qqq,1.0968159003810694
capture,down_capture_qqq,1.0588346800585997
