date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2000-01-03,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
2000-01-04,84588.64,15395.98,99984.62,0.0,-15.38,-0.000154,-0.000154,-0.039106,-0.068602,-0.047592,,1.0
2000-01-05,67809.2,31492.28,99301.48,0.0,-698.52,-0.006832,-0.006985,-0.037388,-0.092349,-0.041855,,1.0
2000-01-06,51756.25,45430.59,97186.84,0.0,-2813.16,-0.021295,-0.028132,-0.052858,-0.154683,-0.049578,,1.0
2000-01-07,25965.51,73264.05,99229.56,0.0,-770.44,0.021018,-0.007704,0.002149,-0.050132,0.032243,,1.0
2000-01-10,9460.65,89008.45,98469.1,0.0,-1530.9,-0.007664,-0.015309,0.005587,-0.023747,0.045533,,1.0
2000-01-11,9460.65,85023.56,94484.21,0.0,-5515.79,-0.040468,-0.055158,-0.006446,-0.07124,0.014133,,1.0
2000-01-12,1171.62,93329.1,94500.72,0.0,-5499.29,0.000175,-0.054993,-0.01633,-0.091689,0.016735,,1.0
2000-01-13,13891.39,83007.27,96898.66,-4677.61,1576.26,0.025375,-0.031013,-0.003009,-0.03694,0.042888,,1.0
2000-01-14,4867.43,95668.85,100536.28,-4677.61,5213.89,0.03754,0.005363,0.010529,-0.014512,0.075217,,1.0
2000-01-18,4867.43,94655.55,99522.98,-4677.61,4200.59,-0.010079,-0.00477,0.002578,-0.009235,0.078026,,1.0
2000-01-19,4867.43,95452.26,100319.69,-4677.61,4997.3,0.008005,0.003197,0.010743,0.013193,0.102822,,1.0
2000-01-20,4867.43,96745.05,101612.48,-4677.61,6290.09,0.012887,0.016125,-0.004727,0.003298,0.113311,,1.0
2000-01-21,12531.01,88488.87,101019.88,-5093.21,6113.09,-0.005832,0.010199,-0.006876,0.015831,0.125634,,1.0
2000-01-24,2966.45,93981.77,96948.22,-5093.21,2041.43,-0.040306,-0.030518,-0.035023,-0.032982,0.132697,,1.0
2000-01-25,2966.45,98086.07,101052.52,-5093.21,6145.74,0.042335,0.010525,-0.024066,-0.01847,0.152646,,1.0
2000-01-26,8845.26,87547.71,96392.97,-6874.51,3267.49,-0.04611,-0.03607,-0.031801,-0.058047,0.115097,,1.0
2000-01-27,8845.26,83701.8,92547.06,-6874.51,-578.42,-0.039898,-0.074529,-0.035669,-0.044196,0.079413,,1.0
2000-01-28,27854.75,60266.47,88121.22,-13193.25,1314.48,-0.047823,-0.118788,-0.06575,-0.092349,0.025411,,1.0
2000-01-31,12490.0,76004.85,88494.85,-13193.25,1688.11,0.00424,-0.115051,-0.040396,-0.05343,0.057564,,1.0
2000-02-01,4789.67,86238.72,91028.39,-13193.25,4221.65,0.028629,-0.089716,-0.030941,-0.028035,0.107805,,1.0
2000-02-02,4789.67,86616.7,91406.37,-13193.25,4599.63,0.004152,-0.085936,-0.030082,-0.019789,0.10742,,1.0
2000-02-03,4789.67,90546.95,95336.62,-13193.25,8529.88,0.042998,-0.046634,-0.015471,0.01847,0.15484,,1.0
2000-02-04,4789.67,90550.52,95340.19,-13193.25,8533.45,3.7e-05,-0.046598,-0.019553,0.025395,0.159211,,1.0
2000-02-07,4789.67,91646.2,96435.87,-13193.25,9629.14,0.011492,-0.035641,-0.021058,0.039578,0.162955,,1.0
2000-02-08,4789.67,92579.53,97369.2,-13193.25,10562.46,0.009678,-0.026308,-0.007735,0.083114,0.190839,,1.0
2000-02-09,4789.67,90596.99,95386.66,-13193.25,8579.92,-0.020361,-0.046133,-0.028578,0.044855,0.175635,,1.0
2000-02-10,11917.89,85040.72,96958.61,-13730.49,10689.1,0.01648,-0.030414,-0.026644,0.079155,0.193348,,1.0
2000-02-11,3760.59,91711.14,95471.73,-13730.49,9202.22,-0.015335,-0.045283,-0.046411,0.05409,0.174325,,1.0
2000-02-14,3760.59,91382.42,95143.01,-13730.49,8873.51,-0.003443,-0.04857,-0.040825,0.05277,0.1908,,1.0
2000-02-15,3760.59,91499.72,95260.31,-13730.49,8990.81,0.001233,-0.047397,-0.029974,0.060356,0.183494,,1.0
2000-02-16,3760.59,91728.53,95489.12,-13730.49,9219.62,0.002402,-0.045109,-0.044263,0.055408,0.178787,0.39223,0.8923
2000-02-17,3760.59,93249.48,97010.07,-13730.49,10740.57,0.015928,-0.029899,-0.049205,0.077837,0.2062,0.38883,0.9001
2000-02-18,10888.43,82789.53,93677.96,-15116.73,8794.7,-0.034348,-0.06322,-0.069617,0.038918,0.174518,0.393869,0.8886
2000-02-22,10888.43,82853.29,93741.72,-15116.73,8858.46,0.000681,-0.062583,-0.071981,0.042217,0.184255,0.387909,0.9023
2000-02-23,10888.43,84029.99,94918.42,-15116.73,10035.17,0.012553,-0.050816,-0.061022,0.100264,0.204345,0.384046,0.9113
2000-02-24,10888.43,84874.36,95762.79,-15116.73,10879.53,0.008896,-0.042372,-0.079932,0.124011,0.212221,0.379461,0.9224
2000-02-25,10888.43,83723.16,94611.59,-15116.73,9728.33,-0.012021,-0.053884,-0.083262,0.098285,0.180024,0.375274,0.9327
2000-02-28,10888.43,82828.93,93717.36,-15116.73,8834.1,-0.009452,-0.062826,-0.064031,0.097625,0.169722,0.370774,0.944
2000-02-29,10888.43,86202.29,97090.72,-15116.73,12207.46,0.035995,-0.029093,-0.055006,0.126649,0.226175,0.378034,0.9258
2000-03-01,10888.43,87081.03,97969.46,-15116.73,13086.2,0.009051,-0.020305,-0.048131,0.135883,0.230175,0.373922,0.936
2000-03-02,10888.43,83994.4,94882.83,-15116.73,9999.57,-0.031506,-0.051172,-0.047486,0.109581,0.214478,0.377267,0.9277
2000-03-03,10888.43,90151.38,101039.81,-15116.73,16156.55,0.06489,0.010398,-0.029652,0.172164,0.262921,0.406092,0.8619
2000-03-06,10888.43,90853.24,101741.67,-15116.73,16858.41,0.006946,0.017417,-0.039106,0.181398,0.264928,0.401526,0.8717
2000-03-07,17274.72,84446.04,101720.76,-16429.73,18150.51,-0.000206,0.017208,-0.057692,0.163589,0.260886,0.396836,0.882
2000-03-08,17274.72,84213.0,101487.72,-16429.73,17917.46,-0.002291,0.014877,-0.058874,0.174142,0.258626,0.392364,0.892
2000-03-09,17274.72,87024.26,104298.98,-16429.73,20728.73,0.0277,0.04299,-0.031371,0.213721,0.31241,0.393121,0.8903
2000-03-10,17274.72,86929.52,104204.24,-16429.73,20633.98,-0.000908,0.042042,-0.036528,0.208444,0.360417,0.388855,0.9001
2000-03-13,17274.72,84270.02,101544.74,-16429.73,17974.48,-0.025522,0.015447,-0.047056,0.176781,0.343308,0.389527,0.8985
2000-03-14,17274.72,80635.36,97910.08,-16429.73,14339.82,-0.035794,-0.020899,-0.060593,0.133245,0.248598,0.394192,0.8879
2000-03-15,17274.72,79728.17,97002.89,-16429.73,13432.63,-0.009266,-0.029971,-0.038676,0.085752,0.247137,0.390688,0.8959
2000-03-16,17274.72,82315.16,99589.88,-16429.73,16019.62,0.026669,-0.004101,0.006231,0.147757,0.293441,0.391384,0.8943
2000-03-17,17274.72,83981.57,101256.29,-16429.73,17686.03,0.016733,0.012563,0.012882,0.169525,0.326584,0.389229,0.8992
2000-03-20,17274.72,83651.38,100926.1,-16429.73,17355.84,-0.003261,0.009261,0.007712,0.136544,0.304808,0.385558,0.9078
2000-03-21,17274.72,85577.87,102852.59,-16429.73,19282.33,0.019088,0.028526,0.028391,0.179419,0.326166,0.384016,0.9114
2000-03-22,17274.72,88967.8,106242.52,-16429.73,22672.26,0.032959,0.062425,0.034639,0.203166,0.367127,0.386619,0.9053
2000-03-23,17274.72,89511.86,106786.58,-16429.73,23216.32,0.005121,0.067866,0.052302,0.224274,0.377334,0.383169,0.9134
2000-03-24,17274.72,89239.67,106514.39,-16429.73,22944.13,-0.002549,0.065144,0.058549,0.240765,0.376105,0.379826,0.9215
2000-03-27,17274.72,91360.86,108635.58,-16429.73,25065.33,0.019915,0.086356,0.047348,0.242744,0.374089,0.378455,0.9248
2000-03-28,17274.72,89311.23,106585.95,-16429.73,23015.7,-0.018867,0.065859,0.041316,0.211082,0.334649,0.37758,0.927
2000-03-29,17274.72,83727.71,101002.43,-16429.73,17432.18,-0.052385,0.010024,0.042393,0.16095,0.288217,0.390233,0.8969
2000-03-30,17274.72,83063.86,100338.58,-16429.73,16768.33,-0.006573,0.003386,0.024945,0.131926,0.257724,0.387232,0.9039
2000-03-31,17274.72,84787.05,102061.77,-16429.73,18491.51,0.017174,0.020618,0.036577,0.155673,0.292258,0.38554,0.9078
2000-04-03,24472.27,74249.9,98722.17,-18256.14,16978.32,-0.032721,-0.012778,0.042609,0.086411,0.234265,0.388188,0.9016
2000-04-04,17082.45,81097.3,98179.75,-18256.14,16435.9,-0.005494,-0.018203,0.034854,0.075857,0.23619,0.385255,0.9085
2000-04-05,17082.45,84451.09,101533.54,-18256.14,19789.69,0.03416,0.015335,0.028391,0.056728,0.288831,0.388104,0.9018
2000-04-06,17082.45,88285.33,105367.78,-18256.14,23623.93,0.037763,0.053678,0.037331,0.081794,0.321219,0.39192,0.893
2000-04-07,17082.45,92324.88,109407.33,-18256.14,27663.48,0.038338,0.094073,0.043901,0.125329,0.359905,0.39559,0.8848
2000-04-10,17082.45,87822.5,104904.95,-18256.14,23161.1,-0.041152,0.049049,0.039808,0.056728,0.291638,0.401179,0.8724
2000-04-11,17082.45,86095.55,103178.0,-18256.14,21434.15,-0.016462,0.03178,0.036792,0.031662,0.274081,0.399617,0.8758
2000-04-12,24097.15,76198.8,100295.95,-19667.12,19963.08,-0.027933,0.00296,0.008357,-0.029024,0.210801,0.400431,0.8741
2000-04-13,16662.58,79718.81,96381.39,-19667.12,16048.52,-0.03903,-0.036186,-0.005644,-0.07124,0.170839,0.404425,0.8654
2000-04-14,23743.82,65387.71,89131.53,-21140.5,10272.05,-0.075221,-0.108685,-0.062514,-0.151715,0.065175,0.425388,0.8228
2000-04-17,17291.02,78958.88,96249.9,-21140.5,17390.42,0.079864,-0.037501,-0.029771,-0.05409,0.15152,0.448497,0.7804
2000-04-18,17291.02,82675.5,99966.52,-21140.5,21107.04,0.038614,-0.000335,-0.004136,-0.029024,0.228904,0.451116,0.7759
2000-04-19,17291.02,79010.65,96301.67,-21140.5,17442.19,-0.036661,-0.036983,-0.013399,-0.058708,0.17805,0.453177,0.7723
2000-04-20,17291.02,79115.09,96406.11,-21140.5,17546.63,0.001085,-0.035939,-0.00866,-0.079156,0.179277,0.45015,0.7775
2000-04-24,17291.02,79785.7,97076.72,-21140.5,18217.24,0.006956,-0.029233,-0.019431,-0.105541,0.15207,0.44736,0.7824
2000-04-25,17291.02,84640.53,101931.55,-21140.5,23072.06,0.05001,0.019316,0.021282,-0.045185,0.227212,0.453443,0.7719
2000-04-26,17291.02,81656.03,98947.05,-21140.5,20087.57,-0.029279,-0.010529,0.009758,-0.077837,0.195942,0.453686,0.7715
2000-04-27,17291.02,85295.52,102586.54,-21140.5,23727.06,0.036782,0.025865,0.006419,-0.03694,0.254774,0.45544,0.7685
2000-04-28,17291.02,86135.94,103426.96,-21140.5,24567.48,0.008192,0.03427,0.000172,0.0,0.270862,0.452776,0.773
2000-05-01,17291.02,87077.67,104368.69,-21140.5,25509.21,0.009105,0.043687,0.013743,0.009235,0.289822,0.450207,0.7774
2000-05-02,17291.02,84885.92,102176.94,-21140.5,23317.46,-0.021,0.021769,-0.006506,-0.048813,0.246538,0.44908,0.7794
2000-05-03,17291.02,82663.87,99954.89,-21140.5,21095.41,-0.021747,-0.000451,-0.029771,-0.059366,0.217363,0.44805,0.7812
2000-05-04,17291.02,83279.71,100570.73,-21140.5,21711.25,0.006161,0.005707,-0.022447,-0.057387,0.192632,0.445486,0.7857
2000-05-05,17291.02,85216.84,102507.86,-21140.5,23648.38,0.019261,0.025079,-0.010599,-0.034961,0.214954,0.444026,0.7882
2000-05-08,17291.02,82178.95,99469.97,-21140.5,20610.49,-0.029636,-0.0053,-0.01803,-0.07256,0.174567,0.444441,0.7875
2000-05-09,27635.29,69892.27,97527.56,-18547.47,16075.06,-0.019528,-0.024724,-0.025893,-0.092349,0.14156,0.443155,0.7898
2000-05-10,34436.94,59547.83,93984.77,-20034.85,14019.65,-0.036326,-0.060152,-0.047865,-0.158311,0.084861,0.444872,0.7867
2000-05-11,21895.15,75020.37,96915.52,-20034.85,16950.4,0.031183,-0.030845,-0.026109,-0.10686,0.12162,0.445494,0.7856
2000-05-12,43980.47,52595.99,96576.46,-6342.89,2919.38,-0.003499,-0.034235,-0.015553,-0.10686,0.13132,0.443051,0.79
2000-05-15,30666.93,66754.0,97420.93,-6342.89,3763.85,0.008744,-0.025791,0.001464,-0.067942,0.152907,0.440847,0.7939
2000-05-16,23909.22,75175.2,99084.42,-6342.89,5427.33,0.017075,-0.009156,0.011158,-0.041557,0.193227,0.439335,0.7967
2000-05-17,23909.22,74894.1,98803.32,-6342.89,5146.24,-0.002837,-0.011967,0.000603,-0.061346,0.187076,0.436996,0.8009
2000-05-18,23909.22,74260.61,98169.83,-6342.89,4512.75,-0.006412,-0.018302,-0.011676,-0.094987,0.165443,0.434801,0.805
