date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return
2021-06-14,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0
2021-06-15,82779.29,17203.5,99982.79,0.0,-17.2,-0.000172,-0.000172,-0.001834,-0.006531,-0.009776
2021-06-16,82779.29,16923.85,99703.14,0.0,-296.85,-0.002797,-0.002969,-0.007407,-0.01016,-0.014221
2021-06-17,82779.29,17192.35,99971.64,0.0,-28.35,0.002693,-0.000284,-0.007736,0.002409,-0.003902
2021-06-18,82779.29,16884.03,99663.32,0.0,-336.67,-0.003084,-0.003367,-0.021123,-0.005457,-0.016455
2021-06-21,82779.29,17038.73,99818.02,0.0,-181.97,0.001552,-0.00182,-0.007109,0.000724,-0.014572
2021-06-22,82305.34,17725.66,100030.99,-217.06,248.05,0.002134,0.00031,-0.001801,0.010052,-0.00329
2021-06-23,82305.34,17709.62,100014.96,-217.06,232.02,-0.00016,0.00015,-0.003004,0.010546,0.002572
2021-06-24,82305.34,17778.86,100084.2,-217.06,301.26,0.000692,0.000842,0.002894,0.016794,0.012545
2021-06-25,82305.34,17712.38,100017.71,-217.06,234.77,-0.000664,0.000177,0.006456,0.015545,0.011218
2021-06-28,82305.34,18112.85,100418.19,-217.06,635.25,0.004004,0.004182,0.008485,0.027895,0.030105
2021-06-29,82525.18,17918.73,100443.91,-162.33,606.23,0.000256,0.004439,0.009028,0.031615,0.033349
2021-06-30,82525.18,17724.53,100249.72,-162.33,412.04,-0.001933,0.002497,0.009877,0.029988,0.033988
2021-07-01,82525.18,17785.18,100310.37,-162.33,472.69,0.000605,0.003104,0.015469,0.030394,0.029346
2021-07-02,82525.18,17982.71,100507.89,-162.33,670.22,0.001969,0.005079,0.02323,0.042222,0.03774
2021-07-06,82525.18,18197.68,100722.86,-162.33,885.19,0.002139,0.007229,0.021367,0.046726,0.043934
2021-07-07,82438.85,18240.25,100679.1,34.2,644.89,-0.000434,0.006791,0.024976,0.048935,0.043063
2021-07-08,82438.85,18060.17,100499.01,34.2,464.8,-0.001789,0.00499,0.016625,0.0426,0.032525
2021-07-09,82438.85,18182.15,100621.0,34.2,586.79,0.001214,0.00621,0.027477,0.049109,0.049126
2021-07-12,82438.85,18217.23,100656.08,34.2,621.87,0.000349,0.006561,0.031157,0.053207,0.05574
2021-07-13,82438.85,18124.36,100563.21,34.2,529.0,-0.000923,0.005632,0.027642,0.053207,0.050446
2021-07-14,82507.05,17915.27,100422.32,13.04,409.28,-0.001401,0.004223,0.029175,0.055096,0.045608
2021-07-15,82507.05,17516.61,100023.67,13.04,10.62,-0.00397,0.000237,0.02566,0.047685,0.031424
2021-07-16,82507.05,17197.6,99704.66,13.04,-308.38,-0.003189,-0.002953,0.017615,0.0392,0.018602
2021-07-19,82507.05,17239.73,99746.78,13.04,-266.26,0.000422,-0.002532,0.002587,0.030685,0.011721
2021-07-20,82507.05,17342.93,99849.98,13.04,-163.06,0.001035,-0.0015,0.016955,0.042658,0.024128
2021-07-21,82724.8,17525.29,100250.1,225.9,24.19,0.004007,0.002501,0.025188,0.050708,0.0358
2021-07-22,82724.8,17571.68,100296.48,225.9,70.58,0.000463,0.002965,0.027335,0.057653,0.040145
