date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return
2019-01-02,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-01-03,41407.47,58534.01,99941.48,0.0,-58.52,-0.000585,-0.000585,-0.023863,-0.03267,-0.023259
2019-01-04,41407.47,61155.19,102562.66,0.0,2562.66,0.026227,0.025627,0.008834,0.008716,0.02048
2019-01-07,41407.47,61684.14,103091.61,0.0,3091.61,0.005157,0.030916,0.016788,0.020726,0.029305
2019-01-08,41407.47,62188.42,103595.89,0.0,3595.89,0.004892,0.035959,0.026341,0.029958,0.037719
2019-01-09,41407.47,62557.55,103965.02,0.0,3965.02,0.003563,0.03965,0.031138,0.038352,0.043882
2019-01-10,41407.47,62385.58,103793.05,0.0,3793.05,-0.001654,0.037931,0.034775,0.041322,0.041011
2019-01-11,41407.47,62460.22,103867.69,0.0,3867.69,0.000719,0.038677,0.035175,0.037513,0.042252
2019-01-14,41407.47,62165.07,103572.54,0.0,3572.54,-0.002842,0.035725,0.028859,0.028344,0.037327
2019-01-15,41407.47,63301.41,104708.88,0.0,4708.88,0.010971,0.047089,0.040651,0.048425,0.056293
2019-01-16,41407.47,63198.09,104605.56,0.0,4605.56,-0.000987,0.046056,0.043169,0.048231,0.05457
2019-01-17,41407.47,63763.31,105170.78,0.0,5170.78,0.005403,0.051708,0.051083,0.056495,0.064002
2019-01-18,41407.47,64693.47,106100.94,0.0,6100.94,0.008844,0.061009,0.065073,0.066955,0.079523
2019-01-22,41407.47,63872.54,105280.01,0.0,5280.01,-0.007737,0.0528,0.050683,0.045584,0.065822
2019-01-23,41407.47,64377.28,105784.75,0.0,5784.75,0.004794,0.057848,0.052882,0.04694,0.074245
2019-01-24,41407.47,64199.56,105607.03,0.0,5607.03,-0.00168,0.05607,0.053441,0.053719,0.071279
2019-01-25,41407.47,64886.2,106293.67,0.0,6293.67,0.006502,0.062937,0.062355,0.066309,0.082736
2019-01-28,41407.47,64080.79,105488.26,0.0,5488.26,-0.007577,0.054883,0.054281,0.053138,0.069294
2019-01-29,41407.47,63506.83,104914.3,0.0,4914.3,-0.005441,0.049143,0.052882,0.043195,0.059712
2019-01-30,41407.47,65024.85,106432.32,0.0,6432.32,0.014469,0.064323,0.06955,0.069731,0.085046
2019-01-31,41407.47,64360.73,105768.2,0.0,5768.2,-0.00624,0.057682,0.078943,0.085744,0.073961
2019-02-01,41407.47,64257.95,105665.42,0.0,5665.42,-0.000972,0.056654,0.079463,0.08116,0.072241
2019-02-04,41407.47,65281.22,106688.69,0.0,6688.69,0.009684,0.066887,0.087057,0.094589,0.08932
2019-02-05,41407.47,65859.32,107266.79,0.0,7266.79,0.005419,0.072668,0.091614,0.104274,0.098969
2019-02-06,41407.47,65520.14,106927.61,0.0,6927.61,-0.003162,0.069276,0.090175,0.100981,0.093307
2019-02-07,41407.47,64602.87,106010.34,0.0,6010.34,-0.008578,0.060103,0.079782,0.086196,0.078004
2019-02-08,41407.47,65260.48,106667.95,0.0,6667.95,0.006203,0.06668,0.081102,0.088326,0.088973
2019-02-11,41407.47,65269.1,106676.57,0.0,6676.57,8.1e-05,0.066766,0.081701,0.087293,0.089117
2019-02-12,41407.47,65748.25,107155.72,0.0,7155.72,0.004492,0.071557,0.095611,0.10337,0.097115
2019-02-13,75592.07,31638.9,107230.97,4472.41,2758.55,0.000702,0.07231,0.099169,0.104145,0.09894
2019-02-14,75018.4,32175.37,107193.77,7225.94,-32.18,-0.000347,0.071938,0.096731,0.105501,0.100051
2019-02-15,42526.15,64785.21,107311.36,7225.94,85.41,0.001097,0.073114,0.108682,0.11015,0.109242
2019-02-19,42526.15,64957.72,107483.87,7225.94,257.92,0.001608,0.074839,0.1106,0.112345,0.112325
2019-02-20,42526.15,64632.72,107158.87,7225.94,-67.08,-0.003024,0.071589,0.112839,0.112152,0.106769
2019-02-21,42526.15,65526.02,108052.17,7225.94,826.22,0.008336,0.080522,0.108882,0.108083,0.121766
2019-02-22,42526.15,66227.17,108753.32,7225.94,1527.38,0.006489,0.087533,0.115757,0.116283,0.133619
2019-02-25,42526.15,66463.94,108990.09,7225.94,1764.14,0.002177,0.089901,0.117276,0.120351,0.137586
2019-02-26,42526.15,66720.86,109247.01,7225.94,2021.06,0.002357,0.09247,0.116476,0.121513,0.141854
2019-02-27,42526.15,66526.14,109052.29,7225.94,1826.34,-0.001782,0.090523,0.115997,0.120803,0.138468
