ticker,n_folds,timed_return,hold_return,outperformance,test_win_rate,oos_trades,avg_frac_long,param_stability,modal_fast,modal_slow,modal_trailing,timed_sharpe,hold_sharpe,timed_max_drawdown,hold_max_drawdown,timed_calmar,hold_calmar,exposure_matched_return,beats_exposure_matched
NVDA,,0.4265571136360018,4.207176680773042,-3.78061956713704,,80,0.5888594164456233,,20,50,0.15,0.525391464634401,1.4119749851753771,-0.5309664594286849,-0.3688102601232913,0.23743862806691024,1.9950784812405347,2.477435605123648,False
AVGO,,0.3938971830968152,3.648152153029222,-3.254254969932407,,70,0.5901856763925729,,20,50,0.15,0.4827252520002986,1.2904555652948526,-0.30955629637274784,-0.41149682926705544,0.3792173562172215,1.6310092719527023,2.1530871460185725,False
AMD,,2.097179478701564,2.9598265938282635,-0.8626471151266997,,53,0.43103448275862066,,20,50,0.15,1.134540969553511,1.0986983383548565,-0.3948660348935662,-0.6300028513679354,1.162711088729886,0.9269721818341338,1.2757873249259757,True
MU,,3.029602044279472,13.741212639431698,-10.711610595152226,,77,0.5848806366047745,,20,50,0.15,1.2641798977061072,1.8259419131231645,-0.5755099681353025,-0.5762896801455651,1.0308585624106061,2.5296081569863595,8.036969196272386,False
TSM,,0.9785244724141569,3.1488502310767634,-2.1703257586626066,,67,0.629973474801061,,20,50,0.15,0.922277305378836,1.4311391416064976,-0.20861454083601624,-0.36817369348476425,1.22787636163939,1.6537707709371234,1.9836921216995527,False
ASML,,0.12552045485576935,1.6188928333588941,-1.4933723785031248,,77,0.5185676392572944,,20,50,0.15,0.2816769476343215,0.9808780765460237,-0.3501062974646196,-0.45482343374403555,0.11513939946900005,0.8345333128193165,0.8395054348054742,False
ARM,,2.3400608661359774,4.988520154817079,-2.648459288681102,,61,0.4629898403483309,,20,50,0.15,1.0106641890401136,1.224643351237666,-0.43726765484507163,-0.539740445110465,1.2678655347736554,1.7127349126067468,2.3096341500531907,True
MSFT,,0.0722188702881732,0.20531995922322288,-0.13310108893504968,,60,0.493368700265252,,20,50,0.1,0.22309918296702314,0.38085293302828876,-0.22477333276704847,-0.339100884143132,0.10490008779257777,0.18992091358928276,0.101298441420476,False
AAPL,,0.26680298017665716,0.6062430288010856,-0.33944004862442845,,44,0.5106100795755968,,20,50,0.1,0.6045776982915212,0.7403485368093806,-0.13622408760219132,-0.33360521926123876,0.6037768149318273,0.5144318864091447,0.30955380117827314,False
AMZN,,0.1638253725726082,0.8847278472539393,-0.7209024746813311,,80,0.5596816976127321,,20,50,0.1,0.3515455912739845,0.8400647883898682,-0.2566146876058902,-0.3087663843187599,0.2026868031983649,0.7640963758680892,0.49516598347634266,False
GOOGL,,0.928686483085081,1.9348864383761621,-1.0061999552910812,,64,0.6007957559681698,,20,50,0.1,1.0722424526970218,1.3628741840072947,-0.23425008246042545,-0.2980588021903758,1.047972614767276,1.4530767628299648,1.162471560456766,False
META,,0.33991470489415665,1.1082065481402839,-0.7682918432461272,,78,0.5318302387267905,,20,50,0.1,0.5084726142910498,0.8682484360082441,-0.40879768308144787,-0.3415081094341253,0.25131168771399637,0.8289436196647746,0.5893777530560396,False
TSLA,,0.21924892450998779,0.626826200604305,-0.40757727609431726,,72,0.46419098143236076,,20,50,0.1,0.3645346520461779,0.5675452684871104,-0.39086654141986604,-0.537656801185852,0.17524568224931855,0.32848787164174814,0.2909670692460302,False
NFLX,,0.4248131564784583,0.8949453393471853,-0.47013218286872704,,56,0.5358090185676393,,20,50,0.1,0.6619599242850192,0.8033282210289229,-0.3038007456494199,-0.4335127747768319,0.41346729055446724,0.5493784458157696,0.4795197839472983,False
COST,,0.4306139511684137,0.9626685221680342,-0.5320545709996205,,78,0.5583554376657824,,20,50,0.1,0.8863571068486719,1.2383855484935145,-0.1656060251997175,-0.20742492559505016,0.7677329794666684,1.218654562057183,0.5375112040222048,False
ORCL,,0.4845070857095697,0.6383440987969304,-0.15383701308736075,,88,0.3952254641909814,,10,50,,0.5905668065390546,0.5741726703117745,-0.25499833838941643,-0.5824985699540267,0.5535646067348093,0.3079687705985644,0.2522898427605905,True
CRWD,,0.723382386375568,3.5185625374565355,-2.7951801510809675,,100,0.4907161803713528,,10,50,,0.7604258802870703,1.320345835399537,-0.3296174391114696,-0.4443707693970674,0.6052691683554825,1.4749769705905722,1.726615568778406,False
PANW,,0.14482005325550174,1.4406039614384283,-1.2957839081829265,,103,0.46419098143236076,,10,50,,0.31179872992958274,0.9424209876256993,-0.4570997471277697,-0.36005964836825105,0.10115790543589058,0.9649421785846238,0.6687153667154508,False
CRM,,-0.08834408638309932,-0.21025793200387177,0.12191384562077245,,82,0.3448275862068966,,10,50,,-0.09383348042283617,-0.04882747280454262,-0.392360540061018,-0.547008230318866,-0.0775810719633597,-0.13868158444712697,-0.07250273517374889,False
NOW,,0.17562465948328265,-0.06515965348150576,0.24078431296478842,,84,0.3859416445623342,,10,50,,0.3480369667226054,0.15398086836940517,-0.2583157333883628,-0.6454173439572126,0.21510538929186346,-0.0345013113580932,-0.02514782382376416,True
ADBE,,-0.338203351082325,-0.5701493749371491,0.2319460238548241,,68,0.29310344827586204,,10,50,,-0.709886553323469,-0.6503239275599101,-0.4334627928260237,-0.6785871807712143,-0.29730330031189744,-0.3623209719185471,-0.16711274782640576,False
JPM,,0.539179000555635,1.4355101630293214,-0.8963311624736865,,69,0.6180371352785146,,20,50,0.15,1.0291938697384146,1.4218342249478018,-0.19894716582568245,-0.24423921602215914,0.7792794065499966,1.4186754796099368,0.8871985888218352,False
BAC,,0.3259759418331347,1.0730766475303413,-0.7471007056972065,,67,0.5875331564986738,,20,50,0.15,0.6522737662718013,1.110686846406786,-0.14654478378607624,-0.2750937429828616,0.6747993207942325,1.002949625408094,0.6304681098885162,False
GS,,0.670137405553241,2.3583065988567125,-1.6881691933034715,,81,0.6458885941644562,,20,50,0.15,0.9954579636964743,1.5639872906946461,-0.12337872394665193,-0.3089573343773696,1.51559121424551,1.6155230689319533,1.5232033337443223,False
COIN,,1.6491135310159462,2.1602055862226055,-0.5110920552066593,,58,0.3912466843501326,,20,50,0.15,0.8759528496178522,0.8742483355227826,-0.4729607637248712,-0.6638953815137103,0.8137367804258144,0.7063949195174141,0.8451732731242289,True
