rank,ticker,score,clears_gate,rank_close_px,mark_px,return,held
29,SHOP,0.588,False,112.48999786376953,113.12000274658203,0.005600541335021303,False
30,UBER,0.5837,False,72.8499984741211,74.09500122070312,0.0170899488354046,False
31,SNOW,0.5807,False,240.77999877929688,239.30499267578125,-0.006125949460061397,False
32,SNAP,0.5807,False,5.710000038146973,5.59499979019165,-0.020140148369008126,False
33,PYPL,0.5536,False,42.4900016784668,43.33000183105469,0.019769360306088002,False
34,NET,0.5482,False,235.7100067138672,233.96499633789062,-0.007403208715253462,False
35,SE,0.5476,False,86.66000366210938,87.79010009765625,0.013040576826573558,False
36,MCHP,0.544,False,95.23999786376953,97.66999816894531,0.025514493486776813,False
37,TSLA,0.5301,False,406.42999267578125,405.20001220703125,-0.003026303400131214,False
38,LLY,0.5277,False,1133.0,1128.5361328125,-0.003939865125772268,False
39,PFE,0.5157,False,26.209999084472656,26.024999618530273,-0.007058354536608191,False
40,MDB,0.4982,False,354.17999267578125,350.6700134277344,-0.009910156758233146,True
41,CDNS,0.4952,False,384.9599914550781,390.79998779296875,0.015170398138820929,False
42,COIN,0.4952,False,169.6199951171875,169.17999267578125,-0.002594048190499354,False
43,APP,0.4873,False,520.8599853515625,505.2099914550781,-0.030046450748028142,False
44,TXN,0.4849,False,301.1199951171875,312.1000061035156,0.03646390530145638,False
45,PLTR,0.4813,False,134.7100067138672,131.15499877929688,-0.026390080598254095,False
46,META,0.4783,False,593.47998046875,597.969970703125,0.0075655293895990905,False
47,PINS,0.4765,False,21.329999923706055,21.424999237060547,0.004453788733909558,False
48,OXY,0.4627,False,56.540000915527344,53.7599983215332,-0.04916877518533391,True
49,NXPI,0.459,False,304.8599853515625,311.5249938964844,0.021862523339151396,False
50,IBM,0.45,False,272.239990234375,270.19000244140625,-0.007530075912814627,False
51,ADI,0.4422,False,417.7900085449219,425.86480712890625,0.019327409509162896,False
52,SPOT,0.4367,False,479.8500061035156,469.0849914550781,-0.022434124229468555,False
53,MELI,0.4283,False,1589.5999755859375,1683.7249755859375,0.059213010471584226,False
54,QCOM,0.4133,False,211.72000122070312,219.74000549316406,0.03788023911874361,True
55,CSCO,0.4066,False,121.0999984741211,119.5,-0.013212208871026587,True
56,VRT,0.4066,False,311.92999267578125,306.6400146484375,-0.016958863051178663,False
57,AXON,0.4006,False,441.7300109863281,430.17999267578125,-0.026147234788863716,False
58,BA,0.3867,False,219.0500030517578,226.9199981689453,0.035927847557837955,False
59,NOW,0.3783,False,104.1500015258789,102.25800323486328,-0.018166089902029503,False
60,TTD,0.3578,False,19.270000457763672,19.135000228881836,-0.007005720066158405,False
61,COST,0.3434,False,982.3499755859375,990.39501953125,0.008189590416097792,False
62,ON,0.3337,False,116.79000091552734,121.44000244140625,0.03981506541165447,True
63,NFLX,0.3331,False,80.33999633789062,79.04499816894531,-0.01611897221775893,False
64,AMZN,0.3223,False,238.5500030517578,248.98500061035156,0.04374343921651391,False
65,TEAM,0.3187,False,91.55000305175781,88.0,-0.03877665683692899,False
66,CRM,0.303,False,165.88999938964844,162.69500732421875,-0.01925970267758681,False
67,TWLO,0.3006,False,202.0,192.00999450683594,-0.04945547273843598,False
68,MSFT,0.2964,False,390.739990234375,393.7051086425781,0.007588469269358855,False
69,AVGO,0.2819,False,382.07000732421875,380.80999755859375,-0.003297850502449351,False
70,AAPL,0.2801,False,291.1300048828125,298.2850036621094,0.024576645001524122,False
71,ORCL,0.2777,False,184.1300048828125,189.94000244140625,0.031553779419554395,False
72,SAP,0.2705,False,164.17999267578125,166.0500030517578,0.011390001579969722,False
73,WDAY,0.2699,False,129.60000610351562,126.1500015258789,-0.02662040443795266,False
74,SMCI,0.2608,False,30.459999084472656,29.700000762939453,-0.02495070073461103,False
75,GOOGL,0.2572,False,359.67999267578125,375.3500061035156,0.043566541778317536,False
76,NVDA,0.2446,False,205.19000244140625,209.24000549316406,0.019737818624542047,False
77,ADBE,0.2331,False,204.02000427246094,209.8699951171875,0.028673613970295442,False
78,SEDG,0.2181,False,60.189998626708984,58.244998931884766,-0.03231433359696301,True
79,ZS,0.2102,False,130.4199981689453,126.43000030517578,-0.030593451309521624,False
80,SNPS,0.1904,False,453.8900146484375,448.0249938964844,-0.012921678297981298,False
81,INTU,0.1367,False,276.7300109863281,280.07000732421875,0.012069512540349825,False
82,HUBS,0.1355,False,186.05999755859375,181.22000122070312,-0.02601309470815416,False
83,PLUG,0.0771,False,2.759999990463257,2.73799991607666,-0.007971041471961704,False
