rank,ticker,score,clears_gate,rank_close_px,mark_px,return,held
1,ARM,0.9524,True,380.80999755859375,403.2900085449219,0.05903209246198737,False
2,KLAC,0.9361,True,256.4200134277344,246.4600067138672,-0.03884254813314003,True
3,HOOD,0.9181,True,98.12000274658203,94.95989990234375,-0.03220650994476615,False
4,ASML,0.8717,True,1892.6600341796875,1845.25,-0.02504941897831947,False
5,AMAT,0.8687,True,567.25,579.77001953125,0.022071431522697305,False
6,LRCX,0.838,True,366.80999755859375,377.9700012207031,0.030424480620451666,False
7,AMD,0.809,True,511.57000732421875,523.47998046875,0.02328121855076426,False
8,INTC,0.8054,True,124.56999969482422,119.83000183105469,-0.03805087802345464,False
9,DASH,0.7825,True,168.08999633789062,172.44000244140625,0.025879030271208636,False
10,MRVL,0.7765,True,279.70001220703125,297.5450134277344,0.06380050211615451,False
11,ANET,0.7753,True,169.08999633789062,167.9600067138672,-0.006682770409228711,False
12,MU,0.7639,True,981.6099853515625,1048.262451171875,0.06790116931872991,True
13,PANW,0.7289,True,284.5400085449219,280.4549865722656,-0.014356582027062581,True
14,SOFI,0.6964,False,17.1299991607666,17.41990089416504,0.016923627997741386,False
15,VST,0.6946,False,153.52000427246094,158.27499389648438,0.030973094656670863,False
16,RBLX,0.694,False,45.65999984741211,47.40999984741211,0.03832676315918082,False
17,BAC,0.6867,False,56.02000045776367,56.77000045776367,0.013388075577854819,False
18,CRWD,0.6825,False,692.9099731445312,684.5620727539062,-0.01204759739961736,True
19,GE,0.6693,False,335.29998779296875,348.9800109863281,0.04079935488040065,False
20,ABNB,0.6657,False,138.9600067138672,140.3000030517578,0.009643035932272337,False
21,DELL,0.6633,False,409.07000732421875,409.7250061035156,0.0016011899370997895,True
22,GS,0.6608,False,1062.75,1091.300048828125,0.02686431317631155,False
23,TSM,0.6518,False,441.3999938964844,431.1400146484375,-0.02324417623452213,False
24,FTNT,0.6446,False,146.3000030517578,146.03500366210938,-0.0018113423384871208,False
25,NU,0.6367,False,12.430000305175781,12.640000343322754,0.01689461246911872,False
26,OKTA,0.609,False,118.12000274658203,116.2300033569336,-0.016000671738073846,False
27,DDOG,0.6024,False,233.08999633789062,234.3699951171875,0.005491435923493659,False
28,JPM,0.5946,False,320.7200012207031,329.70001220703125,0.027999535271105547,False
