date,action,ticker,shares,price,trade_value,reason,realized_pnl,holding_days,entry_price,highest_price,lowest_price
2021-09-20,SELL,GS,10,336.281,3362.81,max_holding_period,-183.32,30.0,354.6126,371.8083,336.6176
2021-09-20,SELL,AAPL,24,139.4002,3345.6,stop_loss,-292.12,8.6,151.5717,151.5717,139.5397
2021-09-21,BUY,GOOGL,26,137.9488,3586.67,momentum_score=0.7476,,0.0,,,
2021-09-21,SELL,BAC,102,34.7633,3545.86,max_holding_period,-196.76,30.0,36.6923,37.5935,34.7804
2021-09-22,SELL,META,9,340.1972,3061.77,stop_loss,-329.45,15.7,376.8025,379.2042,340.5377
2021-09-23,BUY,MU,49,72.2825,3541.84,momentum_score=0.7548,,0.0,,,
2021-09-24,BUY,BAC,97,37.5124,3638.7,momentum_score=0.7286,,0.0,,,
2021-09-24,SELL,TSLA,15,257.8719,3868.08,max_holding_period,278.64,30.0,239.2957,258.13,221.9033
2021-09-27,BUY,TSLA,14,264.0505,3696.71,momentum_score=0.8976,,0.0,,,
2021-09-28,SELL,MSFT,12,272.3415,3268.1,max_holding_period,-110.49,30.0,281.5492,293.4794,272.6141
2021-09-28,SELL,CRWD,13,241.6181,3141.04,stop_loss,-372.47,24.3,270.27,286.37,241.86
2021-09-28,SELL,ASML,4,744.5629,2978.25,stop_loss,-423.51,9.3,850.4401,850.4401,745.3082
2021-10-01,BUY,AMD,34,102.5524,3486.78,momentum_score=0.7405,,0.0,,,
2021-10-01,SELL,COST,8,425.1201,3400.96,max_holding_period,-87.83,30.0,436.0994,443.9786,424.6154
2021-10-04,BUY,MSFT,12,272.4921,3269.91,momentum_score=0.7357,,0.0,,,
2021-10-04,SELL,NVDA,174,19.6478,3418.72,stop_loss+max_holding_period,-392.61,30.0,21.9042,22.7683,19.6675
2021-10-04,SELL,AMZN,21,159.3295,3345.92,stop_loss,-310.68,23.6,174.1239,176.275,159.489
2021-10-06,SELL,PANW,49,80.9407,3966.09,max_holding_period,311.54,30.0,74.5828,81.745,74.5083
2021-10-07,BUY,COIN,14,251.8416,3525.78,momentum_score=0.8714,,0.0,,,
2021-10-07,SELL,TSM,33,102.48,3381.84,max_holding_period,-214.28,30.0,108.9733,114.9484,100.9073
2021-10-08,BUY,PANW,43,82.2138,3535.19,momentum_score=0.7333,,0.0,,,
2021-10-08,SELL,JPM,25,151.6373,3790.93,max_holding_period,174.21,30.0,144.669,151.7891,135.5809
2021-10-11,BUY,ORCL,40,89.7894,3591.58,momentum_score=0.8976,,0.0,,,
2021-10-12,SELL,MU,49,65.0969,3189.75,stop_loss,-352.09,13.6,72.2825,73.3221,65.1621
2021-10-14,BUY,CRWD,13,276.286,3591.72,momentum_score=0.9286,,0.0,,,
2021-10-15,SELL,COIN,14,280.3294,3924.61,take_profit,398.83,5.7,251.8416,280.61,246.78
2021-10-18,BUY,COIN,12,293.6333,3523.6,momentum_score=0.9857,,0.0,,,
2021-10-18,BUY,GS,10,368.6419,3686.42,momentum_score=0.7429,,0.0,,,
2021-10-18,SELL,AMD,34,116.3136,3954.66,take_profit,467.88,12.1,102.5524,116.43,100.34
2021-10-19,BUY,AMD,31,116.4463,3609.84,momentum_score=0.8238,,0.0,,,
2021-10-19,SELL,BAC,97,41.2932,4005.44,take_profit,366.74,17.9,37.5124,41.3345,37.4749
2021-10-20,SELL,NFLX,60,62.4515,3747.09,max_holding_period,107.15,30.0,60.6656,63.91,57.314
2021-10-21,BUY,BAC,87,41.6874,3626.8,momentum_score=0.8643,,0.0,,,
2021-10-21,SELL,TSLA,14,297.702,4167.83,take_profit,471.12,17.1,264.0505,298.0,258.4067
2021-10-22,BUY,TSLA,12,303.5299,3642.36,momentum_score=0.9357,,0.0,,,
2021-10-22,BUY,NFLX,55,66.5445,3659.95,momentum_score=0.7881,,0.0,,,
2021-10-25,SELL,AVGO,80,47.9044,3832.35,max_holding_period,189.0,30.0,45.5419,47.9524,43.7163
2021-10-25,SELL,COIN,12,325.2145,3902.57,take_profit,378.97,5.0,293.6333,325.54,293.34
2021-10-25,SELL,TSLA,12,341.2784,4095.34,take_profit,452.98,2.1,303.5299,341.62,303.2267
2021-10-26,BUY,TSLA,10,339.8161,3398.16,momentum_score=0.9857,,0.0,,,
2021-10-26,BUY,COIN,11,319.8095,3517.9,momentum_score=0.95,,0.0,,,
2021-10-27,BUY,NVDA,149,24.3954,3634.91,momentum_score=0.8952,,0.0,,,
2021-10-27,BUY,AVGO,75,48.096,3607.2,momentum_score=0.7286,,0.0,,,
2021-10-27,SELL,MSFT,12,310.4283,3725.14,take_profit,455.23,16.4,272.4921,310.739,272.2199
2021-10-28,BUY,MSFT,11,312.1854,3434.04,momentum_score=0.8548,,0.0,,,
2021-11-01,BUY,COST,7,468.0957,3276.67,momentum_score=0.7143,,0.0,,,
2021-11-01,SELL,TSLA,10,402.4604,4024.6,take_profit,626.44,4.3,339.8161,402.8633,339.4767
2021-11-02,BUY,TSLA,9,391.0573,3519.52,momentum_score=1.0,,0.0,,,
2021-11-02,SELL,GOOGL,26,144.0101,3744.26,max_holding_period,157.59,30.0,137.9488,146.7448,132.4847
2021-11-03,SELL,AMD,31,130.3995,4042.38,take_profit,432.55,10.7,116.4463,130.53,116.33
2021-11-04,BUY,AMD,28,137.6375,3853.85,momentum_score=0.8952,,0.0,,,
2021-11-04,SELL,NVDA,149,29.6738,4421.4,take_profit,786.48,5.7,24.3954,29.7035,24.371
2021-11-05,BUY,NVDA,127,29.6843,3769.91,momentum_score=0.9857,,0.0,,,
2021-11-08,BUY,AMZN,21,174.6235,3667.09,momentum_score=0.7238,,0.0,,,
2021-11-08,SELL,COIN,11,353.5661,3889.23,take_profit,371.32,9.3,319.8095,353.92,311.67
2021-11-09,BUY,COIN,10,357.7474,3577.47,momentum_score=0.8452,,0.0,,,
2021-11-09,BUY,TSM,33,112.8305,3723.41,momentum_score=0.7952,,0.0,,,
2021-11-09,SELL,TSLA,9,340.8255,3067.43,stop_loss,-452.09,5.0,391.0573,409.97,341.1667
2021-11-10,BUY,MU,51,71.7676,3660.15,momentum_score=0.7143,,0.0,,,
2021-11-10,SELL,COIN,10,328.2714,3282.71,stop_loss,-294.76,0.7,357.7474,357.7474,328.6
2021-11-15,SELL,CRWD,13,253.8958,3300.65,stop_loss,-291.07,22.9,276.286,293.18,254.15
2021-11-16,BUY,META,10,340.6299,3406.3,momentum_score=0.7238,,0.0,,,
2021-11-16,SELL,AMD,28,152.2976,4264.33,take_profit,410.48,8.6,137.6375,152.45,136.34
2021-11-17,BUY,AMD,24,151.4913,3635.79,momentum_score=0.7833,,0.0,,,
2021-11-17,BUY,TSLA,10,363.3663,3633.66,momentum_score=0.7476,,0.0,,,
2021-11-18,BUY,AAPL,25,154.4939,3862.35,momentum_score=0.7048,,0.0,,,
2021-11-19,BUY,ASML,4,821.8073,3287.23,momentum_score=0.8,,0.0,,,
2021-11-19,SELL,PANW,43,88.3016,3796.97,max_holding_period,261.78,30.0,82.2138,88.39,81.0917
2021-11-19,SELL,NVDA,127,32.8442,4171.21,take_profit,401.31,10.0,29.6843,32.8771,29.1653
2021-11-19,SELL,MU,51,81.0102,4131.52,take_profit,471.37,6.4,71.7676,81.0913,71.6959
2021-11-22,BUY,MU,47,81.9838,3853.24,momentum_score=0.9167,,0.0,,,
2021-11-22,BUY,NVDA,116,31.8833,3698.46,momentum_score=0.8333,,0.0,,,
2021-11-22,SELL,ORCL,40,88.9704,3558.82,max_holding_period,-32.76,30.0,89.7894,92.486,88.0523
2021-11-23,BUY,PANW,42,88.9255,3734.87,momentum_score=0.8119,,0.0,,,
2021-11-23,SELL,COST,7,517.8686,3625.08,take_profit,348.41,15.7,468.0957,518.387,467.6281
2021-11-24,BUY,COST,7,523.1592,3662.11,momentum_score=0.7238,,0.0,,,
2021-11-26,SELL,ASML,4,748.2595,2993.04,stop_loss,-294.19,5.0,821.8073,821.8073,749.0085
2021-11-29,SELL,GS,10,343.7601,3437.6,max_holding_period,-248.82,30.0,368.6419,377.3183,344.1042
2021-12-01,SELL,META,10,307.8733,3078.73,stop_loss,-327.57,10.7,340.6299,342.6114,308.1815
2021-12-02,BUY,ASML,4,756.8139,3027.26,momentum_score=0.75,,0.0,,,
2021-12-02,SELL,BAC,87,40.0725,3486.31,max_holding_period,-140.5,30.0,41.6874,43.0152,38.9867
2021-12-03,SELL,NFLX,55,60.1528,3308.4,stop_loss+max_holding_period,-351.54,30.0,66.5445,69.169,60.213
2021-12-06,BUY,GOOGL,26,142.0387,3693.01,momentum_score=0.7452,,0.0,,,
2021-12-06,SELL,AMD,24,138.9209,3334.1,stop_loss,-301.69,13.6,151.4913,161.91,139.06
2021-12-07,SELL,AVGO,75,54.1744,4063.08,take_profit,455.88,29.3,48.096,54.2286,48.048
2021-12-08,BUY,AVGO,69,54.1137,3733.85,momentum_score=0.9381,,0.0,,,
2021-12-08,SELL,AAPL,25,170.9935,4274.84,take_profit,412.49,14.3,154.4939,171.1647,153.3033
2021-12-09,BUY,AAPL,22,170.827,3758.19,momentum_score=0.9619,,0.0,,,
2021-12-09,BUY,META,11,327.5791,3603.37,momentum_score=0.7738,,0.0,,,
2021-12-09,SELL,MSFT,11,320.5521,3526.07,max_holding_period,92.03,30.0,312.1854,330.5155,311.1534
2021-12-09,SELL,TSLA,10,334.2654,3342.65,stop_loss,-291.01,15.7,363.3663,385.6233,334.6
2021-12-13,BUY,ORCL,38,95.0661,3612.51,momentum_score=0.9571,,0.0,,,
2021-12-13,BUY,MSFT,11,327.2686,3599.95,momentum_score=0.8024,,0.0,,,
2021-12-13,SELL,NVDA,116,28.0442,3253.13,stop_loss,-445.34,15.0,31.8833,33.2668,28.0723
2021-12-16,BUY,AMD,25,138.7786,3469.47,momentum_score=0.7262,,0.0,,,
2021-12-17,BUY,GS,10,342.02,3420.2,momentum_score=0.8024,,0.0,,,
2021-12-17,BUY,BAC,92,39.2493,3610.94,momentum_score=0.7619,,0.0,,,
2021-12-20,SELL,AMZN,21,166.9119,3505.15,max_holding_period,-161.94,30.0,174.6235,184.803,167.079
2021-12-20,SELL,ORCL,38,86.1775,3274.74,stop_loss,-337.77,5.0,95.0661,97.5692,86.2638
2021-12-21,SELL,TSM,33,109.0412,3598.36,max_holding_period,-125.05,30.0,112.8305,115.4668,106.8269
2021-12-21,SELL,AVGO,69,59.6776,4117.75,take_profit,383.91,9.3,54.1137,59.7373,53.5875
2021-12-22,BUY,AVGO,62,60.626,3758.81,momentum_score=0.8619,,0.0,,,
2021-12-23,BUY,TSM,33,112.2739,3705.04,momentum_score=0.8333,,0.0,,,
2021-12-23,BUY,TSLA,11,356.0223,3916.25,momentum_score=0.731,,0.0,,,
2021-12-23,SELL,MU,47,92.1231,4329.79,take_profit,476.55,22.1,81.9838,92.2153,79.7142
2021-12-27,BUY,MU,40,92.3173,3692.69,momentum_score=0.9643,,0.0,,,
2021-12-27,SELL,AMD,25,154.2056,3855.14,take_profit,385.67,7.9,138.7786,154.36,135.8
2021-12-28,BUY,AMD,24,153.3031,3679.27,momentum_score=0.7595,,0.0,,,
2021-12-28,BUY,COIN,13,261.5913,3400.69,momentum_score=0.7262,,0.0,,,
2022-01-03,SELL,TSLA,11,399.5268,4394.79,take_profit,478.55,7.9,356.0223,399.9267,352.26
2022-01-04,BUY,TSLA,9,383.5799,3452.22,momentum_score=0.969,,0.0,,,
2022-01-04,SELL,PANW,42,87.246,3664.33,max_holding_period,-70.54,30.0,88.9255,94.7233,83.5367
2022-01-04,SELL,TSM,33,123.8599,4087.38,take_profit,382.34,8.6,112.2739,123.9839,111.8178
2022-01-05,BUY,TSM,30,118.2094,3546.28,momentum_score=0.9476,,0.0,,,
2022-01-05,BUY,JPM,25,147.0687,3676.72,momentum_score=0.8238,,0.0,,,
2022-01-05,SELL,COST,7,522.2942,3656.06,max_holding_period,-6.06,30.0,523.1592,539.7875,498.4883
2022-01-05,SELL,AMD,24,136.0139,3264.33,stop_loss,-414.94,5.7,153.3031,153.3031,136.15
2022-01-05,SELL,COIN,13,233.9958,3041.95,stop_loss,-358.74,5.7,261.5913,261.5913,234.23
2022-01-06,SELL,MSFT,11,302.0561,3322.62,stop_loss,-277.34,17.1,327.2686,329.8798,302.3585
2022-01-07,BUY,PANW,42,87.6692,3682.11,momentum_score=0.7,,0.0,,,
2022-01-07,SELL,BAC,92,43.9022,4039.0,take_profit,428.07,15.0,39.2493,43.9461,38.5667
2022-01-07,SELL,TSLA,9,341.9777,3077.8,stop_loss,-374.42,2.1,383.5799,383.5799,342.32
2022-01-10,BUY,BAC,85,43.7664,3720.14,momentum_score=0.9357,,0.0,,,
2022-01-10,SELL,ASML,4,695.7776,2783.11,stop_loss,-244.15,27.9,756.8139,777.1771,696.4741
2022-01-11,BUY,CRWD,19,196.3061,3729.82,momentum_score=0.7857,,0.0,,,
2022-01-12,BUY,AMD,27,137.6075,3715.4,momentum_score=0.7214,,0.0,,,
2022-01-13,BUY,TSLA,10,344.1972,3441.97,momentum_score=0.8048,,0.0,,,
2022-01-13,SELL,AVGO,62,55.148,3419.18,stop_loss,-339.64,15.7,60.626,62.3292,55.2032
2022-01-13,SELL,CRWD,19,174.7251,3319.78,stop_loss,-410.04,1.4,196.3061,196.3061,174.9
2022-01-14,SELL,TSM,30,130.6007,3918.02,take_profit,371.74,6.4,118.2094,130.7314,114.7827
2022-01-18,BUY,TSM,28,124.5079,3486.22,momentum_score=0.9286,,0.0,,,
2022-01-18,SELL,GOOGL,26,134.6679,3501.37,max_holding_period,-191.64,30.7,142.0387,146.884,134.8027
2022-01-18,SELL,JPM,25,135.5638,3389.09,stop_loss,-287.62,9.3,147.0687,151.1021,135.6995
2022-01-19,SELL,GS,10,310.5109,3105.11,stop_loss,-315.09,23.6,342.02,364.6597,310.8217
2022-01-20,BUY,MSFT,12,290.8198,3489.84,momentum_score=0.7238,,0.0,,,
2022-01-20,SELL,AAPL,22,160.6703,3534.75,max_holding_period,-223.45,30.0,170.827,177.9397,160.8311
2022-01-20,SELL,META,11,313.781,3451.59,max_holding_period,-151.78,30.0,327.5791,343.5242,314.0951
2022-01-20,SELL,MU,40,83.089,3323.56,stop_loss,-369.13,17.1,92.3173,95.1881,83.1722
2022-01-20,SELL,AMD,27,121.7681,3287.74,stop_loss,-427.66,5.7,137.6075,137.6075,121.89
2022-01-21,BUY,ASML,5,666.0687,3330.34,momentum_score=0.7881,,0.0,,,
2022-01-21,SELL,PANW,42,80.5244,3382.02,stop_loss,-300.08,10.0,87.6692,88.67,80.605
2022-01-21,SELL,BAC,85,40.0993,3408.44,stop_loss,-311.7,7.9,43.7664,43.9729,40.1394
2022-01-21,SELL,TSLA,10,314.3187,3143.19,stop_loss,-298.79,5.7,344.1972,349.87,314.6333
2022-01-24,BUY,GOOGL,28,129.784,3633.95,momentum_score=0.7238,,0.0,,,
2022-01-25,BUY,PANW,43,79.3242,3410.94,momentum_score=0.7643,,0.0,,,
2022-01-25,BUY,META,11,298.1107,3279.22,momentum_score=0.7381,,0.0,,,
2022-01-25,SELL,TSM,28,113.7209,3184.19,stop_loss,-302.04,5.0,124.5079,124.5079,113.8347
2022-01-26,BUY,BAC,88,41.0562,3612.95,momentum_score=0.8833,,0.0,,,
2022-01-26,BUY,ORCL,47,75.2742,3537.89,momentum_score=0.819,,0.0,,,
2022-01-27,BUY,AVGO,70,50.1803,3512.62,momentum_score=0.7738,,0.0,,,
2022-01-27,BUY,JPM,27,130.4833,3523.05,momentum_score=0.7452,,0.0,,,
2022-01-27,SELL,ASML,5,607.2614,3036.31,stop_loss,-294.04,4.3,666.0687,666.0687,607.8693
2022-01-28,BUY,AAPL,23,166.6875,3833.81,momentum_score=0.7833,,0.0,,,
2022-02-01,BUY,NFLX,85,45.7587,3889.49,momentum_score=0.7143,,0.0,,,
2022-02-02,SELL,GOOGL,28,146.5525,4103.47,take_profit,469.52,6.4,129.784,146.6992,125.8193
2022-02-02,SELL,AVGO,70,55.7242,3900.69,take_profit,388.07,4.3,50.1803,55.78,50.1301
2022-02-03,BUY,GOOGL,25,141.9742,3549.36,momentum_score=0.9881,,0.0,,,
2022-02-03,SELL,META,11,235.6728,2592.4,stop_loss,-686.82,6.4,298.1107,320.485,235.9087
2022-02-03,SELL,NFLX,85,40.5194,3444.15,stop_loss,-445.34,1.4,45.7587,45.7587,40.56
2022-02-04,BUY,COST,7,495.3971,3467.78,momentum_score=0.7524,,0.0,,,
2022-02-04,BUY,AMD,30,123.7236,3711.71,momentum_score=0.7452,,0.0,,,
2022-02-07,BUY,AMZN,23,158.0934,3636.15,momentum_score=0.9048,,0.0,,,
2022-02-08,BUY,COIN,17,208.9387,3551.96,momentum_score=0.7571,,0.0,,,
2022-02-09,SELL,PANW,43,88.9926,3826.68,take_profit,415.74,10.7,79.3242,89.0817,79.245
2022-02-10,BUY,NVDA,137,25.7684,3530.27,momentum_score=0.7881,,0.0,,,
2022-02-10,BUY,PANW,41,88.0463,3609.9,momentum_score=0.7262,,0.0,,,
2022-02-11,BUY,MU,40,87.8454,3513.82,momentum_score=0.8762,,0.0,,,
2022-02-11,BUY,CRWD,19,182.0419,3458.8,momentum_score=0.7452,,0.0,,,
2022-02-11,SELL,AMD,30,113.0668,3392.0,stop_loss,-319.7,5.0,123.7236,132.85,113.18
2022-02-16,BUY,AVGO,65,55.2602,3591.91,momentum_score=0.7905,,0.0,,,
2022-02-17,SELL,COIN,17,191.7281,3259.38,stop_loss,-292.58,6.4,208.9387,214.5,191.92
2022-02-18,SELL,GOOGL,25,129.1275,3228.19,stop_loss,-321.17,10.7,141.9742,142.0335,129.2568
2022-02-18,SELL,NVDA,137,23.5439,3225.51,stop_loss,-304.76,5.7,25.7684,26.4275,23.5675
2022-02-18,SELL,PANW,41,80.2813,3291.53,stop_loss,-318.37,5.7,88.0463,88.0463,80.3617
2022-02-18,SELL,CRWD,19,164.7651,3130.54,stop_loss,-328.26,5.0,182.0419,189.3,164.93
2022-02-22,BUY,AMD,30,115.7657,3472.97,momentum_score=0.7048,,0.0,,,
2022-02-23,SELL,ORCL,47,68.4034,3214.96,stop_loss,-322.93,20.0,75.2742,78.8461,68.4719
2022-02-23,SELL,AMZN,23,144.6822,3327.69,stop_loss,-308.46,11.4,158.0934,161.4135,144.827
2022-02-24,BUY,PANW,43,90.08,3873.44,momentum_score=0.7452,,0.0,,,
2022-02-25,BUY,CRWD,19,181.9317,3456.7,momentum_score=0.95,,0.0,,,
2022-02-25,BUY,ASML,5,639.5979,3197.99,momentum_score=0.7095,,0.0,,,
2022-03-01,BUY,COIN,18,196.3662,3534.59,momentum_score=0.7167,,0.0,,,
2022-03-01,SELL,BAC,88,37.9122,3336.27,stop_loss,-276.67,24.3,41.0562,44.1248,37.9502
2022-03-02,SELL,CRWD,19,201.5482,3829.42,take_profit,372.71,3.6,181.9317,201.75,181.75
2022-03-03,BUY,CRWD,17,191.211,3250.59,momentum_score=0.8167,,0.0,,,
2022-03-03,SELL,MSFT,12,285.3615,3424.34,max_holding_period,-65.5,30.0,290.8198,301.9538,270.5404
2022-03-03,SELL,COIN,18,177.852,3201.34,stop_loss,-333.26,1.4,196.3662,196.3662,178.03
2022-03-04,BUY,ORCL,47,72.3424,3400.09,momentum_score=0.8095,,0.0,,,
2022-03-04,SELL,JPM,27,120.4453,3252.02,stop_loss,-271.03,25.7,130.4833,140.4808,120.5659
2022-03-04,SELL,MU,40,80.0026,3200.1,stop_loss,-313.71,15.0,87.8454,93.9171,80.0827
2022-03-04,SELL,ASML,5,568.6629,2843.31,stop_loss,-354.67,5.0,639.5979,639.5979,569.2321
2022-03-07,SELL,AMD,30,102.847,3085.41,stop_loss,-387.56,9.3,115.7657,123.34,102.95
2022-03-07,SELL,CRWD,17,167.2326,2842.95,stop_loss,-407.63,2.9,191.211,191.211,167.4
2022-03-08,BUY,MSFT,12,266.5401,3198.48,momentum_score=0.7095,,0.0,,,
