date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2026-01-02,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
2026-01-05,83535.63,16447.93,99983.56,0.0,-16.45,-0.000164,-0.000164,0.00666,0.007943,0.016622,,1.0
2026-01-06,67209.84,33704.33,100914.17,0.0,914.17,0.009308,0.009142,0.012647,0.016799,0.032008,,1.0
2026-01-07,50240.96,50080.54,100321.5,0.0,321.5,-0.005873,0.003215,0.009383,0.017778,0.028867,,1.0
2026-01-08,33770.67,65711.59,99482.26,0.0,-517.74,-0.008366,-0.005177,0.00928,0.011988,0.013804,,1.0
2026-01-09,16439.6,86289.36,102728.96,0.0,2728.95,0.032636,0.02729,0.015955,0.022067,0.020781,,1.0
2026-01-12,7542.9,94677.6,102220.5,0.0,2220.5,-0.00495,0.022205,0.017551,0.022916,0.023544,,1.0
2026-01-13,7542.9,94689.92,102232.82,0.0,2232.82,0.000121,0.022328,0.015516,0.021399,0.019422,,1.0
2026-01-14,7542.9,94511.32,102054.22,0.0,2054.22,-0.001747,0.020542,0.010524,0.010487,0.005968,,1.0
2026-01-15,7542.9,96965.64,104508.54,0.0,4508.53,0.024049,0.045085,0.013276,0.014125,0.004189,,1.0
2026-01-16,7542.9,98278.1,105821.0,0.0,5821.0,0.012558,0.05821,0.012427,0.013276,0.002127,,1.0
2026-01-20,7542.9,96845.06,104387.96,0.0,4387.96,-0.013542,0.04388,-0.008182,-0.008253,-0.020284,,1.0
2026-01-21,7542.9,100664.39,108207.29,0.0,8207.28,0.036588,0.082073,0.003264,0.005154,-0.008796,,1.0
2026-01-22,7542.9,100303.09,107845.99,0.0,7845.99,-0.003339,0.07846,0.008504,0.012461,0.004755,,1.0
2026-01-23,7542.9,98284.81,105827.71,0.0,5827.71,-0.018714,0.058277,0.00887,0.015658,0.00167,,1.0
2026-01-26,7542.9,97777.51,105320.41,0.0,5320.41,-0.004794,0.053204,0.013994,0.020127,0.006195,,1.0
