parameter,value,total_return,excess_vs_spy,excess_vs_qqq,excess_vs_equal_weight,max_drawdown,total_trades,win_rate,profit_factor,avg_holding_period
max_total_exposure,50%,0.8678433999999999,0.13889439999999997,-0.2965916000000002,-1.2405816,-0.15490519289866767,208,0.5445544554455446,2.054237326892651,74.39900990099011
max_total_exposure,70%,0.9917636999999999,0.26281469999999996,-0.1726713000000002,-1.1166613,-0.24894447493882854,292,0.5352112676056338,1.8140093058639601,74.00633802816901
max_total_exposure,90%,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
max_total_exposure,100%,2.312495,1.5835460000000001,1.14806,0.2040700000000002,-0.28145360145112336,509,0.5381526104417671,2.1135349291185905,54.822891566265056
max_position_pct,4.25%,2.2084492,1.4795002,1.0440142,0.10002420000000001,-0.2310274051662244,702,0.5747800586510264,2.206789210175147,75.81319648093843
max_position_pct,8.50%,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
max_position_pct,12.75%,3.2421143,2.5131653,2.0776793,1.1336893,-0.3156682729413933,429,0.5165876777251185,2.230994916676669,41.31800947867299
max_position_pct,17.00%,1.6379428999999999,0.9089938999999999,0.47350789999999976,-0.4704821000000001,-0.31300643043994564,429,0.5094339622641509,1.6921336300427998,29.44245283018868
max_position_pct,25.50%,0.9154413,0.18649230000000006,-0.2489937000000001,-1.1929837,-0.28787319866130695,439,0.4954128440366973,1.4001308739432354,17.00091743119266
max_new_trades_per_day,1,2.7847049,2.0557559,1.6202698999999998,0.6762798999999999,-0.23796001049532903,475,0.5387931034482759,2.4681806963362756,57.40603448275862
max_new_trades_per_day,2,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
max_new_trades_per_day,3,2.4343778000000005,1.7054288000000004,1.2699428000000004,0.3259528000000005,-0.2609877586788016,469,0.5152838427947598,2.211545661467065,58.13930131004368
max_new_trades_per_day,5,3.4850277000000003,2.7560787,2.3205927,1.3766027000000003,-0.2754884088256746,477,0.5879828326180258,2.726671965835944,58.33047210300429
min_composite_score,none,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
min_composite_score,0.60,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
min_composite_score,0.70,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
slippage,0.05%,2.4588944,1.7299454,1.2944594,0.35046940000000015,-0.2700821659117071,491,0.5416666666666666,2.184411399276978,56.14041666666667
slippage,0.10%,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
slippage,0.20%,1.8515046999999998,1.1225557,0.6870696999999997,-0.2569203000000002,-0.28301248811776775,495,0.5041322314049587,1.7795029542182321,54.39132231404958
slippage,0.50%,1.4130028,0.6840537999999999,0.24856779999999978,-0.6954222000000001,-0.2872864092904932,494,0.47107438016528924,1.6147103654916803,54.586776859504134
reentry_recover_pct,off,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
reentry_recover_pct,0%,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
reentry_recover_pct,5%,2.3645323,1.6355833,1.2000973,0.25610730000000004,-0.27748714015979714,491,0.5166666666666667,2.118915110557137,56.24833333333334
