parameter,value,total_return,excess_vs_spy,excess_vs_qqq,excess_vs_equal_weight,max_drawdown,total_trades,win_rate,profit_factor,avg_holding_period
max_total_exposure,50%,1.1716871,0.13989610000000008,-0.6083779,-2.5670969,-0.1803035624535352,154,0.6081081081081081,2.5936285448086074,71.38648648648649
max_total_exposure,70%,2.1302784000000003,1.0984874000000004,0.35021340000000034,-1.6085055999999995,-0.25230551382282196,218,0.6,2.561238830334312,70.09904761904762
max_total_exposure,90%,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
max_total_exposure,100%,2.6153287,1.5835377000000002,0.8352637,-1.1234552999999998,-0.3434141907652179,279,0.5746268656716418,2.1320945650196883,69.05298507462687
max_position_pct,4.25%,2.1907981,1.1590071,0.41073309999999985,-1.5479859,-0.242037881126319,508,0.5761316872427984,2.4239708657057726,71.6761316872428
max_position_pct,8.50%,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
max_position_pct,12.75%,3.7444405,2.7126495000000004,1.9643755,0.005656500000000175,-0.3038911302637949,181,0.5862068965517241,2.624644292858702,68.24827586206897
max_position_pct,17.00%,1.4189107,0.3871197000000002,-0.36115429999999993,-2.3198733,-0.29894095781365065,137,0.48484848484848486,1.6207639688821707,63.56666666666666
max_position_pct,25.50%,1.4299874,0.3981964,-0.3500776000000001,-2.3087966,-0.3717098700053058,90,0.4186046511627907,1.7011098274801575,62.45581395348836
max_new_trades_per_day,1,3.365163,2.333372,1.585098,-0.373621,-0.25777512987080137,258,0.6209677419354839,2.8880575530839443,74.64193548387097
max_new_trades_per_day,2,2.9345637,1.9027727,1.1544987,-0.8042202999999999,-0.3027004628494808,255,0.6065573770491803,2.6105115865922612,74.92786885245903
max_new_trades_per_day,3,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
max_new_trades_per_day,5,2.9953135,1.9635225,1.2152485,-0.7434704999999999,-0.29236171183963483,269,0.5968992248062015,2.5575589373041234,72.04573643410853
min_composite_score,none,2.3142149,1.2824239000000002,0.5341499000000001,-1.4245690999999998,-0.31617694147287156,270,0.5692307692307692,2.040754618937777,70.66230769230768
min_composite_score,0.60,2.3142149,1.2824239000000002,0.5341499000000001,-1.4245690999999998,-0.31617694147287156,270,0.5692307692307692,2.040754618937777,70.66230769230768
min_composite_score,0.70,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
slippage,0.05%,3.4034403999999996,2.3716494,1.6233753999999996,-0.3353436000000003,-0.29996096370280784,270,0.6230769230769231,2.5849896389987683,71.42384615384616
slippage,0.10%,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
slippage,0.20%,3.1330715999999996,2.1012806,1.3530065999999996,-0.6057124000000003,-0.27593929952714286,267,0.625,2.684367942349572,71.653125
slippage,0.50%,2.5525247999999996,1.5207337999999997,0.7724597999999996,-1.1862592000000003,-0.33205564024583395,265,0.6141732283464567,2.373215509075453,71.90472440944883
reentry_recover_pct,off,3.1476426,2.1158516,1.3675776000000002,-0.5911413999999997,-0.2762143732635299,270,0.6230769230769231,2.5968339421271804,71.00769230769231
reentry_recover_pct,0%,3.1476426,2.1158516,1.3675776000000002,-0.5911413999999997,-0.2762143732635299,270,0.6230769230769231,2.5968339421271804,71.00769230769231
reentry_recover_pct,5%,3.5519933000000004,2.5202023000000002,1.7719283000000003,-0.18679069999999953,-0.2762143732635299,266,0.625,2.696645932873336,71.53125
reentry_recover_pct,10%,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
signal_weights,baseline,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
signal_weights,no_1d,2.4900254,1.4582344,0.7099603999999999,-1.2487586,-0.2883556071868645,269,0.5846153846153846,2.07606797349753,70.77384615384614
signal_weights,less_1d,2.6222756,1.5904846000000001,0.8422106,-1.1165083999999998,-0.32748484672420036,273,0.5648854961832062,2.314206733414392,70.2740458015267
signal_weights,more_volume,3.1955463,2.1637553,1.4154813000000002,-0.5432376999999997,-0.2808550897330327,269,0.6201550387596899,2.6552807116661405,71.12015503875969
