,ZS,NET,ADSK,PLUG,CRWD,SHOP,MELI,AXON,ADBE,BAC,VRT,SMCI,AAPL,PYPL,MSFT,TSLA,NFLX,FTNT,AMZN,CDNS,INTC,TXN,ON,LLY,JPM,META,TTD,STX,MCHP,AMAT,WDAY,OKTA,GE,AVGO,DDOG,MDB,ADI,TSM,SE,AMD,SWKS,SEDG,SNPS,COST,NVDA,TER,ORCL,MPWR,NOW,GOOGL,MRVL,EBAY,ASML,CRM,SPOT,GS,MU,ANET,BA,KLAC,PFE,HUBS,SAP,LRCX,INTU,BKNG,TEAM,VRSN,TWLO,IBM,VST,NXPI,WDC,AKAM,CSCO,PINS,SNAP,QCOM,DELL,OXY,PANW,UBER,SNOW,PLTR,DASH,ABNB,SOFI,RBLX,COIN,APP,HOOD,NU,ARM
2023-09-01,0.8554,0.2098,0.5065,0.2082,0.7658,0.9272,0.8848,0.7239,0.737,0.3158,0.6853,0.5163,0.6136,0.4261,0.3016,0.3571,0.6239,0.4739,0.3745,0.6038,0.7929,0.275,0.462,0.4875,0.2603,0.281,0.3799,0.9174,0.2957,0.6163,0.556,0.963,0.4011,0.4168,0.3082,0.6598,0.2582,0.2598,0.3402,0.5212,0.4049,0.1429,0.4658,0.362,0.6049,0.3723,0.5337,0.4304,0.5766,0.5424,0.3755,0.5554,0.256,0.6261,0.8375,0.2516,0.638,0.8082,0.237,0.5304,0.3647,0.8207,0.337,0.5098,0.7603,0.3647,0.5136,0.3304,0.6989,0.4174,0.7435,0.5196,0.8337,0.4728,0.5793,0.3609,0.6103,0.3995,0.9957,0.5543,0.5429,0.6261,0.2332,0.2391,0.5277,0.4712,0.3587,0.3473,0.3033,0.713,0.5451,0.2913,
2023-09-05,0.9457,0.4549,0.4989,0.1848,0.8304,0.813,0.8103,0.7136,0.712,0.2582,0.4554,0.4141,0.5951,0.4005,0.4723,0.7065,0.7174,0.606,0.35,0.6261,0.7701,0.2908,0.3755,0.5212,0.2158,0.337,0.4734,0.7071,0.2815,0.5516,0.4875,0.9679,0.2973,0.344,0.3261,0.6739,0.2511,0.3147,0.1038,0.5554,0.3875,0.1457,0.6043,0.413,0.5022,0.3707,0.763,0.4614,0.6016,0.4793,0.2293,0.4766,0.231,0.4815,0.8582,0.2451,0.6223,0.7228,0.1543,0.5571,0.3446,0.7788,0.2652,0.3924,0.719,0.4005,0.6641,0.4141,0.6652,0.481,0.9016,0.2908,0.7799,0.5033,0.4951,0.744,0.6489,0.4984,0.95,0.7321,0.6109,0.5799,0.4114,0.2022,0.4826,0.7598,0.3663,0.3636,0.244,0.5777,0.363,0.1516,
2023-09-06,0.9054,0.3457,0.7185,0.0565,0.9049,0.8092,0.8315,0.6989,0.7293,0.2897,0.5234,0.319,0.487,0.3837,0.5016,0.369,0.5418,0.5957,0.3293,0.7342,0.7946,0.3668,0.3908,0.5457,0.2908,0.2962,0.5957,0.8092,0.2766,0.4929,0.6174,0.9641,0.3707,0.2973,0.6663,0.5772,0.3978,0.2625,0.469,0.3984,0.3815,0.175,0.6728,0.4353,0.3429,0.3897,0.7207,0.4,0.6435,0.3837,0.2804,0.4636,0.4049,0.6853,0.9299,0.2851,0.6337,0.6848,0.1891,0.5717,0.2978,0.7929,0.3897,0.4897,0.6793,0.4011,0.5897,0.394,0.7288,0.488,0.9038,0.3413,0.7717,0.475,0.5087,0.5603,0.2698,0.4815,0.9755,0.6473,0.6962,0.463,0.4027,0.1891,0.3283,0.7082,0.2973,0.35,0.1462,0.6315,0.2174,0.256,
2023-09-07,0.919,0.4082,0.5755,0.125,0.7929,0.7859,0.7853,0.5989,0.7011,0.2397,0.7527,0.3935,0.3962,0.3011,0.5179,0.4793,0.4935,0.6696,0.5783,0.6484,0.9207,0.3783,0.4348,0.8288,0.2641,0.5484,0.6478,0.2853,0.2815,0.469,0.6647,0.8745,0.3587,0.3755,0.6429,0.5092,0.4277,0.3174,0.3223,0.3505,0.2375,0.1402,0.6266,0.4571,0.3652,0.2549,0.8239,0.3397,0.7027,0.4799,0.2734,0.3457,0.2799,0.6707,0.8701,0.2739,0.6473,0.6886,0.2082,0.5386,0.3,0.8337,0.4788,0.4022,0.7147,0.3772,0.6799,0.5712,0.7739,0.5576,0.8592,0.3109,0.6152,0.5413,0.5223,0.5962,0.2038,0.2543,0.9065,0.544,0.688,0.5522,0.5554,0.2766,0.3793,0.7951,0.2527,0.375,0.2897,0.5728,0.2614,0.1707,
2023-09-08,0.7614,0.2625,0.4489,0.1283,0.7647,0.5005,0.6766,0.5098,0.7033,0.3489,0.5989,0.5891,0.4212,0.3522,0.6799,0.4266,0.5418,0.787,0.4886,0.575,0.8707,0.3261,0.4125,0.9446,0.3152,0.4821,0.7576,0.3723,0.3272,0.3924,0.6908,0.7533,0.3049,0.294,0.7223,0.5152,0.3288,0.175,0.2745,0.3897,0.2783,0.213,0.6717,0.4348,0.3875,0.2772,0.9098,0.238,0.7049,0.5995,0.1745,0.425,0.2424,0.7201,0.7766,0.4663,0.6196,0.6592,0.2467,0.5071,0.2967,0.4679,0.5342,0.3016,0.7283,0.4739,0.6141,0.4576,0.7174,0.6451,0.9304,0.2402,0.462,0.5576,0.4984,0.5005,0.1897,0.2701,0.9304,0.6397,0.7245,0.6386,0.8592,0.3967,0.3435,0.8902,0.3011,0.5538,0.531,0.4826,0.3424,0.2141,
2023-09-11,0.8571,0.5272,0.4136,0.1261,0.8011,0.5489,0.5511,0.3234,0.6804,0.2777,0.6946,0.4848,0.3685,0.3299,0.6,0.9413,0.5033,0.7402,0.6902,0.5957,0.8038,0.3,0.4255,0.9212,0.2978,0.637,0.8734,0.2549,0.288,0.3527,0.6337,0.856,0.5277,0.3815,0.8701,0.6837,0.2402,0.2587,0.1902,0.2755,0.1826,0.2239,0.5484,0.5386,0.3864,0.2408,0.8815,0.2538,0.7266,0.5473,0.2457,0.2565,0.2837,0.6163,0.6141,0.2674,0.5228,0.5109,0.2114,0.4543,0.2712,0.4288,0.512,0.3527,0.6125,0.4712,0.8098,0.4413,0.6272,0.569,0.8315,0.2364,0.2717,0.4299,0.4522,0.5467,0.1505,0.3745,0.938,0.3609,0.7212,0.8478,0.8647,0.644,0.462,0.8538,0.537,0.3772,0.5092,0.4592,0.3217,0.5745,
2023-09-12,0.5516,0.4603,0.4712,0.3223,0.688,0.5054,0.5609,0.537,0.5527,0.5201,0.5614,0.2582,0.3663,0.4679,0.5582,0.8641,0.4071,0.7315,0.6614,0.4668,0.913,0.3304,0.4179,0.9288,0.5087,0.4342,0.8739,0.1511,0.3049,0.3755,0.631,0.7457,0.6462,0.3179,0.6647,0.3772,0.2918,0.363,0.3467,0.2234,0.2418,0.2701,0.6136,0.5609,0.2957,0.2049,0.2739,0.1886,0.6027,0.5353,0.1668,0.5114,0.2864,0.6397,0.5516,0.6304,0.6234,0.4321,0.1435,0.3467,0.3076,0.4022,0.4707,0.3168,0.6788,0.4826,0.7152,0.3995,0.6533,0.6353,0.9016,0.2832,0.3723,0.4913,0.556,0.5168,0.1832,0.3897,0.8207,0.7092,0.6397,0.8,0.7527,0.5071,0.4913,0.881,0.7473,0.4967,0.7543,0.6543,0.4821,0.5293,
2023-09-13,0.606,0.6207,0.362,0.2516,0.6728,0.4859,0.5641,0.463,0.7168,0.5299,0.5549,0.5196,0.3647,0.5774,0.663,0.9027,0.3071,0.6207,0.8332,0.6043,0.8353,0.3712,0.4755,0.8788,0.516,0.538,0.8201,0.2234,0.3255,0.4082,0.5505,0.6864,0.462,0.3821,0.6152,0.3049,0.2522,0.3924,0.3288,0.3696,0.2098,0.2109,0.7614,0.5766,0.3995,0.256,0.2935,0.2016,0.5679,0.706,0.2163,0.4647,0.2511,0.5353,0.6315,0.7212,0.7837,0.3804,0.1712,0.3217,0.431,0.4033,0.4054,0.3511,0.6092,0.4587,0.6283,0.3984,0.4571,0.5277,0.8125,0.3978,0.5071,0.6723,0.5196,0.4326,0.1995,0.5114,0.6576,0.7043,0.6554,0.7908,0.7011,0.5239,0.4821,0.8527,0.6446,0.2902,0.5207,0.4565,0.3902,0.4902,
2023-09-14,0.5266,0.6723,0.4435,0.6527,0.6772,0.512,0.4848,0.4457,0.5951,0.6011,0.6179,0.5158,0.3647,0.7929,0.6386,0.8739,0.2304,0.5658,0.7799,0.6174,0.6717,0.4337,0.4478,0.7533,0.588,0.7098,0.7511,0.3962,0.4489,0.4223,0.3511,0.681,0.6576,0.5152,0.4989,0.213,0.5223,0.4364,0.4299,0.3076,0.4223,0.2304,0.7125,0.5065,0.3652,0.2239,0.2924,0.2212,0.444,0.6484,0.2152,0.5821,0.2908,0.3935,0.6288,0.7908,0.7603,0.2266,0.1641,0.3125,0.3217,0.2538,0.3054,0.3663,0.5315,0.5995,0.6033,0.2848,0.363,0.4473,0.6473,0.3766,0.5734,0.5658,0.4951,0.2636,0.1326,0.6527,0.787,0.7957,0.5587,0.7353,0.6038,0.5326,0.513,0.7141,0.8364,0.2223,0.6114,0.7326,0.3728,0.425,
2023-09-15,0.4995,0.7011,0.5033,0.5,0.5935,0.6364,0.5957,0.438,0.4109,0.5168,0.5701,0.2196,0.425,0.7723,0.5522,0.8174,0.2245,0.456,0.6826,0.6,0.7522,0.4402,0.3777,0.6098,0.638,0.5935,0.6946,0.2821,0.4223,0.3245,0.487,0.5864,0.6793,0.5332,0.5054,0.2951,0.5359,0.4962,0.4462,0.1734,0.3777,0.2016,0.6071,0.5864,0.2391,0.2755,0.2207,0.1924,0.537,0.6451,0.2293,0.6658,0.2435,0.4342,0.7788,0.7038,0.6451,0.213,0.2707,0.2424,0.4728,0.3995,0.2821,0.2652,0.6103,0.6293,0.6163,0.4587,0.4484,0.5576,0.6837,0.4603,0.6804,0.5864,0.581,0.1554,0.3277,0.6326,0.6114,0.7272,0.4967,0.6217,0.5761,0.6337,0.5766,0.7321,0.7859,0.3815,0.5913,0.8766,0.5755,0.569,
2023-09-18,0.4848,0.4957,0.5418,0.4027,0.5761,0.5592,0.5837,0.6087,0.4859,0.469,0.5141,0.2141,0.6245,0.7543,0.5179,0.6489,0.2277,0.3587,0.613,0.5288,0.7283,0.387,0.4467,0.5076,0.5723,0.6082,0.5652,0.4277,0.4533,0.3739,0.5832,0.5114,0.7538,0.4793,0.2092,0.1707,0.5826,0.4478,0.3935,0.3804,0.4391,0.2136,0.7109,0.5728,0.4576,0.4136,0.1679,0.3141,0.4755,0.763,0.2554,0.6185,0.288,0.4527,0.8386,0.7495,0.8304,0.4033,0.3147,0.2973,0.4462,0.381,0.3967,0.4201,0.5527,0.5886,0.6288,0.5364,0.387,0.4451,0.7891,0.5022,0.719,0.7717,0.4582,0.2668,0.2973,0.5658,0.5467,0.7114,0.4755,0.4484,0.413,0.6022,0.5859,0.5946,0.6005,0.4016,0.7723,0.9663,0.4674,0.3929,
2023-09-19,0.6527,0.4223,0.6826,0.3995,0.5495,0.5543,0.6473,0.5022,0.6647,0.4837,0.7049,0.188,0.637,0.613,0.5598,0.7891,0.2141,0.4277,0.5685,0.5929,0.5853,0.4505,0.4364,0.4989,0.6375,0.7734,0.5315,0.5804,0.3402,0.281,0.575,0.4571,0.6842,0.4364,0.2022,0.2196,0.6005,0.3755,0.5092,0.2554,0.4266,0.2386,0.725,0.6848,0.2255,0.5609,0.4962,0.2739,0.5359,0.7815,0.2016,0.6299,0.2386,0.4875,0.906,0.8293,0.8217,0.3707,0.2973,0.1804,0.4772,0.4875,0.538,0.3033,0.5489,0.5658,0.6098,0.5087,0.3022,0.7033,0.619,0.4783,0.8978,0.8701,0.4386,0.3565,0.3239,0.4625,0.6641,0.6201,0.3663,0.7603,0.4495,0.5016,0.5027,0.5674,0.4592,0.3679,0.5049,0.4543,0.3527,0.2413,
2023-09-20,0.637,0.4168,0.663,0.4462,0.694,0.4543,0.575,0.6065,0.5891,0.6065,0.6864,0.0886,0.6027,0.4538,0.4152,0.7304,0.1853,0.4973,0.4065,0.5408,0.5174,0.5886,0.3647,0.4353,0.7082,0.7321,0.5109,0.587,0.3598,0.3168,0.5859,0.5478,0.7772,0.3908,0.3462,0.1978,0.5549,0.3511,0.5005,0.2696,0.4174,0.312,0.6234,0.8011,0.0989,0.4283,0.481,0.2951,0.5543,0.6967,0.1234,0.687,0.3152,0.5299,0.9565,0.7353,0.8424,0.3799,0.337,0.1967,0.4946,0.4413,0.5386,0.2391,0.5918,0.5424,0.5429,0.5511,0.2891,0.9125,0.6446,0.3745,0.9826,0.9359,0.5701,0.7668,0.5467,0.5234,0.6668,0.5283,0.3826,0.6696,0.4853,0.3478,0.5511,0.4712,0.4446,0.2951,0.4478,0.5179,0.3261,0.1283,
2023-09-21,0.5446,0.2413,0.6043,0.2418,0.8446,0.2516,0.5489,0.5043,0.4924,0.6761,0.5783,0.0408,0.5897,0.3576,0.6609,0.5832,0.4413,0.4859,0.3668,0.4821,0.5168,0.5391,0.581,0.6016,0.7114,0.7,0.331,0.6717,0.5109,0.3315,0.5663,0.6196,0.7571,0.4609,0.3147,0.2837,0.6554,0.3967,0.4467,0.1804,0.4978,0.2353,0.6027,0.8217,0.1092,0.4728,0.4239,0.2489,0.4815,0.6364,0.3391,0.8902,0.3815,0.6141,0.8,0.7141,0.7473,0.4364,0.3788,0.3495,0.4516,0.4582,0.6293,0.325,0.5587,0.6332,0.5087,0.7554,0.2821,0.8745,0.7924,0.55,0.837,0.9582,0.5837,0.6332,0.4152,0.5212,0.7223,0.5859,0.444,0.5565,0.4168,0.2766,0.488,0.5,0.3092,0.4049,0.2538,0.2929,0.3207,0.2663,
2023-09-22,0.744,0.4179,0.4204,0.2391,0.7288,0.2565,0.4179,0.3832,0.5821,0.5,0.5033,0.1701,0.637,0.2674,0.5495,0.5527,0.287,0.4141,0.4185,0.6033,0.4201,0.5353,0.8793,0.5198,0.5359,0.8728,0.5277,0.6766,0.6326,0.5326,0.5446,0.569,0.6299,0.5886,0.3082,0.2712,0.6636,0.4,0.5201,0.3418,0.362,0.2804,0.681,0.8549,0.2826,0.4364,0.3668,0.4033,0.6364,0.5272,0.3261,0.6734,0.388,0.4908,0.7978,0.6538,0.8696,0.6082,0.2842,0.5103,0.3902,0.2902,0.6163,0.594,0.5239,0.6652,0.7696,0.5223,0.5603,0.6793,0.7359,0.7315,0.9783,0.8853,0.4717,0.7109,0.2109,0.4571,0.8228,0.5549,0.5076,0.4179,0.3908,0.4337,0.3495,0.444,0.2478,0.2109,0.2299,0.194,0.1658,0.2418,
2023-09-25,0.5418,0.225,0.4603,0.2598,0.525,0.3168,0.4391,0.3168,0.412,0.4712,0.5603,0.7212,0.6299,0.3978,0.5582,0.5696,0.4201,0.5185,0.5158,0.6245,0.3995,0.5054,0.7239,0.5255,0.7022,0.8772,0.4549,0.6484,0.5043,0.5179,0.331,0.556,0.6092,0.563,0.2217,0.1098,0.5745,0.4946,0.9826,0.3717,0.4658,0.3951,0.5446,0.8332,0.3609,0.4712,0.2957,0.4076,0.6582,0.5429,0.4457,0.744,0.3353,0.4674,0.8326,0.4984,0.7908,0.6929,0.3467,0.4984,0.4321,0.2337,0.5071,0.4288,0.4766,0.737,0.5647,0.5837,0.494,0.7043,0.7636,0.6826,0.8245,0.8832,0.3859,0.5576,0.2761,0.7168,0.7842,0.538,0.4277,0.5723,0.3652,0.3842,0.2571,0.4913,0.2228,0.4391,0.2609,0.2913,0.1005,0.3288,
2023-09-26,0.5897,0.3212,0.4467,0.3054,0.7125,0.2288,0.5223,0.3315,0.3375,0.4908,0.3109,0.662,0.5179,0.4342,0.5538,0.4728,0.3467,0.5185,0.3495,0.6641,0.487,0.512,0.5788,0.5435,0.6766,0.8462,0.4408,0.5815,0.5837,0.5321,0.4462,0.6848,0.5375,0.4315,0.2962,0.2473,0.6054,0.3842,0.9717,0.3179,0.4179,0.2299,0.7168,0.8772,0.3543,0.5457,0.1701,0.3984,0.5625,0.4989,0.363,0.8207,0.4391,0.4114,0.6397,0.5625,0.7549,0.5766,0.3,0.5168,0.3576,0.2886,0.412,0.4505,0.5147,0.7353,0.5538,0.6755,0.6451,0.725,0.7397,0.6859,0.8696,0.8761,0.3766,0.5679,0.2522,0.6957,0.7424,0.6158,0.5397,0.4478,0.387,0.2783,0.3033,0.4842,0.2033,0.7929,0.2549,0.5049,0.1462,0.3995,
2023-09-27,0.5136,0.7929,0.3484,0.3435,0.737,0.1538,0.3283,0.4978,0.306,0.3674,0.5016,0.7908,0.3886,0.3304,0.4755,0.3038,0.3033,0.4201,0.3391,0.6337,0.7935,0.4239,0.5935,0.4864,0.5908,0.806,0.5245,0.5826,0.5185,0.5109,0.5701,0.5625,0.5408,0.3538,0.2967,0.1473,0.4696,0.4098,0.9859,0.4625,0.4359,0.1793,0.6234,0.8978,0.488,0.5745,0.0728,0.381,0.4299,0.5717,0.5326,0.5902,0.381,0.3288,0.5027,0.45,0.7571,0.7734,0.2473,0.4508,0.2462,0.3609,0.3321,0.5027,0.4505,0.6913,0.775,0.6139,0.3516,0.5261,0.7924,0.6332,0.6207,0.7136,0.3815,0.3587,0.1473,0.6332,0.7092,0.9212,0.7283,0.631,0.3538,0.7951,0.669,0.5299,0.2832,0.8337,0.1136,0.6076,0.1114,0.9092,
2023-09-28,0.5598,0.8576,0.5527,0.3293,0.6266,0.3533,0.3424,0.3114,0.2625,0.381,0.5348,0.8141,0.1978,0.2962,0.3554,0.3826,0.1516,0.3859,0.2886,0.6609,0.6147,0.3707,0.6353,0.4527,0.6261,0.7848,0.6288,0.5098,0.6793,0.4511,0.2304,0.5652,0.5614,0.4707,0.513,0.4918,0.5723,0.3386,0.9408,0.7908,0.3348,0.1989,0.8761,0.7962,0.4679,0.619,0.0973,0.5027,0.4957,0.55,0.6728,0.4728,0.288,0.263,0.5125,0.4554,0.4228,0.7413,0.2092,0.4679,0.2478,0.3804,0.3201,0.5166,0.481,0.6935,0.7293,0.4918,0.3223,0.4326,0.537,0.6283,0.7772,0.4728,0.4891,0.4446,0.1951,0.6043,0.5625,0.819,0.7038,0.8318,0.6321,0.8054,0.5467,0.6473,0.2641,0.7054,0.4375,0.4207,0.1446,0.8978,
