date,action,ticker,shares,price,trade_value,reason,realized_pnl,holding_days
2025-01-06,SELL,NFLX,48,88.0908,4228.36,rebalance,238.12,
2025-01-06,SELL,TSLA,11,410.6389,4517.03,rebalance,750.94,
2025-01-06,BUY,TSM,19,216.1852,4107.52,signal=dip_5,,0.0
2025-01-06,BUY,AMZN,17,227.8376,3873.24,signal=trend_50,,0.0
2025-01-14,SELL,TSM,19,197.5523,3753.49,stop_loss,-354.03,
2025-01-14,SELL,CRWD,11,347.692,3824.61,rebalance,-5.89,
2025-01-14,SELL,AVGO,18,221.9993,3995.99,rebalance,116.08,
2025-01-14,SELL,MU,44,96.9042,4263.78,rebalance,379.6,
2025-01-14,SELL,AMZN,17,217.5422,3698.22,rebalance,-175.02,
2025-01-14,BUY,NVDA,29,131.6951,3819.16,signal=dip_5,,0.0
2025-01-14,BUY,GOOGL,20,188.8632,3777.26,signal=trend_50,,0.0
2025-01-14,BUY,AMD,33,116.2061,3834.8,signal=dip_5,,0.0
2025-01-22,SELL,NVDA,29,146.7038,4254.41,rebalance,435.25,
2025-01-22,SELL,AMD,33,123.6262,4079.66,rebalance,244.86,
2025-01-22,BUY,AMZN,17,235.245,3999.16,signal=trend_50,,0.0
2025-01-22,BUY,AVGO,16,238.491,3815.86,signal=trend_50,,0.0
2025-01-22,BUY,JPM,15,256.5037,3847.56,signal=mom20_pos,,0.0
2025-01-22,BUY,META,6,621.6294,3729.78,signal=dip_5,,0.0
2025-01-28,SELL,AVGO,16,204.8678,3277.88,stop_loss,-537.97,
2025-01-29,SELL,GOOGL,20,194.2002,3884.0,rebalance,106.74,
2025-01-29,SELL,JPM,15,259.6337,3894.51,rebalance,46.95,
2025-01-29,SELL,META,6,673.1128,4038.68,rebalance,308.9,
2025-01-29,BUY,COIN,14,291.291,4078.07,signal=dip_5,,0.0
2025-01-29,BUY,MU,45,88.7707,3994.68,signal=dip_5,,0.0
2025-01-29,BUY,TSM,20,198.8125,3976.25,signal=dip_5,,0.0
2025-01-29,BUY,AMD,34,117.4673,3993.89,signal=dip_5,,0.0
2025-02-05,SELL,COIN,14,274.8649,3848.11,rebalance,-229.97,
2025-02-05,SELL,TSM,20,204.5346,4090.69,rebalance,114.44,
2025-02-05,SELL,AMD,34,111.898,3804.53,rebalance,-189.36,
2025-02-05,BUY,CRWD,9,417.6372,3758.73,signal=trend_50,,0.0
2025-02-05,BUY,NVDA,33,124.7685,4117.36,signal=dip_5,,0.0
2025-02-05,BUY,GS,6,627.095,3762.57,signal=dip_5,,0.0
2025-02-12,SELL,AMZN,17,228.7011,3887.92,rebalance,-111.25,
2025-02-12,SELL,MU,45,91.2508,4106.29,rebalance,111.6,
2025-02-12,SELL,NVDA,33,130.8135,4316.85,rebalance,199.49,
2025-02-12,SELL,GS,6,629.2842,3775.71,rebalance,13.14,
2025-02-12,BUY,AVGO,17,233.9768,3977.61,signal=trend_50,,0.0
2025-02-12,BUY,COST,3,1058.8373,3176.51,signal=trend_20,,0.0
2025-02-12,BUY,NFLX,39,102.8337,4010.51,signal=trend_20,,0.0
2025-02-12,BUY,JPM,14,268.8097,3763.34,signal=mom20_pos,,0.0
2025-02-20,SELL,JPM,14,259.848,3637.87,rebalance,-125.46,
2025-02-20,BUY,TSM,20,196.6213,3932.43,signal=dip_5,,0.0
2025-02-24,SELL,AVGO,17,205.4309,3492.33,stop_loss,-485.28,
2025-02-26,SELL,CRWD,9,394.1654,3547.49,stop_loss,-211.25,
2025-02-27,SELL,COST,3,1013.6542,3040.96,rebalance,-135.55,
2025-02-27,SELL,NFLX,39,96.2107,3752.22,rebalance,-258.3,
2025-02-27,BUY,MU,40,91.5731,3662.92,signal=dip_5,,0.0
2025-02-27,BUY,ASML,5,690.8278,3454.14,signal=dip_5,,0.0
2025-02-27,BUY,CRWD,9,380.6202,3425.58,signal=dip_5,,0.0
2025-02-27,BUY,GS,6,590.71,3544.26,signal=dip_5,,0.0
2025-02-28,SELL,TSM,20,177.0371,3540.74,stop_loss,-391.68,
2025-03-06,SELL,CRWD,9,347.3823,3126.44,rebalance,-299.14,
2025-03-06,BUY,TSM,21,172.7929,3628.65,signal=dip_5,,0.0
2025-03-06,BUY,AMD,38,98.9488,3760.05,signal=dip_5,,0.0
2025-03-10,SELL,GS,6,518.0651,3108.39,stop_loss,-435.87,
2025-03-13,BUY,NVDA,33,115.5337,3812.61,signal=dip_5,,0.0
2025-03-20,SELL,MU,40,102.5178,4100.71,rebalance,437.79,
2025-03-20,SELL,ASML,5,725.3775,3626.89,rebalance,172.75,
2025-03-20,SELL,TSM,21,174.7144,3669.0,rebalance,40.35,
2025-03-20,SELL,AMD,38,107.0329,4067.25,rebalance,307.2,
2025-03-20,SELL,NVDA,33,118.2457,3902.11,rebalance,89.5,
2025-03-20,BUY,GOOGL,24,162.3028,3895.27,signal=dip_5,,0.0
2025-03-27,SELL,GOOGL,24,161.4213,3874.11,rebalance,-21.16,
2025-03-27,BUY,ASML,5,683.8275,3419.14,signal=dip_5,,0.0
2025-03-27,BUY,MU,42,90.9149,3818.43,signal=dip_5,,0.0
2025-03-27,BUY,META,6,601.3067,3607.84,signal=trend_20,,0.0
2025-03-27,BUY,NFLX,40,97.7697,3910.79,signal=trend_20,,0.0
2025-04-03,SELL,META,6,529.4366,3176.62,rebalance,-431.22,
2025-04-03,SELL,NFLX,40,91.6133,3664.53,rebalance,-246.26,
2025-04-03,BUY,COST,4,961.3757,3845.5,signal=trend_20,,0.0
2025-04-04,SELL,ASML,5,598.3875,2991.94,stop_loss,-427.2,
2025-04-04,SELL,MU,42,64.5009,2709.04,stop_loss,-1109.39,
2025-04-10,SELL,COST,4,956.7068,3826.83,rebalance,-18.68,
2025-04-10,BUY,CRWD,10,368.9786,3689.79,signal=dip_5,,0.0
2025-04-10,BUY,ASML,5,643.152,3215.76,signal=dip_5,,0.0
2025-04-10,BUY,MSFT,9,378.0125,3402.11,signal=dip_5,,0.0
2025-04-17,SELL,ASML,5,632.5881,3162.94,rebalance,-52.82,
2025-04-17,SELL,MSFT,9,363.8328,3274.5,rebalance,-127.62,
2025-04-17,BUY,NFLX,40,97.4003,3896.01,signal=mom20_pos,,0.0
2025-04-17,BUY,COST,4,988.634,3954.54,signal=trend_20,,0.0
2025-04-17,BUY,TSLA,15,241.6114,3624.17,signal=mom20_pos,,0.0
2025-04-25,SELL,TSLA,15,284.6651,4269.98,rebalance,645.81,
2025-04-25,BUY,MSFT,10,388.4205,3884.2,signal=dip_5,,0.0
2025-04-25,BUY,ASML,5,670.599,3353.0,signal=dip_5,,0.0
2025-05-02,SELL,CRWD,10,440.1394,4401.39,rebalance,711.61,
2025-05-02,SELL,ASML,5,684.2773,3421.39,rebalance,68.39,
2025-05-02,BUY,ORCL,27,149.382,4033.31,signal=trend_20,,0.0
2025-05-02,BUY,META,6,595.7584,3574.55,signal=trend_20,,0.0
2025-05-09,SELL,COST,4,1001.4446,4005.78,rebalance,51.24,
2025-05-09,SELL,ORCL,27,148.6978,4014.84,rebalance,-18.47,
2025-05-09,SELL,META,6,590.0568,3540.34,rebalance,-34.21,
2025-05-09,BUY,CRWD,9,410.9806,3698.83,signal=dip_5,,0.0
2025-05-09,BUY,TSLA,13,298.5583,3881.26,signal=mom20_pos,,0.0
2025-05-09,BUY,ASML,5,701.4196,3507.1,signal=trend_20,,0.0
2025-05-16,SELL,MSFT,10,450.2195,4502.19,rebalance,617.99,
2025-05-16,SELL,CRWD,9,438.8207,3949.39,rebalance,250.56,
2025-05-16,SELL,ASML,5,741.5408,3707.7,rebalance,200.61,
2025-05-16,BUY,COIN,16,266.7265,4267.62,signal=trend_50,,0.0
2025-05-16,BUY,AMD,34,117.2872,3987.76,signal=trend_20,,0.0
2025-05-16,BUY,NVDA,29,135.3457,3925.03,signal=mom20_pos,,0.0
2025-05-23,SELL,AMD,34,110.1997,3746.79,rebalance,-240.97,
2025-05-23,SELL,NVDA,29,130.9752,3798.28,rebalance,-126.74,
2025-05-23,BUY,CRWD,8,456.0456,3648.36,signal=dip_5,,0.0
2025-05-23,BUY,MSFT,8,447.0593,3576.47,signal=mom20_pos,,0.0
2025-06-02,SELL,COIN,16,246.4733,3943.57,stop_loss,-324.05,
2025-06-02,SELL,TSLA,13,342.3473,4450.51,rebalance,569.26,
2025-06-02,SELL,MSFT,8,457.8509,3662.81,rebalance,86.33,
2025-06-02,BUY,AVGO,16,246.9577,3951.32,signal=trend_20,,0.0
2025-06-02,BUY,NVDA,29,137.3249,3982.42,signal=mom20_pos,,0.0
2025-06-02,BUY,MU,42,98.0435,4117.83,signal=mom20_pos,,0.0
2025-06-09,SELL,CRWD,8,463.9256,3711.4,rebalance,63.04,
2025-06-09,SELL,NVDA,29,142.288,4126.35,rebalance,143.93,
2025-06-09,BUY,TSLA,13,308.8886,4015.55,signal=dip_5,,0.0
2025-06-09,BUY,ORCL,23,175.5657,4038.01,signal=trend_20,,0.0
2025-06-16,SELL,TSLA,13,328.8009,4274.41,rebalance,258.86,
2025-06-16,BUY,AMD,34,126.5164,4301.56,signal=trend_20,,0.0
2025-06-24,SELL,AMD,34,138.2916,4701.91,rebalance,400.36,
2025-06-24,BUY,COIN,13,345.1648,4487.14,signal=trend_50,,0.0
2025-07-01,SELL,AVGO,16,262.967,4207.47,rebalance,256.15,
2025-07-01,BUY,AMD,28,136.2461,3814.89,signal=trend_20,,0.0
2025-07-09,SELL,MU,42,121.9408,5121.51,rebalance,1003.69,
2025-07-09,SELL,AMD,28,138.2716,3871.6,rebalance,56.71,
2025-07-09,BUY,CRWD,8,514.0235,4112.19,signal=mom20_pos,,0.0
2025-07-09,BUY,TSLA,13,296.1759,3850.29,signal=dip_5,,0.0
2025-07-16,SELL,CRWD,8,469.9796,3759.84,stop_loss,-352.35,
2025-07-16,SELL,NFLX,40,124.906,4996.24,rebalance,1100.23,
2025-07-16,SELL,TSLA,13,321.3483,4177.53,rebalance,327.24,
2025-07-16,BUY,AMD,26,160.2401,4166.24,signal=trend_20,,0.0
2025-07-16,BUY,NVDA,24,171.3132,4111.52,signal=mom20_pos,,0.0
2025-07-16,BUY,AVGO,14,279.4878,3912.83,signal=mom20_pos,,0.0
2025-08-04,SELL,COIN,13,317.8518,4132.07,stop_loss,-355.07,
2025-08-06,BUY,TSM,17,229.068,3894.16,signal=trend_20,,0.0
2025-08-13,SELL,TSM,17,238.5602,4055.52,rebalance,161.37,
2025-08-13,BUY,MU,32,124.214,3974.85,signal=trend_20,,0.0
2025-08-20,SELL,MU,32,116.9231,3741.54,rebalance,-233.31,
2025-08-20,BUY,TSM,17,226.3256,3847.54,signal=mom20_pos,,0.0
2025-08-27,SELL,ORCL,23,233.7298,5375.79,rebalance,1337.77,
2025-08-27,SELL,TSM,17,236.4359,4019.41,rebalance,171.88,
2025-08-27,BUY,GS,5,735.6113,3678.06,signal=mom20_pos,,0.0
2025-08-27,BUY,META,5,746.3745,3731.87,signal=trend_50,,0.0
2025-09-04,SELL,AMD,26,161.6282,4202.33,rebalance,36.09,
2025-09-04,SELL,NVDA,24,171.2602,4110.24,rebalance,-1.27,
2025-09-04,SELL,META,5,746.149,3730.74,rebalance,-1.13,
2025-09-04,BUY,GOOGL,17,231.8708,3941.8,signal=trend_50,,0.0
2025-09-04,BUY,TSLA,12,338.8685,4066.42,signal=dip_5,,0.0
2025-09-04,BUY,ASML,5,750.2174,3751.09,signal=dip_5,,0.0
2025-09-11,SELL,TSLA,12,368.4412,4421.29,rebalance,354.87,
2025-09-11,SELL,ASML,5,799.1313,3995.66,rebalance,244.57,
2025-09-11,BUY,ORCL,12,305.7551,3669.06,signal=trend_20,,0.0
2025-09-11,BUY,COIN,13,324.274,4215.56,signal=trend_20,,0.0
2025-09-25,SELL,COIN,13,306.3833,3982.98,rebalance,-232.58,
2025-09-25,BUY,TSLA,9,423.8134,3814.32,signal=mom20_pos,,0.0
2025-09-29,SELL,ORCL,12,280.2656,3363.19,stop_loss,-305.87,
2025-10-02,SELL,GS,5,767.322,3836.61,rebalance,158.55,
2025-10-02,BUY,MU,22,183.6672,4040.68,signal=mom20_pos,,0.0
2025-10-02,BUY,ORCL,14,286.8055,4015.28,signal=dip_5,,0.0
2025-10-09,SELL,GOOGL,17,240.8173,4093.89,rebalance,152.09,
2025-10-09,SELL,ORCL,14,294.8511,4127.92,rebalance,112.64,
2025-10-09,BUY,AMD,17,233.1229,3963.09,signal=trend_20,,0.0
2025-10-09,BUY,TSM,13,297.833,3871.83,signal=mom20_pos,,0.0
2025-10-13,SELL,AMD,17,216.2036,3675.46,stop_loss,-287.63,
2025-10-16,SELL,AVGO,14,352.381,4933.33,rebalance,1020.5,
2025-10-16,SELL,TSLA,9,428.3213,3854.89,rebalance,40.57,
2025-10-16,SELL,TSM,13,297.1983,3863.58,rebalance,-8.25,
2025-10-16,BUY,AMD,17,234.7946,3991.51,signal=trend_20,,0.0
2025-10-16,BUY,GOOGL,16,251.2199,4019.52,signal=trend_50,,0.0
2025-10-16,BUY,ASML,4,1015.2425,4060.97,signal=mom20_pos,,0.0
2025-10-16,BUY,ORCL,13,311.3994,4048.19,signal=trend_20,,0.0
2025-10-21,SELL,ORCL,13,273.196,3551.55,stop_loss,-496.64,
2025-10-23,BUY,TSLA,9,449.429,4044.86,signal=trend_50,,0.0
2025-11-13,SELL,TSLA,9,401.588,3614.29,rebalance,-430.57,
2025-11-13,BUY,BAC,78,52.0827,4062.45,signal=trend_20,,0.0
2025-11-20,SELL,AMD,17,205.814,3498.84,rebalance,-492.67,
2025-11-20,SELL,ASML,4,976.6348,3906.54,rebalance,-154.43,
2025-11-20,SELL,BAC,78,50.1402,3910.94,rebalance,-151.52,
2025-11-20,BUY,AAPL,15,266.022,3990.33,signal=trend_50,,0.0
2025-11-20,BUY,GS,5,763.2548,3816.27,signal=dip_5,,0.0
2025-11-20,BUY,NVDA,22,180.5903,3972.99,signal=dip_5,,0.0
2025-11-28,SELL,GS,5,813.2601,4066.3,rebalance,250.03,
2025-11-28,SELL,NVDA,22,176.5978,3885.15,rebalance,-87.84,
2025-11-28,BUY,AVGO,10,401.7499,4017.5,signal=mom20_pos,,0.0
2025-11-28,BUY,NFLX,39,107.6876,4199.82,signal=dip_5,,0.0
2025-12-05,SELL,AAPL,15,277.9847,4169.77,rebalance,179.44,
2025-12-05,SELL,AVGO,10,388.2907,3882.91,rebalance,-134.59,
2025-12-05,SELL,NFLX,39,100.1398,3905.45,rebalance,-294.36,
2025-12-05,BUY,ASML,3,1096.7243,3290.17,signal=trend_20,,0.0
2025-12-05,BUY,TSLA,9,455.455,4099.1,signal=trend_20,,0.0
2025-12-05,BUY,CRWD,8,512.5421,4100.34,signal=trend_20,,0.0
2025-12-12,SELL,CRWD,8,504.2752,4034.2,rebalance,-66.14,
2025-12-12,BUY,AAPL,15,278.0417,4170.63,signal=trend_50,,0.0
2025-12-18,SELL,ASML,3,1031.6566,3094.97,stop_loss,-195.2,
2025-12-19,BUY,AVGO,12,339.3379,4072.05,signal=dip_5,,0.0
2025-12-29,SELL,AAPL,15,272.9791,4094.69,rebalance,-75.94,
2025-12-29,SELL,AVGO,12,348.31,4179.72,rebalance,107.67,
2025-12-29,BUY,AMD,19,215.8256,4100.69,signal=trend_20,,0.0
2025-12-29,BUY,GS,4,884.4986,3537.99,signal=mom20_pos,,0.0
2026-01-06,SELL,TSLA,9,432.527,3892.74,rebalance,-206.35,
2026-01-06,BUY,AVGO,12,343.3934,4120.72,signal=dip_5,,0.0
2026-01-13,SELL,AMD,19,220.749,4194.23,rebalance,93.54,
2026-01-13,SELL,GS,4,928.2146,3712.86,rebalance,174.86,
2026-01-13,BUY,ASML,3,1266.988,3800.96,signal=trend_50,,0.0
2026-01-13,BUY,TSM,12,329.8372,3958.05,signal=trend_20,,0.0
2026-01-21,SELL,AVGO,12,327.7836,3933.4,rebalance,-187.32,
2026-01-21,SELL,TSM,12,324.1194,3889.43,rebalance,-68.61,
2026-01-21,BUY,JPM,14,300.8026,4211.24,signal=dip_5,,0.0
2026-01-21,BUY,COST,4,981.077,3924.31,signal=trend_20,,0.0
2026-01-28,SELL,JPM,14,298.9393,4185.15,rebalance,-26.09,
2026-01-28,SELL,COST,4,957.121,3828.48,rebalance,-95.82,
2026-01-28,BUY,GS,4,928.7444,3714.98,signal=dip_5,,0.0
2026-01-28,BUY,AVGO,12,332.875,3994.5,signal=dip_5,,0.0
2026-02-04,SELL,GS,4,903.6277,3614.51,rebalance,-100.47,
2026-02-04,SELL,AVGO,12,307.0977,3685.17,rebalance,-309.33,
2026-02-04,BUY,COST,4,977.9094,3911.64,signal=dip_5,,0.0
2026-02-04,BUY,TSM,12,324.3899,3892.68,signal=trend_20,,0.0
2026-02-11,SELL,GOOGL,16,310.2452,4963.92,rebalance,944.4,
2026-02-11,BUY,GS,4,936.4574,3745.83,signal=dip_5,,0.0
2026-02-19,SELL,COST,4,985.4023,3941.61,rebalance,29.97,
2026-02-19,BUY,AVGO,12,333.6241,4003.49,signal=dip_5,,0.0
2026-03-02,SELL,GS,4,857.0611,3428.24,stop_loss,-317.59,
2026-03-05,SELL,TSM,12,351.6892,4220.27,rebalance,327.59,
2026-03-05,BUY,NVDA,23,183.2998,4215.9,signal=dip_5,,0.0
2026-03-05,BUY,NFLX,43,99.2692,4268.58,signal=trend_20,,0.0
2026-03-12,SELL,AVGO,12,334.9315,4019.18,rebalance,15.69,
2026-03-12,SELL,NVDA,23,182.7439,4203.11,rebalance,-12.79,
2026-03-12,BUY,COST,4,1002.8681,4011.47,signal=trend_20,,0.0
2026-03-12,BUY,CRWD,9,441.9815,3977.83,signal=mom20_pos,,0.0
2026-03-19,SELL,NFLX,43,91.6483,3940.88,rebalance,-327.7,
2026-03-19,SELL,CRWD,9,427.7518,3849.77,rebalance,-128.07,
2026-03-19,BUY,NVDA,23,178.5305,4106.2,signal=dip_5,,0.0
2026-03-19,BUY,AVGO,13,319.4896,4153.36,signal=dip_5,,0.0
2026-03-26,SELL,MU,22,354.9554,7809.02,rebalance,3768.34,
2026-03-26,SELL,ASML,3,1325.2758,3975.83,rebalance,174.86,
2026-03-31,SELL,NVDA,23,174.0228,4002.52,stop_loss,-103.68,
2026-03-31,SELL,AVGO,13,309.2005,4019.61,stop_loss,-133.76,
2026-04-02,BUY,AVGO,13,314.8645,4093.24,signal=dip_5,,0.0
2026-04-02,BUY,NVDA,23,177.3607,4079.3,signal=dip_5,,0.0
2026-04-02,BUY,NFLX,43,98.7587,4246.62,signal=trend_20,,0.0
2026-04-02,BUY,AMD,19,217.7175,4136.63,signal=dip_5,,0.0
2026-04-10,SELL,AVGO,13,371.1784,4825.32,rebalance,732.08,
2026-04-10,SELL,NVDA,23,188.222,4329.11,rebalance,249.81,
2026-04-10,SELL,AMD,19,244.795,4651.1,rebalance,514.47,
2026-04-10,BUY,ASML,2,1476.5333,2953.07,signal=mom20_pos,,0.0
2026-04-10,BUY,MU,10,421.0106,4210.11,signal=mom20_pos,,0.0
2026-04-10,BUY,TSM,11,370.1039,4071.14,signal=trend_20,,0.0
2026-04-17,SELL,MU,10,454.6149,4546.15,rebalance,336.04,
2026-04-17,BUY,AMD,15,278.6684,4180.03,signal=mom20_pos,,0.0
2026-04-24,SELL,COST,4,1008.6753,4034.7,rebalance,23.23,
2026-04-24,SELL,NFLX,43,92.3476,3970.95,rebalance,-275.68,
2026-04-24,BUY,MU,8,497.2167,3977.73,signal=mom20_pos,,0.0
2026-04-24,BUY,AVGO,10,423.1828,4231.83,signal=trend_50,,0.0
2026-05-01,SELL,ASML,2,1425.593,2851.19,rebalance,-101.88,
2026-05-01,BUY,GOOGL,11,385.8452,4244.3,signal=trend_20,,0.0
2026-05-08,SELL,TSM,11,410.3074,4513.38,rebalance,442.24,
2026-05-08,SELL,AVGO,10,429.57,4295.7,rebalance,63.87,
2026-05-08,SELL,GOOGL,11,400.1602,4401.76,rebalance,157.46,
2026-05-08,BUY,ASML,2,1593.612,3187.22,signal=mom20_pos,,0.0
2026-05-08,BUY,NVDA,20,215.1644,4303.29,signal=dip_5,,0.0
2026-05-08,BUY,PANW,22,208.0879,4577.93,signal=trend_50,,0.0
2026-05-15,SELL,ASML,2,1500.3082,3000.62,rebalance,-186.61,
2026-05-15,SELL,NVDA,20,224.8327,4496.65,rebalance,193.37,
2026-05-15,BUY,GOOGL,11,396.9397,4366.34,signal=trend_20,,0.0
2026-05-15,BUY,CRWD,7,594.6741,4162.72,signal=trend_20,,0.0
2026-05-22,SELL,GOOGL,11,382.3587,4205.95,rebalance,-160.39,
2026-05-22,BUY,COIN,23,185.175,4259.03,signal=dip_5,,0.0
2026-06-01,SELL,COIN,23,182.4274,4195.83,rebalance,-63.19,
2026-06-01,BUY,ORCL,20,248.3981,4967.96,signal=trend_50,,0.0
2026-06-08,SELL,ORCL,20,211.6082,4232.16,stop_loss,-735.8,
