date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2026-01-02,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
2026-01-05,83535.63,16447.93,99983.56,0.0,-16.45,-0.000164,-0.000164,0.00666,0.007943,0.016622,,1.0
2026-01-06,67203.58,33710.58,100914.16,0.0,914.16,0.009308,0.009142,0.012647,0.016799,0.032008,,1.0
2026-01-07,50234.7,50086.68,100321.38,0.0,321.37,-0.005874,0.003214,0.009383,0.017778,0.028867,,1.0
2026-01-08,33764.41,65717.66,99482.07,0.0,-517.93,-0.008366,-0.005179,0.00928,0.011988,0.013804,,1.0
2026-01-09,16433.34,86295.96,102729.3,0.0,2729.29,0.032641,0.027293,0.015955,0.022067,0.020781,,1.0
2026-01-12,7536.64,94684.26,102220.9,0.0,2220.89,-0.004949,0.022209,0.017551,0.022916,0.023544,,1.0
2026-01-13,7536.64,94696.4,102233.04,0.0,2233.03,0.000119,0.02233,0.015516,0.021399,0.019422,,1.0
2026-01-14,7536.64,94517.63,102054.27,0.0,2054.26,-0.001749,0.020543,0.010524,0.010487,0.005968,,1.0
2026-01-15,7536.64,96972.21,104508.85,0.0,4508.84,0.024052,0.045089,0.013276,0.014125,0.004189,,1.0
2026-01-16,7536.64,98284.84,105821.48,0.0,5821.47,0.01256,0.058215,0.012427,0.013276,0.002127,,1.0
2026-01-20,7536.64,96851.78,104388.42,0.0,4388.41,-0.013542,0.043884,-0.008182,-0.008253,-0.020284,,1.0
2026-01-21,7536.64,100671.29,108207.93,0.0,8207.92,0.036589,0.082079,0.003264,0.005154,-0.008796,,1.0
2026-01-22,7536.64,100309.77,107846.41,0.0,7846.4,-0.003341,0.078464,0.008504,0.012461,0.004755,,1.0
2026-01-23,7536.64,98291.4,105828.04,0.0,5828.03,-0.018715,0.05828,0.00887,0.015658,0.00167,,1.0
2026-01-26,7536.64,97784.25,105320.89,0.0,5320.88,-0.004792,0.053209,0.013994,0.020127,0.006195,,1.0
