date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2000-01-03,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
2000-01-04,84588.64,15395.98,99984.62,0.0,-15.38,-0.000154,-0.000154,-0.039106,-0.068601,-0.047592,,1.0
2000-01-05,67809.2,31492.28,99301.48,0.0,-698.52,-0.006832,-0.006985,-0.037387,-0.092348,-0.041855,,1.0
2000-01-06,51756.25,45430.59,97186.84,0.0,-2813.16,-0.021295,-0.028132,-0.052857,-0.154684,-0.049578,,1.0
2000-01-07,25965.51,73264.05,99229.56,0.0,-770.44,0.021018,-0.007704,0.002149,-0.050132,0.032243,,1.0
2000-01-10,9460.63,89008.45,98469.08,0.0,-1530.92,-0.007664,-0.015309,0.005587,-0.023746,0.045533,,1.0
2000-01-11,9460.63,85023.56,94484.19,0.0,-5515.81,-0.040468,-0.055158,-0.006446,-0.07124,0.014133,,1.0
2000-01-12,1171.6,93329.1,94500.7,0.0,-5499.31,0.000175,-0.054993,-0.016329,-0.091689,0.016734,,1.0
2000-01-13,13891.37,83007.28,96898.65,-4677.61,1576.26,0.025375,-0.031014,-0.003009,-0.036939,0.042888,,1.0
2000-01-14,4867.39,95668.88,100536.27,-4677.61,5213.87,0.03754,0.005363,0.010529,-0.014512,0.075217,,1.0
2000-01-18,4867.39,94655.52,99522.91,-4677.61,4200.52,-0.01008,-0.004771,0.002579,-0.009235,0.078026,,1.0
2000-01-19,4867.39,95452.26,100319.65,-4677.61,4997.26,0.008006,0.003197,0.010744,0.013193,0.102822,,1.0
2000-01-20,4867.39,96745.05,101612.44,-4677.61,6290.05,0.012887,0.016124,-0.004728,0.003299,0.113311,,1.0
2000-01-21,12530.97,88488.89,101019.86,-5093.21,6113.07,-0.005832,0.010199,-0.006875,0.015831,0.125634,,1.0
2000-01-24,2966.41,93981.77,96948.18,-5093.21,2041.39,-0.040306,-0.030518,-0.035024,-0.032981,0.132697,,1.0
2000-01-25,2966.41,98086.09,101052.5,-5093.21,6145.71,0.042335,0.010525,-0.024065,-0.01847,0.152646,,1.0
2000-01-26,8845.22,87547.71,96392.93,-6874.51,3267.44,-0.04611,-0.036071,-0.031801,-0.058048,0.115097,,1.0
2000-01-27,8845.22,83701.8,92547.02,-6874.51,-578.46,-0.039898,-0.07453,-0.035668,-0.044195,0.079413,,1.0
2000-01-28,27854.71,60266.47,88121.18,-13193.25,1314.44,-0.047823,-0.118788,-0.06575,-0.092348,0.025411,,1.0
2000-01-31,12489.96,76004.85,88494.81,-13193.25,1688.07,0.00424,-0.115052,-0.040396,-0.05343,0.057564,,1.0
2000-02-01,4789.65,86238.69,91028.34,-13193.25,4221.61,0.028629,-0.089717,-0.030941,-0.028034,0.107805,,1.0
2000-02-02,4789.65,86616.7,91406.35,-13193.25,4599.61,0.004153,-0.085936,-0.030081,-0.019789,0.107419,,1.0
2000-02-03,4789.65,90546.93,95336.58,-13193.25,8529.84,0.042997,-0.046634,-0.015471,0.01847,0.15484,,1.0
2000-02-04,4789.65,90550.51,95340.16,-13193.25,8533.42,3.8e-05,-0.046598,-0.019554,0.025396,0.159211,,1.0
2000-02-07,4789.65,91646.2,96435.85,-13193.25,9629.12,0.011492,-0.035641,-0.021057,0.039578,0.162955,,1.0
2000-02-08,4789.65,92579.56,97369.21,-13193.25,10562.47,0.009679,-0.026308,-0.007735,0.083113,0.190839,,1.0
2000-02-09,4789.65,90596.99,95386.64,-13193.25,8579.9,-0.020361,-0.046134,-0.028578,0.044855,0.175635,,1.0
2000-02-10,11917.87,85040.72,96958.59,-13730.49,10689.09,0.01648,-0.030414,-0.026643,0.079156,0.193348,,1.0
2000-02-11,3760.57,91711.14,95471.71,-13730.49,9202.21,-0.015335,-0.045283,-0.046412,0.05409,0.174325,,1.0
2000-02-14,3760.57,91382.42,95142.99,-13730.49,8873.49,-0.003443,-0.04857,-0.040826,0.05277,0.1908,,1.0
2000-02-15,3760.57,91499.72,95260.29,-13730.49,8990.8,0.001233,-0.047397,-0.029974,0.060356,0.183494,,1.0
2000-02-16,3760.57,91728.53,95489.1,-13730.49,9219.6,0.002402,-0.045109,-0.044263,0.055409,0.178786,0.39223,0.8923
2000-02-17,3760.57,93249.48,97010.05,-13730.49,10740.55,0.015928,-0.029899,-0.049205,0.077836,0.2062,0.388831,0.9001
2000-02-18,10888.44,82789.53,93677.97,-15116.7,8794.68,-0.034348,-0.06322,-0.069618,0.038919,0.174518,0.39387,0.8886
2000-02-22,10888.44,82853.27,93741.71,-15116.7,8858.43,0.00068,-0.062583,-0.071981,0.042216,0.184255,0.387909,0.9023
2000-02-23,10888.44,84029.99,94918.43,-15116.7,10035.15,0.012553,-0.050816,-0.061023,0.100264,0.204345,0.384046,0.9113
2000-02-24,10888.44,84874.36,95762.8,-15116.7,10879.52,0.008896,-0.042372,-0.079931,0.124011,0.212221,0.379462,0.9224
2000-02-25,10888.44,83723.16,94611.6,-15116.7,9728.32,-0.012021,-0.053884,-0.083261,0.098285,0.180024,0.375274,0.9327
2000-02-28,10888.44,82828.93,93717.37,-15116.7,8834.09,-0.009452,-0.062826,-0.064031,0.097625,0.169722,0.370774,0.944
2000-02-29,10888.44,86202.29,97090.73,-15116.7,12207.45,0.035995,-0.029093,-0.055006,0.126649,0.226175,0.378035,0.9258
2000-03-01,10888.44,87081.03,97969.47,-15116.7,13086.19,0.009051,-0.020305,-0.04813,0.135884,0.230175,0.373923,0.936
2000-03-02,10888.44,83994.4,94882.84,-15116.7,9999.55,-0.031506,-0.051172,-0.047486,0.109581,0.214478,0.377268,0.9277
2000-03-03,10888.44,90151.35,101039.79,-15116.7,16156.51,0.06489,0.010398,-0.029652,0.172164,0.262921,0.406092,0.8619
2000-03-06,10888.44,90853.24,101741.68,-15116.7,16858.39,0.006947,0.017417,-0.039106,0.181398,0.264928,0.401526,0.8717
2000-03-07,17274.73,84446.04,101720.77,-16429.7,18150.49,-0.000206,0.017208,-0.057692,0.163588,0.260886,0.396836,0.882
2000-03-08,17274.73,84213.0,101487.73,-16429.7,17917.45,-0.002291,0.014877,-0.058874,0.174143,0.258626,0.392364,0.892
2000-03-09,17274.73,87024.28,104299.01,-16429.7,20728.73,0.027701,0.04299,-0.031371,0.21372,0.31241,0.393121,0.8903
2000-03-10,17274.73,86929.55,104204.28,-16429.7,20633.99,-0.000908,0.042043,-0.036527,0.208443,0.360416,0.388855,0.9001
2000-03-13,17274.73,84270.02,101544.75,-16429.7,17974.46,-0.025522,0.015448,-0.047056,0.176781,0.343308,0.389528,0.8985
2000-03-14,17274.73,80635.36,97910.09,-16429.7,14339.81,-0.035794,-0.020899,-0.060593,0.133245,0.248598,0.394192,0.8879
2000-03-15,17274.73,79728.19,97002.92,-16429.7,13432.64,-0.009265,-0.029971,-0.038676,0.085752,0.247137,0.390688,0.8959
2000-03-16,17274.73,82315.16,99589.89,-16429.7,16019.6,0.026669,-0.004101,0.006231,0.147757,0.293441,0.391384,0.8943
2000-03-17,17274.73,83981.55,101256.28,-16429.7,17685.99,0.016733,0.012563,0.012882,0.169525,0.326584,0.38923,0.8992
2000-03-20,17274.73,83651.38,100926.11,-16429.7,17355.83,-0.003261,0.009261,0.007712,0.136544,0.304808,0.385558,0.9078
2000-03-21,17274.73,85577.87,102852.6,-16429.7,19282.31,0.019088,0.028526,0.028391,0.179419,0.326165,0.384017,0.9114
2000-03-22,17274.73,88967.8,106242.53,-16429.7,22672.24,0.032959,0.062425,0.034639,0.203167,0.367127,0.386619,0.9053
2000-03-23,17274.73,89511.86,106786.59,-16429.7,23216.3,0.005121,0.067866,0.052303,0.224274,0.377334,0.383169,0.9134
2000-03-24,17274.73,89239.64,106514.37,-16429.7,22944.09,-0.002549,0.065144,0.058549,0.240765,0.376105,0.379826,0.9215
2000-03-27,17274.73,91360.89,108635.62,-16429.7,25065.34,0.019915,0.086356,0.047348,0.242744,0.374088,0.378455,0.9248
2000-03-28,17274.73,89311.21,106585.94,-16429.7,23015.65,-0.018867,0.065859,0.041317,0.211082,0.334649,0.377581,0.927
2000-03-29,17274.73,83727.69,101002.42,-16429.7,17432.13,-0.052385,0.010024,0.042393,0.16095,0.288217,0.390234,0.8969
2000-03-30,17274.73,83063.86,100338.59,-16429.7,16768.31,-0.006572,0.003386,0.024945,0.131926,0.257724,0.387232,0.9039
2000-03-31,17274.73,84787.05,102061.78,-16429.7,18491.49,0.017174,0.020618,0.036577,0.155673,0.292258,0.38554,0.9078
2000-04-03,24472.28,74249.9,98722.18,-18256.13,16978.33,-0.032721,-0.012778,0.042609,0.086411,0.234265,0.388189,0.9016
2000-04-04,17082.46,81097.33,98179.79,-18256.13,16435.94,-0.005494,-0.018202,0.034853,0.075858,0.23619,0.385255,0.9085
2000-04-05,17082.46,84451.09,101533.55,-18256.13,19789.69,0.034159,0.015335,0.028391,0.056728,0.288831,0.388105,0.9018
2000-04-06,17082.46,88285.33,105367.79,-18256.13,23623.94,0.037763,0.053678,0.037332,0.081794,0.321219,0.39192,0.893
2000-04-07,17082.46,92324.88,109407.34,-18256.13,27663.48,0.038338,0.094073,0.043901,0.12533,0.359905,0.39559,0.8848
2000-04-10,17082.46,87822.52,104904.98,-18256.13,23161.13,-0.041152,0.04905,0.039809,0.056728,0.291638,0.401179,0.8724
2000-04-11,17082.46,86095.3,103177.76,-18256.13,21433.91,-0.016465,0.031778,0.036793,0.031662,0.274081,0.399618,0.8758
2000-04-12,24097.16,76198.8,100295.96,-19667.13,19963.1,-0.02793,0.00296,0.008358,-0.029024,0.210801,0.40043,0.8741
2000-04-13,16662.59,79718.81,96381.4,-19667.13,16048.55,-0.03903,-0.036186,-0.005644,-0.07124,0.170839,0.404425,0.8654
2000-04-14,23743.83,65387.71,89131.54,-21140.51,10272.08,-0.075221,-0.108685,-0.062514,-0.151715,0.065175,0.425388,0.8228
2000-04-17,17291.03,78958.88,96249.91,-21140.51,17390.44,0.079864,-0.037501,-0.02977,-0.05409,0.15152,0.448497,0.7804
2000-04-18,17291.03,82675.5,99966.53,-21140.51,21107.07,0.038614,-0.000335,-0.004136,-0.029024,0.228904,0.451116,0.7759
2000-04-19,17291.03,79010.65,96301.68,-21140.51,17442.21,-0.036661,-0.036983,-0.013399,-0.058707,0.178049,0.453176,0.7723
2000-04-20,17291.03,79115.12,96406.15,-21140.51,17546.69,0.001085,-0.035939,-0.00866,-0.079155,0.179277,0.45015,0.7775
2000-04-24,17291.03,79785.7,97076.73,-21140.51,18217.26,0.006956,-0.029233,-0.019431,-0.105541,0.15207,0.44736,0.7824
2000-04-25,17291.03,84640.79,101931.82,-21140.51,23072.36,0.050013,0.019318,0.021283,-0.045185,0.227212,0.453443,0.7719
2000-04-26,17291.03,81656.03,98947.06,-21140.51,20087.6,-0.029282,-0.010529,0.009758,-0.077837,0.195942,0.453688,0.7715
2000-04-27,17291.03,85295.49,102586.52,-21140.51,23727.06,0.036782,0.025865,0.006419,-0.036939,0.254774,0.455441,0.7685
2000-04-28,17291.03,86135.94,103426.97,-21140.51,24567.51,0.008193,0.03427,0.000172,0.0,0.270862,0.452777,0.773
2000-05-01,17291.03,87077.67,104368.7,-21140.51,25509.23,0.009105,0.043687,0.013743,0.009235,0.289821,0.450208,0.7774
2000-05-02,17291.03,84885.92,102176.95,-21140.51,23317.48,-0.021,0.021769,-0.006506,-0.048812,0.246538,0.449081,0.7794
2000-05-03,17291.03,82663.85,99954.88,-21140.51,21095.42,-0.021747,-0.000451,-0.02977,-0.059367,0.217363,0.448051,0.7812
2000-05-04,17291.03,83279.71,100570.74,-21140.51,21711.28,0.006161,0.005707,-0.022446,-0.057388,0.192632,0.445487,0.7857
2000-05-05,17291.03,85216.84,102507.87,-21140.51,23648.41,0.019261,0.025079,-0.010599,-0.03496,0.214953,0.444027,0.7882
2000-05-08,17291.03,82178.95,99469.98,-21140.51,20610.51,-0.029636,-0.0053,-0.01803,-0.07256,0.174567,0.444442,0.7875
2000-05-09,27635.3,69892.27,97527.57,-18547.48,16075.08,-0.019528,-0.024724,-0.025893,-0.092348,0.14156,0.443156,0.7898
2000-05-10,34436.95,59547.83,93984.78,-20034.86,14019.68,-0.036326,-0.060152,-0.047865,-0.158311,0.084861,0.444874,0.7867
2000-05-11,21895.16,75020.37,96915.53,-20034.86,16950.43,0.031183,-0.030845,-0.026109,-0.10686,0.12162,0.445495,0.7856
2000-05-12,43980.48,52595.99,96576.47,-6342.9,2919.4,-0.003499,-0.034235,-0.015553,-0.10686,0.131319,0.443052,0.79
2000-05-15,30666.94,66753.96,97420.9,-6342.9,3763.83,0.008744,-0.025791,0.001464,-0.067942,0.152906,0.440848,0.7939
2000-05-16,23909.23,75175.2,99084.43,-6342.9,5427.36,0.017076,-0.009156,0.011159,-0.041557,0.193227,0.439336,0.7967
2000-05-17,23909.23,74894.1,98803.33,-6342.9,5146.26,-0.002837,-0.011967,0.000603,-0.061346,0.187076,0.436997,0.8009
2000-05-18,23909.23,74260.61,98169.84,-6342.9,4512.77,-0.006412,-0.018302,-0.011676,-0.094987,0.165443,0.434802,0.805
2000-05-19,23909.23,72320.87,96230.1,-6342.9,2573.03,-0.019759,-0.037699,-0.027186,-0.137863,0.127269,0.433712,0.807
2000-05-22,23909.23,71790.5,95699.73,-6342.9,2042.66,-0.005511,-0.043003,-0.03451,-0.138523,0.116557,0.431537,0.8111
2000-05-23,29242.86,65367.45,94610.31,-7766.98,2377.33,-0.011384,-0.053897,-0.048727,-0.210422,0.077091,0.429689,0.8145
2000-05-24,22768.84,73338.0,96106.84,-7766.98,3873.86,0.015818,-0.038932,-0.033217,-0.16095,0.088119,0.428255,0.8173
2000-05-25,22768.84,73327.19,96096.03,-7766.98,3863.04,-0.000112,-0.03904,-0.049804,-0.179419,0.072892,0.426086,0.8214
2000-05-26,22768.84,73110.8,95879.64,-7766.98,3646.65,-0.002252,-0.041204,-0.048727,-0.179419,0.071588,0.423965,0.8255
2000-05-30,22768.84,75818.24,98587.08,-7766.98,6354.09,0.028238,-0.014129,-0.017707,-0.096966,0.156536,0.4242,0.8251
2000-05-31,22768.84,76270.92,99039.76,-7766.98,6806.78,0.004592,-0.009602,-0.015553,-0.122691,0.144129,0.422171,0.829
2000-06-01,22768.84,78170.59,100939.43,-7766.98,8706.45,0.019181,0.009394,0.00168,-0.077837,0.197224,0.421148,0.8311
2000-06-02,22768.84,80303.27,103072.11,-7766.98,10839.13,0.021128,0.030721,0.019128,-0.011873,0.269138,0.420342,0.8327
2000-06-05,22768.84,80035.26,102804.1,-7766.98,10571.11,-0.0026,0.028041,0.014174,-0.0094,0.260493,0.418365,0.8366
2000-06-06,32589.93,68242.27,100832.2,-5646.2,6478.43,-0.019181,0.008322,0.00965,-0.036939,0.222997,0.417493,0.8383
2000-06-07,18555.29,81804.2,100359.49,-5646.2,6005.72,-0.004688,0.003595,0.016651,-0.011214,0.238053,0.415611,0.8421
2000-06-08,18555.29,82052.38,100607.67,-5646.2,6253.9,0.002473,0.006077,0.012666,-0.015831,0.241001,0.413695,0.846
2000-06-09,18555.29,83220.96,101776.25,-5646.2,7422.48,0.011615,0.017762,0.010512,-0.010554,0.257723,0.412143,0.8492
2000-06-12,18555.29,82668.53,101223.82,-5646.2,6870.05,-0.005428,0.012238,-0.001336,-0.042217,0.224864,0.410362,0.8529
2000-06-13,18555.29,84147.09,102702.38,-5646.2,8348.61,0.014607,0.027024,0.017405,-0.005277,0.248411,0.409062,0.8556
2000-06-14,18555.29,83188.8,101744.09,-5646.2,7390.32,-0.009331,0.017441,0.019128,-0.027705,0.230786,0.4075,0.8589
2000-06-15,18555.29,83454.99,102010.28,-5646.2,7656.51,0.002616,0.020103,0.021283,-0.010554,0.232016,0.405705,0.8627
2000-06-16,29382.56,72679.96,102062.52,-2976.23,5038.78,0.000512,0.020625,0.012891,-0.005277,0.242749,0.403922,0.8665
2000-06-19,21744.02,81127.13,102871.15,-2976.23,5847.41,0.007923,0.028712,0.025846,0.034301,0.297168,0.40231,0.87
2000-06-20,21744.02,82077.41,103821.43,-2976.23,6797.69,0.009238,0.038214,0.022176,0.030343,0.319456,0.400775,0.8733
2000-06-21,21744.02,83684.77,105428.79,-2976.23,8405.05,0.015482,0.054288,0.021744,0.043535,0.329036,0.399648,0.8758
2000-06-22,21744.02,81153.95,102897.97,-2976.23,5874.24,-0.024005,0.02898,0.006198,0.005277,0.284918,0.39958,0.8759
2000-06-23,27791.71,74700.97,102492.68,-4058.8,6551.52,-0.003939,0.024927,-0.00244,-0.0343,0.254784,0.39795,0.8795
2000-06-26,19619.77,83886.49,103506.26,-4058.8,7565.1,0.009889,0.035063,0.010408,-0.007916,0.278427,0.39652,0.8827
2000-06-27,19619.77,81632.26,101252.03,-4058.8,5310.86,-0.021779,0.01252,0.002959,-0.019789,0.242354,0.396185,0.8834
2000-06-28,25858.54,75325.98,101184.52,-5209.85,6394.4,-0.000667,0.011845,0.005766,-0.007916,0.246476,0.394561,0.8871
2000-06-29,18611.63,81958.06,100569.69,-5209.85,5779.57,-0.006076,0.005697,-0.003735,-0.032817,0.226547,0.393062,0.8904
2000-06-30,18611.63,83055.01,101666.64,-5209.85,6876.52,0.010907,0.016666,0.003822,-0.013853,0.241164,0.391761,0.8934
2000-07-03,18611.63,82963.51,101575.14,-5209.85,6785.02,-0.0009,0.015751,0.017641,0.005277,0.25367,0.390195,0.897
2000-07-05,25086.02,72700.26,97786.28,-6907.39,4693.71,-0.037301,-0.022137,-0.000712,-0.033641,0.189149,0.393826,0.8887
2000-07-06,17591.22,81386.09,98977.31,-6907.39,5884.74,0.01218,-0.010227,0.007061,-0.007916,0.213349,0.394066,0.8882
2000-07-07,17591.22,82210.13,99801.35,-6907.39,6708.77,0.008326,-0.001986,0.023255,0.012533,0.24449,0.393021,0.8905
2000-07-10,17591.22,83200.72,100791.94,-6907.39,7699.37,0.009926,0.007919,0.021528,-0.002803,0.252204,0.392167,0.8925
2000-07-11,17591.22,84308.61,101899.83,-6907.39,8807.26,0.010992,0.018998,0.023687,0.002638,0.257235,0.392279,0.8922
2000-07-12,17591.22,84396.63,101987.85,-6907.39,8895.27,0.000864,0.019879,0.030381,0.026385,0.286831,0.387891,0.9023
2000-07-13,17591.22,83882.4,101473.62,-6907.39,8381.04,-0.005042,0.014736,0.034915,0.039578,0.295735,0.387981,0.9021
2000-07-14,17591.22,84748.37,102339.59,-6907.39,9247.02,0.008534,0.023396,0.045064,0.062006,0.320826,0.386564,0.9054
2000-07-17,17591.22,85325.92,102917.14,-6907.39,9824.57,0.005643,0.029171,0.043336,0.073879,0.328422,0.383056,0.9137
2000-07-18,17591.22,83968.9,101560.12,-6907.39,8467.55,-0.013186,0.015601,0.034807,0.050132,0.293246,0.383254,0.9132
2000-07-19,17591.22,82155.0,99746.22,-6907.39,6653.65,-0.01786,-0.002538,0.026494,0.026385,0.259622,0.383971,0.9115
2000-07-20,17591.22,82862.39,100453.61,-6907.39,7361.04,0.007092,0.004536,0.040745,0.059367,0.274633,0.383674,0.9122
2000-07-21,23921.92,75765.18,99687.1,-8071.5,7758.63,-0.00763,-0.003129,0.020449,0.023747,0.240448,0.383741,0.9121
2000-07-24,16398.59,82870.67,99269.26,-8071.5,7340.79,-0.004192,-0.007307,0.014618,0.002638,0.22333,0.379418,0.9225
2000-07-25,16398.59,82718.89,99117.48,-8071.5,7189.01,-0.001529,-0.008825,0.017857,0.010554,0.235796,0.374703,0.9341
2000-07-26,8903.09,88363.67,97266.76,-8071.5,5338.29,-0.018672,-0.027332,0.007925,0.009235,0.202529,0.369855,0.9463
2000-07-27,8903.09,86088.87,94991.96,-8071.5,3063.49,-0.023387,-0.05008,0.004471,-0.030343,0.158336,0.36696,0.9538
2000-07-28,8903.09,85285.06,94188.15,-8071.5,2259.69,-0.008462,-0.058119,-0.018202,-0.083113,0.141546,0.360685,0.9704
2000-07-31,8903.09,89212.72,98115.81,-8071.5,6187.34,0.0417,-0.018842,-0.01194,-0.056068,0.177071,0.36527,0.9582
2000-08-01,8903.09,88389.78,97292.87,-8071.5,5364.41,-0.008387,-0.027071,-0.005894,-0.068601,0.162062,0.363388,0.9632
2000-08-02,8903.09,87988.76,96891.85,-8071.5,4963.38,-0.004122,-0.031081,-0.000927,-0.085092,0.142778,0.363422,0.9631
2000-08-03,14680.52,81726.79,96407.31,-9540.98,5948.33,-0.005001,-0.035927,0.005981,-0.045515,0.137345,0.358471,0.9764
2000-08-04,6295.58,89870.3,96165.88,-9540.98,5706.89,-0.002504,-0.038341,0.01138,-0.048812,0.14408,0.358494,0.9763
2000-08-07,6295.58,91676.84,97972.42,-9540.98,7513.43,0.018786,-0.020276,0.023471,-0.026385,0.173434,0.3591,0.9747
2000-08-08,6295.58,91729.13,98024.71,-9540.98,7565.73,0.000534,-0.019753,0.027358,-0.006596,0.169553,0.358855,0.9753
2000-08-09,6295.58,89457.98,95753.56,-9540.98,5294.57,-0.023169,-0.042464,0.018721,-0.032981,0.15768,0.359203,0.9744
2000-08-10,11637.72,81919.23,93556.95,-11103.23,4660.2,-0.02294,-0.064431,0.013755,-0.052111,0.136812,0.359938,0.9724
2000-08-11,11637.72,83090.3,94728.02,-11103.23,5831.28,0.012517,-0.05272,0.018505,-0.038919,0.153522,0.359699,0.973
2000-08-14,11637.72,84526.05,96163.77,-11103.23,7267.03,0.015157,-0.038362,0.03146,-0.01847,0.190298,0.360282,0.9715
2000-08-15,11637.72,84719.18,96356.9,-11103.23,7460.15,0.002008,-0.036431,0.030596,-0.01847,0.204893,0.360287,0.9714
2000-08-16,11637.72,84579.23,96216.95,-11103.23,7320.2,-0.001452,-0.03783,0.026926,-0.008575,0.221132,0.360284,0.9715
2000-08-17,19160.63,78533.7,97694.33,-11014.89,8709.24,0.015355,-0.023057,0.037722,0.010554,0.247748,0.360235,0.9716
2000-08-18,10939.62,86339.12,97278.74,-11014.89,8293.65,-0.004254,-0.027213,0.034268,0.005277,0.253347,0.356896,0.9807
2000-08-21,18088.85,79674.24,97763.09,-10318.46,8081.57,0.004979,-0.022369,0.039882,0.007916,0.248918,0.356951,0.9805
2000-08-22,10247.27,86644.04,96891.31,-10318.46,7209.78,-0.008917,-0.031087,0.038154,0.007916,0.242498,0.356791,0.981
2000-08-23,10247.27,88361.76,98609.03,-10318.46,8927.5,0.017728,-0.01391,0.042257,0.024406,0.270449,0.357433,0.9792
2000-08-24,10247.27,89993.72,100240.99,-10318.46,10559.46,0.01655,0.00241,0.045496,0.040238,0.280175,0.357701,0.9785
2000-08-25,10247.27,89081.75,99329.02,-10318.46,9647.49,-0.009098,-0.00671,0.045064,0.03463,0.27749,0.357682,0.9785
2000-08-28,10247.27,89951.43,100198.7,-10318.46,10517.18,0.008756,0.001987,0.048626,0.039578,0.284754,0.354323,0.9878
2000-08-29,10247.27,90140.6,100387.87,-10318.46,10706.34,0.001888,0.003879,0.048842,0.044855,0.291927,0.354119,0.9884
2000-08-30,10247.27,88780.73,99028.0,-10318.46,9346.47,-0.013546,-0.00972,0.038801,0.043535,0.285031,0.351756,0.995
