,book_fwd_1d,book_fwd_5d,book_fwd_20d,psq_fwd_1d,psq_fwd_5d,soxs_fwd_1d,soxs_fwd_5d,smh_fwd_1d,smh_fwd_5d,top10_fwd_1d,top10_fwd_5d,top10_fwd_20d,bottom10_fwd_1d,bottom10_fwd_5d,bottom10_fwd_20d,universe_fwd_1d,universe_fwd_5d,universe_fwd_20d,spread_fwd_1d,spread_fwd_5d,spread_fwd_20d,psq_fwd_20d,soxs_fwd_20d,smh_fwd_20d
book_trl_1d,-0.07236814171679723,0.13908250088875806,0.07901591888682513,0.14373895002579293,-0.042276459007450515,0.16124584708229198,-0.022887089142037003,-0.1727569574325537,0.05239431629384593,-0.017118235316846295,0.06645978734048272,0.08171066069133939,-0.11887658245890963,-0.006275403782499303,-0.07113353391440623,-0.11945704645273626,0.03779534698563423,0.0022964133954379734,0.1465231932661511,0.06656092306193996,0.18285942803135402,-0.014299847638085032,-0.037953026876093164,0.03611557999851318
book_trl_5d,0.04717366607292194,0.01725054900445075,0.01647283200427099,-0.12393551848805605,-0.08721305060699572,-0.1433002896575568,-0.009724071522526046,0.13694259523163752,0.1483023592036302,0.08180859781721994,0.028244456066353767,0.08929449448531218,0.14299800614774924,0.10916498241838449,-0.25681762917666806,0.1442381922540228,0.13953116343563662,-0.14197044300956094,-0.09808121882885851,-0.11312588397636933,0.4328276710638861,0.16101956774957013,0.15381358248822116,-0.0942832525982288
book_trl_20d,0.08060960929860907,0.052574266669280945,-0.04835766079215376,-0.2037867517522944,-0.19029456402383543,-0.22028895122554207,-0.15314758253374772,0.21340811165840545,0.27924651717148996,0.08466272467355086,0.12147630503690404,0.06954481538347501,0.2562655921229581,0.2869433176091027,-0.19964204637377791,0.22361708038959077,0.2968225567604938,-0.10365739462395115,-0.254874632399367,-0.25568773599187244,0.33661052153176585,0.15349433563114606,0.1845865803553276,-0.029330119362363665
spy_trl_1d,-0.13382013676673682,0.13376365686610517,0.12667978017937367,0.2762021472608349,0.019542085069918603,0.267296562959495,-0.0023168830119433986,-0.2729473384781502,0.008217188077262513,-0.13058447799818917,0.05926683435722867,0.08590606136278905,-0.2390546151581148,0.0037866680844575317,0.03517769847631999,-0.2456809394487329,0.020332869930066742,0.06027546066196672,0.17185458396297865,0.04749221347493018,0.049179034863980724,-0.053028347707864534,-0.0721980979399439,0.07180890577983437
spy_trl_5d,0.0471207784352056,0.21947899181544617,0.08589378340025068,-0.12318487493249558,-0.16972449128600142,-0.10947583020981999,-0.010109010075158143,0.09711496994539734,0.2068612607117338,0.09804586120646917,0.1487769496893484,0.14923473940142615,0.11835455908191703,0.20134531319569257,-0.17197177505848296,0.12274752752908882,0.24440112161464628,-0.07500546787538076,-0.042440169158260516,-0.12336518418463381,0.38868681102150204,0.15894424348407346,0.17126453164232755,-0.046816055255833475
spy_trl_20d,0.1868292650099465,0.29851202014282496,0.06476130338758666,-0.3279992502262882,-0.2433590983145084,-0.28130810533838435,-0.11334927371161287,0.28344062338639,0.3405613598269375,0.21968246524237436,0.27243668316589004,0.15146054658566105,0.3245199860689916,0.3965864768291058,-0.12529013242936332,0.32339710063227595,0.41862782638299684,-0.022461563355451634,-0.17913512384199462,-0.26116799423557696,0.3304112352503195,0.1667373170189394,0.2544193091230801,-0.004468207169773713
qqq_trl_1d,-0.10142732254470668,0.11658001232150365,0.11858393043427162,0.2399676702186808,0.012185207080630436,0.23897520716244045,-0.0128142404738658,-0.24509234274710492,0.002218021063312411,-0.08812325011748179,0.04432553923096207,0.08384307607281141,-0.20210585349367213,-0.005457259490503272,0.04063827279085689,-0.20418483070226623,0.01478850327318003,0.06808645347361247,0.1737409127764335,0.04600128178301262,0.039794390719453794,-0.0730315185093388,-0.0897130811072477,0.08177313343105805
qqq_trl_5d,0.011056839578904588,0.14605659347055636,0.04130711282728435,-0.07853048543068233,-0.1408670273875818,-0.08413731319248616,-0.03639367920111347,0.07469163703357856,0.17803210139777764,0.04620409949299888,0.11179933674286899,0.11062505329107997,0.1108855430659874,0.17882751674619846,-0.13802146712989988,0.09096788069317602,0.2132720893094273,-0.0738671740808531,-0.09806197144579465,-0.1275097889877931,0.30184219774874477,0.1384949408940714,0.1297526612332321,-0.042597125051200876
qqq_trl_20d,0.1532730566091816,0.20879222383465335,0.029975258619903414,-0.2827885803426311,-0.24263327340682006,-0.2553883119352629,-0.16775537594460915,0.2539899705468273,0.33048816695864885,0.1803407111786208,0.23263407080139853,0.15115123781770462,0.31377739676618277,0.38867499719520665,-0.06455182256147561,0.29436372388384885,0.4070488656891431,0.016360437101133028,-0.21415770754786403,-0.2862745174706765,0.2510451578607794,0.1061260916636699,0.17015809232394383,0.02693732057236099
smh_trl_1d,-0.11438441032426615,0.10650487290999315,0.10558498007878245,0.21683709500905382,0.019455289299136373,0.22660700233053524,0.021000833273507404,-0.2369636664384302,-0.02309207961835631,-0.10849238003010273,0.02663289498009146,0.07953589292811569,-0.20617391720964234,-0.002832008927811658,0.034530304029452924,-0.20654560657848917,0.015051570032139536,0.06734374239952678,0.15349199633851512,0.02707455688400554,0.04298072970467006,-0.06369368388814736,-0.05641934592794392,0.06487376521460786
