section,metric,value
pnl_by_ticker,MU,6860.5462828125
pnl_by_ticker,NVDA,6374.71
pnl_by_ticker,AMD,4549.484109863281
pnl_by_ticker,CRWD,3240.051214550783
pnl_by_ticker,TSLA,2625.81
pnl_by_ticker,GOOGL,1833.9999999999998
pnl_by_ticker,META,1829.53
pnl_by_ticker,PANW,1611.2460925781252
pnl_by_ticker,MSFT,1147.9499999999998
pnl_by_ticker,ORCL,900.2700000000002
pnl_by_ticker,ASML,815.9600000000003
pnl_by_ticker,AAPL,357.46000000000004
pnl_by_ticker,BAC,185.0799999999999
pnl_by_ticker,COST,1.340000000000071
pnl_by_ticker,COIN,-1.0800000000000125
pnl_by_ticker,GS,-1.6999999999999886
pnl_by_ticker,AVGO,-114.66999999999996
pnl_by_ticker,JPM,-168.14000000000001
pnl_by_ticker,TSM,-1030.6599999999996
pnl_by_ticker,AMZN,-1340.2
pnl_by_ticker,NFLX,-1572.9
pnl_by_group,mega_cap_growth,12829.26
pnl_by_group,semiconductors,11295.360392675782
pnl_by_group,software_cybersecurity,4851.297307128908
pnl_by_group,financial_crypto_beta,15.859999999999872
turnover,total_trades,976.0
turnover,trades_per_month,16.270230010952904
turnover,avg_holding_days,
turnover,stop_then_reentry_count,25.0
capture,avg_exposure,0.17220818879380584
capture,max_exposure,0.2538869512895282
capture,avg_cash_pct,0.8277918124280542
capture,corr_spy,0.6440326047390657
capture,corr_qqq,0.7277046347531937
capture,beta_spy,0.22354330840081135
capture,beta_qqq,0.1917673622964793
capture,up_capture_qqq,0.22862354387386283
capture,down_capture_qqq,0.21988003439744053
