rank,ticker,score,clears_gate,rank_close_px,mark_px,return,held
1,HOOD,0.97,True,105.19999694824219,108.1500015258789,0.028041869422183563,False
2,AMAT,0.95,True,592.9199829101562,617.1099853515625,0.04079808935208673,False
3,ARM,0.92,True,418.8800048828125,439.4599914550781,0.04913098341378963,True
4,LRCX,0.89,True,374.17999267578125,389.0400085449219,0.03971355005615296,False
5,MRVL,0.88,True,289.5400085449219,310.5799865722656,0.07266691098435674,True
6,MU,0.87,True,1043.18994140625,1133.989990234375,0.08704076335870714,False
7,KLAC,0.86,True,238.72999572753906,259.55999755859375,0.08725339171382474,False
8,ASML,0.83,True,1867.8299560546875,1929.6800537109375,0.0331133449572103,False
9,SOFI,0.81,True,17.420000076293945,17.90999984741211,0.02812857456786011,False
10,AMD,0.8,True,512.47998046875,537.3699951171875,0.04856777941973722,False
11,RBLX,0.8783,True,48.02000045776367,51.529998779296875,0.0730945082897374,False
12,INTC,0.8307,True,121.0999984741211,133.99000549316406,0.1064410171879362,True
13,GS,0.8133,True,1099.1400146484375,1096.56005859375,-0.00234724968639477,False
14,QCOM,0.7602,True,212.97000122070312,226.11000061035156,0.06169882760169276,True
15,ANET,0.759,True,164.92999267578125,169.6699981689453,0.028739499809970592,False
16,DELL,0.7542,True,419.32000732421875,409.5,-0.023418885702312542,True
17,GE,0.7536,True,357.0299987792969,357.6400146484375,0.001708584352088982,False
18,VST,0.744,True,158.8300018310547,163.75,0.0309765038860772,False
19,VRT,0.7398,True,317.5799865722656,333.04998779296875,0.04871214142829161,False
20,TSM,0.7295,True,432.1499938964844,462.1199951171875,0.06935092362371309,False
21,JPM,0.7241,True,333.4599914550781,325.2200012207031,-0.02471058131567505,False
22,CDNS,0.7066,True,389.6000061035156,387.3900146484375,-0.005672462578172888,False
23,TXN,0.6687,False,301.8800048828125,322.8599853515625,0.06949774787798302,False
24,BAC,0.6687,False,56.529998779296875,56.20000076293945,-0.005837573385518602,False
25,DASH,0.6578,False,165.66000366210938,173.4600067138672,0.047084407094830194,False
26,ABNB,0.6325,False,140.5399932861328,142.41000366210938,0.013305894871997737,False
27,MCHP,0.6102,False,94.11000061035156,99.7699966430664,0.060142344023024874,False
28,ADI,0.6054,False,414.45001220703125,434.4599914550781,0.048280802650938925,False
29,ON,0.5958,False,112.91999816894531,121.62000274658203,0.07704573785610758,False
30,PANW,0.5886,False,282.1300048828125,287.7799987792969,0.020026207063056578,True
31,AAPL,0.5795,False,295.95001220703125,298.010009765625,0.006960626705947437,False
32,AVGO,0.5572,False,392.8999938964844,411.3500061035156,0.046958545415229036,False
33,BA,0.5476,False,225.6300048828125,222.72000122070312,-0.012897237065703115,False
34,FTNT,0.5349,False,144.13999938964844,144.72999572753906,0.004093217291445406,True
35,NU,0.5325,False,12.890000343322754,12.710000038146973,-0.013964336724709647,False
36,SE,0.5271,False,90.83999633789062,91.27999877929688,0.004843708268873259,False
37,SNOW,0.5102,False,234.52000427246094,232.2899932861328,-0.009508830571814841,False
38,LLY,0.4964,False,1112.0,1098.5699462890625,-0.012077386430699222,False
39,NXPI,0.491,False,298.20001220703125,313.2699890136719,0.05053647280261675,False
40,CSCO,0.4904,False,117.33000183105469,119.54000091552734,0.018835754282650274,False
41,IBM,0.4777,False,262.3500061035156,249.10000610351562,-0.0505050493300615,False
42,META,0.4735,False,567.5800170898438,577.219970703125,0.016984307627157635,False
43,PYPL,0.4699,False,42.08000183105469,42.5099983215332,0.010218547332884853,False
