,book_fwd_1d,book_fwd_5d,book_fwd_20d,psq_fwd_1d,psq_fwd_5d,soxs_fwd_1d,soxs_fwd_5d,smh_fwd_1d,smh_fwd_5d,top10_fwd_1d,top10_fwd_5d,top10_fwd_20d,bottom10_fwd_1d,bottom10_fwd_5d,bottom10_fwd_20d,universe_fwd_1d,universe_fwd_5d,universe_fwd_20d,spread_fwd_1d,spread_fwd_5d,spread_fwd_20d,psq_fwd_20d,soxs_fwd_20d,smh_fwd_20d
book_trl_1d,-0.129556368321859,0.12126924629033864,-0.15355956349118277,0.23977131434699506,0.07716376116028607,0.23276119936286566,0.03664926830724972,-0.2558746419966829,0.09339890009470549,-0.12805094291145444,0.004447437742476113,-0.2073693178467995,-0.2045744683538168,0.17704971833830566,-0.17458902381407762,-0.2080912748794004,0.1388048569543813,-0.20232940538162641,0.24788767903824271,-0.2005093312785807,0.1214830790936453,0.24142101560004453,0.1978038067849937,-0.23290363545787277
book_trl_5d,0.1611929433472245,-0.36759524391492265,-0.6997775669901954,-0.291091351047133,0.15168509293241467,-0.30280085322081046,0.19931434536147397,0.2764418031678647,0.26591957590259196,0.2686090174479844,-0.06635013091837293,-0.6611426810361342,0.23629384845668552,0.1193159394166596,-0.7781929761252874,0.27640308608242614,0.11941371634264547,-0.7479512777903142,-0.07175186016661211,-0.17235551505392416,0.7719629129251775,0.7263740712118685,0.6083633729983091,-0.7423651575664438
book_trl_20d,0.13959918528077855,-0.035994125285882715,-0.7288595007137847,-0.25168689222447177,-0.0670323383002387,-0.2737671019204661,0.03790412868624703,0.24376173166085716,0.4199619428071864,0.14582261742981403,0.10014956163712942,-0.7570783501613255,0.26291398333934624,0.40363302130751755,-0.7939902977006618,0.2456223480193056,0.38417233524943634,-0.8120439066996055,-0.35190183507473455,-0.4087925221335822,0.7153671223900732,0.857505095503776,0.8814816803782688,-0.8434551442410398
spy_trl_1d,-0.272982861729762,0.213881341673098,0.03426869388739182,0.4352229429381734,0.0891918669217408,0.4587803614521428,-0.03460388839795809,-0.4601764752259987,0.04700901551142768,-0.3483582448864891,0.05926422519613209,-0.06523296020195145,-0.4057987888935296,0.22413938095968478,0.037668352603913616,-0.4068213475301385,0.1711746414331553,-0.006735397171353817,0.32398712841957,-0.22504456622577537,-0.12252619585417975,0.05522108987196138,0.03825129987589477,-0.05843242048241747
spy_trl_5d,0.21203697250924688,-0.12741874434559505,-0.5357582566891301,-0.31390386497192363,0.07733952080678719,-0.3284450191778943,0.2385216022177939,0.3074531953103907,0.43108595275419087,0.29593239177697783,0.04925557729748435,-0.4579908983531739,0.2336830901677115,0.32221990421286345,-0.6415316998598413,0.2955953443699751,0.32281969202127786,-0.592120925270295,-0.01711148200768532,-0.34281699471150934,0.7126312176103772,0.6600349349408442,0.5892978740721111,-0.598324724009823
spy_trl_20d,0.4022969163344848,0.25463940996369433,-0.34661542250195926,-0.46498711526134545,-0.02722865969507229,-0.4781494972306996,0.2137899464806408,0.4611877767028905,0.5612555077487109,0.4104528005165401,0.10340882190674144,-0.3415330155100093,0.4945245535594715,0.6133052997196599,-0.5106497969729564,0.48240342260021857,0.5476247039058061,-0.48212700718068124,-0.41984077145955323,-0.6473248264886377,0.5874058928902971,0.6412341805337061,0.7716478471011604,-0.5442306925760102
qqq_trl_1d,-0.2470886407446498,0.20529066500334092,0.06115893654656701,0.41240771610868526,0.07151133960682342,0.43675231320838376,-0.06623638828976265,-0.43849163622876697,0.027983286406194796,-0.3103294644476324,0.0613496406452572,-0.04756297741151917,-0.39079622313373635,0.1948421719573351,0.06848963528425361,-0.3841446702925805,0.1555992344731668,0.022026319585713456,0.3567171648859353,-0.19035071611680893,-0.16055854762474756,0.0174231548010084,-0.00514633652415186,-0.016081150747434304
qqq_trl_5d,0.09783848071394617,-0.1934561354557115,-0.5908800053862833,-0.2097340890855688,0.04305379260799365,-0.2235528213100319,0.14365965071331505,0.19646354662103718,0.37674519769226006,0.21103822271195455,0.06958821643908289,-0.525282134991274,0.1193206897716638,0.2699217833651334,-0.6384144115616918,0.18677364391409043,0.2949774076323907,-0.6159171168100496,0.09780268238646032,-0.271968137580836,0.6482853470101683,0.6633952960080258,0.5564171500146823,-0.5984950458363416
qqq_trl_20d,0.31886216181269217,0.19669864788697827,-0.45532024012362116,-0.3942320138802974,-0.06513154379708705,-0.4097208056895606,0.13152025401938783,0.38854624913047453,0.549622343554517,0.33179671825621787,0.15201436806259322,-0.46299562788263143,0.4241353349578935,0.6074828143604462,-0.5924519468080538,0.406680762923752,0.5554435263600462,-0.5834608885472414,-0.39605006324436154,-0.614557907239334,0.6230422890100084,0.728872015240439,0.8140685627212283,-0.623712150054254
smh_trl_1d,-0.22540007572276285,0.2406124351138278,0.01983272664521291,0.3651687169353969,0.004068057103128089,0.37050055003603843,-0.07131257578639943,-0.38488416450770285,0.07218464271154816,-0.3099499562098248,0.10321697653364874,-0.05598665173746047,-0.3598876454358738,0.25599721632788414,0.040150076033775926,-0.35758455220352037,0.21942857281753525,-0.004091587609360382,0.28554690065489846,-0.23795677442909474,-0.1187366653455414,0.03858313321625848,0.022871577270479997,-0.04519619905307117
