parameter,value,total_return,excess_vs_spy,excess_vs_qqq,excess_vs_equal_weight,max_drawdown,total_trades,win_rate,profit_factor,avg_holding_period
max_total_exposure,50%,0.41037489999999993,0.30937689999999995,0.21335889999999993,0.16513389999999994,-0.11728675913060035,24,0.6666666666666666,6.6257368216316435,67.61111111111111
max_total_exposure,70%,0.43717670000000014,0.33617870000000016,0.24016070000000014,0.19193570000000015,-0.12899711474198394,31,0.6363636363636364,5.71011378536171,66.88181818181818
max_total_exposure,90%,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
max_total_exposure,100%,0.8626017000000001,0.7616037000000001,0.6655857000000002,0.6173607000000001,-0.13476884671994668,45,0.7777777777777778,5.488679757457871,49.611111111111114
max_position_pct,4.25%,0.6056751000000001,0.5046771000000001,0.40865910000000016,0.36043410000000015,-0.1579966141267984,81,0.4838709677419355,2.579361754409994,58.358064516129026
max_position_pct,8.50%,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
max_position_pct,12.75%,0.8676592999999999,0.7666612999999999,0.6706432999999999,0.6224182999999999,-0.14446050737660582,36,0.8,4.601664915862288,35.14666666666667
max_position_pct,17.00%,0.6904535,0.5894555,0.4934375000000001,0.44521250000000007,-0.12067410280300843,43,0.6842105263157895,4.4222559147983445,24.55263157894737
max_position_pct,25.50%,0.8850657000000001,0.7840677,0.6880497000000001,0.6398247000000001,-0.15879089208073155,54,0.6,3.2220800001898935,13.052
max_new_trades_per_day,1,0.8006467000000002,0.6996487000000001,0.6036307000000002,0.5554057000000001,-0.15625384623495223,41,0.6875,5.580886374636186,54.86875
max_new_trades_per_day,2,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
max_new_trades_per_day,3,0.8673261999999999,0.7663281999999999,0.6703102,0.6220851999999999,-0.14151880186847338,40,0.6666666666666666,4.686225139707317,50.519999999999996
max_new_trades_per_day,5,0.7255445999999999,0.6245465999999998,0.5285285999999999,0.4803035999999999,-0.14652130910981292,45,0.5,2.2552748109164646,45.86666666666667
min_composite_score,none,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
min_composite_score,0.60,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
min_composite_score,0.70,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
slippage,0.05%,0.7273573000000001,0.6263593000000001,0.5303413000000001,0.4821163000000001,-0.14575229052057329,43,0.7058823529411765,3.3570468541642207,51.25294117647059
slippage,0.10%,0.7439901000000001,0.6429921000000001,0.5469741000000001,0.4987491000000001,-0.14091564258042222,40,0.7333333333333333,4.408522297410894,56.76
slippage,0.20%,0.7394645000000001,0.6384665,0.5424485000000001,0.4942235000000001,-0.1410992469386578,40,0.7333333333333333,4.3361794095628685,56.76
