date,action,ticker,shares,price,trade_value,reason,realized_pnl,holding_days,entry_price,highest_price,lowest_price
2023-01-04,BUY,PYPL,114,77.1,8789.4,momentum_score=0.9378,,0.0,,,
2023-01-04,BUY,TWLO,168,52.1721,8764.91,momentum_score=0.9299,,0.0,,,
2023-01-05,BUY,SOFI,1781,4.6346,8254.22,momentum_score=0.9024,,0.0,,,
2023-01-05,BUY,GE,154,56.0076,8625.17,momentum_score=0.9018,,0.0,,,
2023-01-06,BUY,BA,41,213.213,8741.73,momentum_score=0.8909,,0.0,,,
2023-01-06,BUY,MU,156,55.9887,8734.24,momentum_score=0.8512,,0.0,,,
2023-01-09,BUY,AVGO,150,55.0968,8264.52,momentum_score=0.889,,0.0,,,
2023-01-09,BUY,META,65,128.5903,8358.37,momentum_score=0.8,,0.0,,,
2023-01-10,BUY,CRM,58,145.0775,8414.49,momentum_score=0.9268,,0.0,,,
2023-01-10,BUY,VRT,574,14.485,8314.39,momentum_score=0.886,,0.0,,,
2023-01-11,BUY,COIN,198,43.8338,8679.09,momentum_score=0.9488,,0.0,,,
2023-04-12,SELL,VRT,574,12.1961,7000.56,stop_loss,-1313.83,65.7,14.485,16.4039,12.2083
2023-04-13,BUY,NET,159,64.9449,10326.24,momentum_score=0.9622,,0.0,,,
2023-04-28,SELL,NET,159,47.0029,7473.46,stop_loss,-2852.78,10.7,64.9449,64.9449,47.05
2023-05-09,SELL,PYPL,114,65.2738,7441.21,stop_loss,-1348.19,89.3,77.1,86.2134,65.3391
2023-05-10,BUY,PLTR,1014,9.9499,10089.2,momentum_score=0.9335,,0.0,,,
2023-05-10,SELL,TWLO,168,48.8711,8210.34,max_holding_period,-554.57,90.0,52.1721,75.45,48.92
2023-05-11,BUY,DDOG,111,86.7367,9627.77,momentum_score=0.9506,,0.0,,,
2023-05-11,SELL,SOFI,1781,5.1349,9145.26,max_holding_period,891.03,90.0,4.6346,7.72,4.62
2023-05-11,SELL,GE,154,78.0942,12026.51,max_holding_period,3401.34,90.0,56.0076,79.9478,55.9517
2023-05-12,BUY,APP,434,21.5315,9344.67,momentum_score=0.9909,,0.0,,,
2023-05-12,BUY,GOOGL,82,116.5937,9560.68,momentum_score=0.8665,,0.0,,,
2023-05-12,SELL,BA,41,200.4993,8220.47,max_holding_period,-521.26,90.0,213.213,218.45,196.16
2023-05-12,SELL,MU,156,60.0827,9372.9,max_holding_period,638.66,90.0,55.9887,63.5389,53.105
2023-05-15,BUY,MDB,35,276.4462,9675.62,momentum_score=0.8848,,0.0,,,
