parameter,value,total_return,excess_vs_spy,excess_vs_qqq,excess_vs_equal_weight,max_drawdown,total_trades,win_rate,profit_factor,avg_holding_period
max_total_exposure,50%,0.39505420000000013,0.30750120000000014,0.21515320000000013,0.17589820000000014,-0.11727465145798795,24,0.6666666666666666,6.625326303766667,67.61111111111111
max_total_exposure,70%,0.4202867000000001,0.33273370000000013,0.24038570000000012,0.20113070000000013,-0.12898511638791213,31,0.6363636363636364,5.709786649149049,66.88181818181818
max_total_exposure,90%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
max_total_exposure,100%,0.8416351999999999,0.7540821999999999,0.6617341999999999,0.6224791999999999,-0.13477057386183508,45,0.7777777777777778,5.48826674971231,49.611111111111114
max_position_pct,4.25%,0.5841594,0.4966064,0.4042584,0.3650034,-0.15799769911139794,81,0.4838709677419355,2.579279845420281,58.358064516129026
max_position_pct,8.50%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
max_position_pct,12.75%,0.8464978,0.7589448,0.6665968,0.6273418,-0.14446329863099291,36,0.8,4.601169405188988,35.14666666666667
max_position_pct,17.00%,0.67032,0.582767,0.49041900000000005,0.451164,-0.12067456390486041,43,0.6842105263157895,4.422208766146729,24.55263157894737
max_position_pct,25.50%,0.9235422,0.8359892,0.7436412,0.7043862,-0.14955504542961412,52,0.625,4.144182090429968,13.445833333333335
max_new_trades_per_day,1,0.7768413000000001,0.6892883000000001,0.5969403000000001,0.5576853,-0.15625598400695298,41,0.6875,5.580537480538662,54.86875
max_new_trades_per_day,2,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
max_new_trades_per_day,3,0.8311726,0.7436196,0.6512716000000001,0.6120166,-0.14150930355535477,40,0.6666666666666666,4.6696041874145955,50.56666666666667
max_new_trades_per_day,5,0.7039251999999999,0.6163721999999999,0.5240241999999999,0.4847691999999999,-0.14461645188107283,45,0.5,2.3232747796818805,45.711111111111116
min_composite_score,none,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
min_composite_score,0.60,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
min_composite_score,0.70,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
slippage,0.05%,0.7007016,0.6131486,0.5208006000000001,0.4815456,-0.1457542760619357,43,0.7058823529411765,3.3567184278800934,51.25294117647059
slippage,0.10%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
slippage,0.20%,0.7156081,0.6280551,0.5357071,0.49645209999999995,-0.14110027428475866,40,0.7333333333333333,4.336007551345898,56.76
slippage,0.50%,0.7014129999999998,0.6138599999999999,0.5215119999999999,0.4822569999999998,-0.14096436591952718,40,0.7333333333333333,4.194912730549528,56.42666666666666
reentry_recover_pct,off,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
reentry_recover_pct,0%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
reentry_recover_pct,5%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
reentry_recover_pct,10%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
stop_loss_score_max,off,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
stop_loss_score_max,0.85,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
stop_loss_score_max,0.90,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
stop_loss_score_max,0.95,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
max_hold_score_max,off,0.7727994,0.6852464,0.5928984,0.5536434,-0.13573076176670176,40,0.7333333333333333,4.666406092986957,56.473333333333336
max_hold_score_max,0.70,0.7148804000000001,0.6273274000000001,0.5349794000000001,0.49572440000000006,-0.1412706268441948,40,0.7333333333333333,4.341710186197041,56.906666666666666
max_hold_score_max,0.80,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
max_hold_score_max,0.90,0.7295439000000001,0.6419909000000001,0.5496429000000002,0.5103879000000001,-0.14087914934664497,40,0.7333333333333333,4.619145120485287,56.660000000000004
score_exit_below,off,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
score_exit_below,0.40,0.73788,0.650327,0.557979,0.518724,-0.14221627794869893,51,0.6363636363636364,2.0586630827188466,37.53636363636363
score_exit_below,0.50,0.5515568,0.46400379999999997,0.3716558,0.33240079999999994,-0.1527701635650978,94,0.4186046511627907,2.085429220725726,22.209302325581394
score_exit_below,0.60,0.6405835000000001,0.5530305000000001,0.4606825000000001,0.42142750000000007,-0.13662431038457243,121,0.48214285714285715,3.020398925481735,17.25714285714286
score_entry_above,off,0.5508064000000001,0.46325340000000015,0.37090540000000016,0.3316504000000001,-0.16006736492118256,40,0.6,4.572046334355241,62.95333333333334
score_entry_above,0.80,0.7361770999999999,0.6486240999999999,0.5562760999999999,0.5170210999999999,-0.15019976949160385,113,0.5192307692307693,2.9403991419518136,18.278846153846153
score_entry_above,0.85,0.4847737,0.3972207,0.3048727,0.26561769999999996,-0.1436594640400546,87,0.5641025641025641,2.2154709088386353,24.453846153846154
score_entry_above,0.90,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
target_vol,off,0.7041779999999999,0.6166249999999999,0.5242769999999999,0.48502199999999984,-0.13996762178862007,46,0.7777777777777778,4.82535334311746,50.71666666666667
target_vol,15%,0.3471223000000001,0.2595693000000001,0.1672213000000001,0.12796630000000012,-0.15497332980356257,39,0.6428571428571429,5.158594176558141,62.300000000000004
target_vol,20%,0.3639495000000001,0.2763965000000001,0.1840485000000001,0.1447935000000001,-0.15497332980356257,38,0.6428571428571429,4.5984108125550875,62.300000000000004
target_vol,25%,0.4412670999999999,0.3537140999999999,0.26136609999999993,0.22211109999999992,-0.15497332980356257,37,0.6923076923076923,5.226566395528416,66.04615384615384
target_vol,30%,0.5228338,0.4352808,0.34293280000000004,0.3036778,-0.1566119711149843,40,0.6,2.789615880976613,56.57333333333334
target_vol,35%,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
signal_weights,baseline,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
signal_weights,no_1d,0.7289070000000001,0.6413540000000001,0.5490060000000001,0.5097510000000001,-0.14704821807651147,64,0.6428571428571429,3.0304580601885576,32.06428571428572
signal_weights,less_1d,0.7200938,0.6325408,0.5401928,0.5009378,-0.14091668140136737,40,0.7333333333333333,4.408346292871553,56.76
signal_weights,more_volume,0.7836574,0.6961044,0.6037564,0.5645013999999999,-0.15615609407296235,41,0.6,4.478665381762774,59.84666666666667
