,book_fwd_1d,book_fwd_5d,book_fwd_20d,psq_fwd_1d,psq_fwd_5d,soxs_fwd_1d,soxs_fwd_5d,smh_fwd_1d,smh_fwd_5d,top10_fwd_1d,top10_fwd_5d,top10_fwd_20d,bottom10_fwd_1d,bottom10_fwd_5d,bottom10_fwd_20d,universe_fwd_1d,universe_fwd_5d,universe_fwd_20d,spread_fwd_1d,spread_fwd_5d,spread_fwd_20d,psq_fwd_20d,soxs_fwd_20d,smh_fwd_20d
book_trl_1d,0.3348004385902575,0.20340729338383834,0.12838101187871265,-0.31289781883731277,0.37066336637907515,-0.20367546024826522,0.3680968164108323,0.15440339126810163,-0.4292331402170518,0.21284666558687038,0.33352238539201245,0.06107752381464695,0.1485307324806863,-0.7192766622075641,-0.4757011423779157,0.3693742738967537,-0.45313965017341024,-0.1610637223821842,0.06360977734803158,0.7849956796377014,0.34063358924305176,0.14976197795310656,0.1834700292523292,-0.19585835557642636
book_trl_5d,0.19270666739733786,-0.12114152092554308,-0.19446533388095208,-0.006274587251477679,0.2935943430032323,-0.0004122484112376766,0.11124994761280708,-0.1039022849262036,-0.1198968688021299,0.15235521665562984,0.2758689049299912,0.03703497851606902,-0.13831008281290988,-0.6096650714554067,-0.31792157317438263,0.1202237447034911,-0.380388989597682,-0.2107119105007089,0.20727534738024603,0.6609598127423194,0.22336413496417667,0.1947634799441401,0.0881962580786473,-0.05696684675783369
book_trl_20d,-0.1464442963482299,-0.17480924852933838,-0.20081710859426113,0.20969450963565853,0.16507118411205243,-0.06299618822607381,-0.4271223710176994,-0.14005929907594558,0.32211386897293753,0.16336675351870616,0.07121109661178357,0.4147773202974525,-0.4830064203631185,-0.6883762796831976,-0.32657210635401396,-0.29456027437842686,-0.5230214782462164,-0.02784426677833594,0.4435536990978774,0.5911229965758241,0.6563813611536193,0.099305817252358,-0.4187572722075069,0.2991024704868636
spy_trl_1d,0.4257053640031675,0.3509385841230718,0.14637691379341464,-0.14425837489846224,0.34304004800154286,0.050176274769956584,0.4323690940850056,-0.058239061389564264,-0.4777783122113684,-0.0887999849674331,0.12906633367650036,-0.06387317770958424,0.18705017435498705,-0.5826425552198349,-0.40528610471781473,0.2667195371986968,-0.38982550682745404,-0.26134823352026326,-0.19118386663590928,0.5447543092357003,0.1588554374813438,0.24284642512733237,0.2627892960994482,-0.26638826311916386
spy_trl_5d,0.14569118446755147,-0.03401404607557542,-0.263162080596376,0.2268275070944084,0.5616290632373444,0.1751381782761715,0.09719988424494024,-0.29649952071553115,-0.20605278465119714,0.005468216174997504,-0.0678613442060745,-0.1471754683201665,-0.24741256029960357,-0.6530756715458413,-0.562725891699843,-0.02409806948243151,-0.636773094240132,-0.5272654955197825,0.167741824086582,0.47335412692118767,0.15428105257402586,0.45288164732369884,0.061686678166734975,-0.14531925556144507
spy_trl_20d,-0.09833073827900272,-0.11451488926821039,-0.10488094811211432,0.3585996890160748,0.2888380910303904,0.09195299169254413,-0.296309796685418,-0.29230975098206585,0.20272067722601328,0.11857981577355027,0.0836644941099515,0.4078927491286235,-0.5093191661684578,-0.6421644075440834,-0.25682459713190914,-0.3138286769162037,-0.5824945991313555,-0.04088890916692628,0.4269021670319411,0.5625696750526666,0.6087840983739911,0.10486866492703067,-0.3357120261787591,0.2523562825529418
qqq_trl_1d,0.23963790498764428,0.3301371001110756,0.10626483527683286,-0.01795228466127551,0.42714929893790576,0.12075105705297282,0.37660296325529596,-0.17302211479797078,-0.45512944302102415,-0.03360059257149,0.11845835609901742,-0.01444911166178381,-0.04657150030656767,-0.7061146205680428,-0.5028710255127464,0.09759489565722713,-0.49416511262159124,-0.2750189387691779,0.005247545071172527,0.6356827999447184,0.2705441024684773,0.3556174037362742,0.24882907259262294,-0.294879784475047
qqq_trl_5d,0.08833498910198913,-0.0418370916538222,-0.2378193073169766,0.23859001395128096,0.4171513911029116,0.21078725269058612,0.0436742833565298,-0.33628602395935203,-0.13954805930305483,0.051725062883336816,0.051118064466948596,-0.038650083296027274,-0.30943705767007246,-0.598930210706415,-0.49149691700462866,-0.06526081835396273,-0.5114702861845136,-0.42491735932944824,0.24391780968718604,0.5073132475808417,0.23662840105796581,0.39286260023168185,0.04177695874317917,-0.10689047434222869
qqq_trl_20d,-0.17946675161738246,-0.11531534930967836,-0.12350134099239625,0.36713451555643517,0.14001166366747933,0.12721342058678636,-0.38962259568699015,-0.3317597027764756,0.2732165657654546,0.07659762229331037,0.044999964940137714,0.4337601539673593,-0.5820529926668567,-0.5722379027860925,-0.2244181474627138,-0.4099357245945198,-0.4697925106592501,-0.0029381243118253107,0.44307569324005575,0.4822241435641323,0.6196088148436407,0.09298682778809217,-0.39656515730823727,0.2830926408882845
smh_trl_1d,0.3354631224667422,0.2929370051233996,0.0711185026946323,-0.20466609805994124,0.21961049367069885,-0.08592574328916874,0.30272864122618437,0.03753909933303207,-0.3553873541776189,0.1319331482406068,0.4267034654897112,0.09609755011000584,0.13543563929821706,-0.5654185739770651,-0.4230388166734159,0.3275738029594948,-0.298765761597134,-0.16341556984471564,0.01075393195573045,0.7233303099187136,0.35027341733612977,0.15087703912295708,0.1665577329855288,-0.17443209377245922
