date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return
2023-01-03,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0
2023-01-04,82445.69,17536.77,99982.46,0.0,-17.54,-0.000175,-0.000175,0.00772,0.004764,0.017273
2023-01-05,65566.3,33914.63,99480.93,0.0,-519.07,-0.005016,-0.005191,-0.003781,-0.010965,-0.00885
2023-01-06,48090.33,51445.85,99536.18,0.0,-463.82,0.000555,-0.004638,0.019064,0.016334,0.014532
2023-01-09,31467.44,68380.22,99847.66,0.0,-152.35,0.003129,-0.001523,0.018486,0.022913,0.033669
2023-01-10,14738.56,86278.33,101016.89,0.0,1016.88,0.01171,0.010169,0.025629,0.031571,0.045947
2023-01-11,6059.47,95700.14,101759.61,0.0,1759.59,0.007352,0.017596,0.038601,0.049418,0.065686
2023-01-12,6059.47,98199.8,104259.27,0.0,4259.26,0.024564,0.042593,0.042382,0.055089,0.079052
2023-01-13,6059.47,99074.3,105133.77,0.0,5133.76,0.008388,0.051338,0.046426,0.062349,0.08973
2023-01-17,6059.47,100286.78,106346.25,0.0,6346.23,0.011533,0.063462,0.044509,0.064504,0.099476
2023-01-18,6059.47,97814.38,103873.85,0.0,3873.84,-0.023249,0.038739,0.028018,0.050665,0.082651
2023-01-19,6059.47,96453.64,102513.11,0.0,2513.1,-0.0131,0.025131,0.020535,0.040344,0.062845
2023-01-20,6059.47,100012.49,106071.96,0.0,6071.95,0.034716,0.06072,0.039546,0.068814,0.099949
2023-01-23,6059.47,103074.88,109134.35,0.0,9134.33,0.028871,0.091344,0.052019,0.092559,0.135296
2023-01-24,6059.47,102405.88,108465.35,0.0,8465.34,-0.00613,0.084654,0.05089,0.090328,0.127336
2023-01-25,6059.47,101764.43,107823.9,0.0,7823.89,-0.005914,0.078239,0.051284,0.087908,0.127316
2023-01-26,6059.47,103480.81,109540.28,0.0,9540.27,0.015918,0.095403,0.062838,0.10912,0.148646
2023-01-27,6059.47,106509.11,112568.58,0.0,12568.56,0.027646,0.125686,0.06528,0.12016,0.166504
2023-01-30,6059.47,104793.98,110853.45,0.0,10853.44,-0.015236,0.108534,0.051914,0.097512,0.138406
2023-01-31,6059.47,106604.13,112663.6,0.0,12663.58,0.016329,0.126636,0.067381,0.113959,0.166353
2023-02-01,6059.47,111070.51,117129.98,0.0,17129.96,0.039644,0.1713,0.078725,0.13778,0.206268
2023-02-02,6059.47,118544.49,124603.96,0.0,24603.94,0.063809,0.24604,0.094428,0.178615,0.257027
2023-02-03,6059.47,114854.28,120913.75,0.0,20913.73,-0.029616,0.209137,0.082795,0.157668,0.222105
2023-02-06,6059.47,113627.73,119687.2,0.0,19687.19,-0.010144,0.196872,0.076178,0.147875,0.208868
2023-02-07,6059.47,115286.32,121345.79,0.0,21345.78,0.013858,0.213458,0.090253,0.171658,0.228877
2023-02-08,6059.47,113105.11,119164.58,0.0,19164.57,-0.017975,0.191646,0.078331,0.150824,0.215977
2023-02-09,6059.47,109853.83,115913.3,0.0,15913.29,-0.027284,0.159133,0.068983,0.140653,0.204744
2023-02-10,6059.47,107921.02,113980.49,0.0,13980.47,-0.016675,0.139805,0.071477,0.133167,0.187006
2023-02-13,6059.47,109198.87,115258.34,0.0,15258.32,0.011211,0.152583,0.084055,0.151316,0.202617
2023-02-14,6059.47,110276.9,116336.37,0.0,16336.36,0.009353,0.163364,0.083557,0.159823,0.227737
2023-02-15,6059.47,114279.63,120339.1,0.0,20339.09,0.034407,0.203391,0.087075,0.168708,0.265123
2023-02-16,6059.47,113394.12,119453.59,0.0,19453.57,-0.007358,0.194536,0.072107,0.146779,0.231243
2023-02-17,6059.47,111072.71,117132.18,0.0,17132.17,-0.019434,0.171322,0.069429,0.138687,0.208531
2023-02-21,6059.47,107984.62,114044.09,0.0,14044.08,-0.026364,0.140441,0.047975,0.111729,0.172209
2023-02-22,6059.47,108091.26,114150.73,0.0,14150.72,0.000935,0.141507,0.046531,0.11256,0.177819
2023-02-23,6059.47,109223.8,115283.27,0.0,15283.26,0.009921,0.152833,0.052098,0.122278,0.189488
