date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2015-01-02,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
2015-01-05,83354.54,16628.82,99983.36,0.0,-16.63,-0.000166,-0.000166,-0.018059,-0.014668,-0.01692,,1.0
2015-01-06,66937.01,32659.87,99596.88,0.0,-403.12,-0.003865,-0.004031,-0.027308,-0.02788,-0.031261,,1.0
2015-01-07,49751.35,50273.69,100025.04,0.0,25.04,0.004299,0.00025,-0.015188,-0.015349,-0.023888,,1.0
2015-01-08,32415.31,69113.74,101529.05,0.0,1529.06,0.015036,0.015291,0.002288,0.003498,-0.002303,,1.0
2015-01-09,15007.99,86358.73,101366.72,0.0,1366.73,-0.001599,0.013667,-0.005744,-0.003108,-0.00809,,1.0
2015-01-12,6315.81,94716.47,101032.28,0.0,1032.29,-0.003299,0.010323,-0.013533,-0.013503,-0.017688,,1.0
2015-01-13,6315.81,93785.27,100101.08,0.0,101.08,-0.009217,0.001011,-0.016307,-0.013794,-0.021954,,1.0
2015-01-14,6315.81,93337.06,99652.87,0.0,-347.12,-0.004478,-0.003471,-0.022246,-0.019234,-0.028937,,1.0
2015-01-15,6315.81,91457.76,97773.57,0.0,-2226.42,-0.018858,-0.022264,-0.031203,-0.03196,-0.042475,,1.0
2015-01-16,6315.81,92762.26,99078.07,0.0,-921.93,0.013342,-0.009219,-0.018498,-0.020594,-0.029917,,1.0
2015-01-20,6315.81,93415.19,99731.0,0.0,-269.0,0.00659,-0.00269,-0.016404,-0.012823,-0.023202,,1.0
2015-01-21,6315.81,93346.99,99662.8,0.0,-337.19,-0.000684,-0.003372,-0.011439,-0.007771,-0.01449,,1.0
2015-01-22,14112.2,86225.36,100337.56,-417.13,754.69,0.00677,0.003376,0.003262,0.010589,0.00272,,1.0
2015-01-23,5398.01,95303.48,100701.49,-417.13,1118.62,0.003627,0.007015,-0.002239,0.012823,0.002095,,1.0
2015-01-26,5398.01,95749.1,101147.11,-417.13,1564.24,0.004425,0.011471,9.8e-05,0.011658,0.007697,,1.0
2015-01-27,5398.01,94765.43,100163.44,-417.13,580.58,-0.009725,0.001634,-0.013094,-0.014571,-0.005501,,1.0
2015-01-28,5398.01,93930.4,99328.41,-417.13,-254.46,-0.008337,-0.006716,-0.025751,-0.019623,-0.016196,,1.0
2015-01-29,5398.01,93069.29,98467.3,-417.13,-1115.56,-0.008669,-0.015327,-0.016745,-0.0102,-0.008077,,1.0
2015-01-30,12537.24,85202.81,97740.05,-1624.82,-635.13,-0.007386,-0.022599,-0.02911,-0.017874,-0.020622,,1.0
2015-02-02,12511.5,85262.1,97773.6,-2019.49,-206.92,0.000343,-0.022264,-0.017086,-0.009326,-0.013079,,1.0
2015-02-03,4235.68,95335.74,99571.42,-2019.49,1590.9,0.018388,-0.004286,-0.002872,0.000194,0.002916,,1.0
2015-02-04,4235.68,96252.45,100488.13,-2019.49,2507.61,0.009207,0.004881,-0.006669,-0.00068,0.00388,,1.0
2015-02-05,4235.68,96593.82,100829.5,-2019.49,2848.98,0.003397,0.008295,0.003359,0.007966,0.017622,,1.0
2015-02-06,4235.68,97792.35,102028.03,-2019.49,4047.51,0.011887,0.02028,0.000584,0.001846,0.01197,,1.0
2015-02-09,12687.58,88501.52,101189.1,-2184.08,3373.18,-0.008223,0.011891,-0.003894,-0.00136,0.006265,,1.0
2015-02-10,4078.93,98651.98,102730.91,-2184.08,4914.99,0.015237,0.027309,0.006718,0.014183,0.026544,,1.0
2015-02-11,4078.93,99265.44,103344.37,-2184.08,5528.45,0.005972,0.033444,0.007302,0.017875,0.030003,,1.0
2015-02-12,4078.93,100381.34,104460.27,-2184.08,6644.36,0.010798,0.044603,0.016989,0.029726,0.046278,,1.0
2015-02-13,4078.93,101197.26,105276.19,-2184.08,7460.27,0.007811,0.052762,0.021175,0.038566,0.056486,,1.0
2015-02-17,4078.93,100873.98,104952.91,-2184.08,7136.99,-0.003071,0.049529,0.022782,0.039538,0.056398,,1.0
2015-02-18,13138.26,92187.23,105325.49,-1716.83,7042.32,0.00355,0.053255,0.022879,0.040995,0.055597,0.140214,1.0
2015-02-19,4149.86,101361.38,105511.24,-1716.83,7228.07,0.001764,0.055112,0.022149,0.046143,0.061344,0.137934,1.0
2015-02-20,4149.86,102440.89,106590.75,-1716.83,8307.58,0.010231,0.065908,0.028283,0.053138,0.07198,0.137787,1.0
2015-02-23,4149.86,101548.78,105698.64,-1716.83,7415.47,-0.008369,0.056986,0.028136,0.054207,0.065213,0.138574,1.0
2015-02-24,4149.86,101921.18,106071.04,-1716.83,7787.87,0.003523,0.06071,0.031057,0.054984,0.070754,0.136611,1.0
2015-02-25,4149.86,102051.54,106201.4,-1716.83,7918.23,0.001229,0.062014,0.030181,0.052361,0.071092,0.134652,1.0
2015-02-26,4149.86,103953.87,108103.73,-1716.83,9820.56,0.017912,0.081037,0.028964,0.057704,0.073669,0.139341,1.0
2015-02-27,4149.86,102961.54,107111.4,-1716.83,8828.23,-0.009179,0.071114,0.025459,0.053041,0.066815,0.140505,1.0
2015-03-02,4149.86,106174.92,110324.78,-1716.83,12041.61,0.03,0.103248,0.031933,0.062561,0.083012,0.156024,1.0
2015-03-03,4149.86,105130.01,109279.87,-1716.83,10996.7,-0.009471,0.092799,0.027698,0.057607,0.071842,0.156948,1.0
2015-03-04,4149.86,104554.23,108704.09,-1716.83,10420.92,-0.005269,0.087041,0.023366,0.053526,0.063904,0.156096,1.0
2015-03-05,4149.86,104578.42,108728.28,-1716.83,10445.11,0.000223,0.087283,0.024486,0.055372,0.066383,0.154248,1.0
2015-03-06,4149.86,103188.85,107338.71,-1716.83,9055.54,-0.01278,0.073387,0.010077,0.043424,0.051335,0.156567,1.0
2015-03-09,4149.86,103262.26,107412.12,-1716.83,9128.95,0.000684,0.074121,0.014263,0.046435,0.052878,0.154755,1.0
2015-03-10,4149.86,102029.25,106179.11,-1716.83,7895.94,-0.011479,0.061791,-0.00219,0.027006,0.034408,0.15612,1.0
2015-03-11,4149.86,101822.32,105972.18,-1716.83,7689.01,-0.001949,0.059722,-0.004527,0.02108,0.035417,0.154572,1.0
2015-03-12,4149.86,102785.68,106935.54,-1716.83,8652.37,0.009091,0.069355,0.00813,0.027784,0.042653,0.153941,1.0
