date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2014-01-02,100000.0,0.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
2014-01-03,81856.64,18125.28,99981.92,0.0,-18.09,-0.000181,-0.000181,-0.000164,-0.007219,0.003594,,1.0
2014-01-06,64804.22,36024.11,100828.33,0.0,828.33,0.008466,0.008283,-0.003061,-0.010886,0.004113,,1.0
2014-01-07,47705.98,57730.63,105436.61,0.0,5436.61,0.045704,0.054366,0.003062,-0.001719,0.020958,,1.0
2014-01-08,29726.05,78458.49,108184.54,0.0,8184.54,0.026062,0.081845,0.003281,0.000459,0.036668,,1.0
2014-01-09,11474.83,92116.92,103591.75,0.0,3591.75,-0.042453,0.035918,0.003936,-0.002864,0.021478,,1.0
2014-01-10,2563.4,103388.69,105952.09,0.0,5952.09,0.022785,0.059521,0.00667,0.000344,0.029103,,1.0
2014-01-13,2563.4,101441.62,104005.02,0.0,4005.02,-0.018377,0.04005,-0.006724,-0.014438,0.014756,,1.0
2014-01-14,2563.4,104138.49,106701.89,0.0,6701.89,0.02593,0.067019,0.0041,0.004354,0.036944,,1.0
2014-01-15,2563.4,106231.05,108794.45,0.0,8794.45,0.019611,0.087944,0.009513,0.012605,0.049369,,1.0
2014-01-16,2563.4,105092.67,107656.07,0.0,7656.07,-0.010464,0.076561,0.008201,0.012719,0.047665,,1.0
2014-01-17,2563.4,103900.29,106463.69,0.0,6463.69,-0.011076,0.064637,0.003936,0.00699,0.040883,,1.0
2014-01-21,2563.4,104135.57,106698.97,0.0,6698.97,0.00221,0.06699,0.006888,0.014667,0.04501,,1.0
2014-01-22,2563.4,102875.13,105438.53,0.0,5438.53,-0.011813,0.054385,0.007545,0.017303,0.050597,,1.0
2014-01-23,10342.28,93398.26,103740.54,-833.73,4574.27,-0.016104,0.037405,-0.00071,0.013865,0.040669,,1.0
2014-01-24,10342.28,89893.35,100235.63,-833.73,1069.35,-0.033785,0.002356,-0.022031,-0.006074,0.012407,,1.0
2014-01-27,1602.2,97162.57,98764.77,-833.73,-401.51,-0.014674,-0.012352,-0.026842,-0.015698,0.003569,,1.0
2014-01-28,1602.2,98904.26,100506.46,-833.73,1340.18,0.017635,0.005065,-0.021047,-0.016271,0.015002,,1.0
2014-01-29,1602.2,98001.15,99603.35,-833.73,437.07,-0.008986,-0.003966,-0.03045,-0.026813,0.005025,,1.0
2014-01-30,1602.2,102652.94,104255.14,-833.73,5088.86,0.046703,0.042551,-0.020173,-0.008823,0.026045,,1.0
2014-01-31,1602.2,100555.64,102157.84,-833.73,2991.56,-0.020117,0.021578,-0.025913,-0.011458,0.015436,,1.0
2014-02-03,1602.2,98292.55,99894.75,-833.73,728.47,-0.022153,-0.001053,-0.047835,-0.034147,-0.007378,,1.0
2014-02-04,1602.2,101030.85,102633.05,-833.73,3466.77,0.027412,0.026331,-0.041165,-0.027042,0.004459,,1.0
2014-02-05,1602.2,99627.11,101229.31,-833.73,2063.03,-0.013677,0.012293,-0.042368,-0.029563,0.000914,,1.0
2014-02-06,1602.2,102242.8,103845.01,-833.73,4678.73,0.025839,0.03845,-0.029739,-0.017188,0.018831,,1.0
2014-02-07,1602.2,104211.42,105813.62,-833.73,6647.34,0.018957,0.058136,-0.017712,0.000344,0.035931,,1.0
2014-02-10,10281.66,97152.57,107434.23,-757.45,8191.67,0.015316,0.074342,-0.015909,0.006073,0.04438,,1.0
2014-02-11,10281.66,98261.04,108542.7,-757.45,9300.14,0.010318,0.085427,-0.005138,0.017532,0.056565,,1.0
2014-02-12,10281.66,98752.8,109034.46,-757.45,9791.9,0.004531,0.090345,-0.004646,0.01948,0.058539,,1.0
2014-02-13,10281.66,101882.1,112163.76,-757.45,12921.2,0.0287,0.121638,0.000492,0.027042,0.074536,,1.0
2014-02-14,10281.66,101124.39,111406.05,-757.45,12163.49,-0.006755,0.114061,0.006014,0.029105,0.077943,,1.0
2014-02-18,10281.66,102713.91,112995.57,-757.45,13753.01,0.014268,0.129956,0.007217,0.034147,0.084577,0.353501,0.9901
2014-02-19,10281.66,101022.88,111304.54,-757.45,12061.98,-0.014965,0.113045,0.000547,0.027042,0.076095,0.351882,0.9947
2014-02-20,10281.66,102636.82,112918.48,-757.45,13675.92,0.0145,0.129185,0.006451,0.031855,0.086345,0.34765,1.0
2014-02-21,10281.66,102075.6,112357.26,-757.45,13114.7,-0.00497,0.123573,0.005303,0.03048,0.082288,0.343197,1.0
2014-02-24,10281.66,103420.84,113702.5,-757.45,14459.94,0.011973,0.137025,0.010879,0.035981,0.090179,0.338848,1.0
2014-02-25,10281.66,103504.97,113786.63,-757.45,14544.07,0.00074,0.137866,0.010497,0.034835,0.090982,0.334076,1.0
2014-02-26,10281.66,105786.15,116067.81,-757.45,16825.25,0.020048,0.160678,0.010551,0.033918,0.099802,0.332119,1.0
2014-02-27,10281.66,107727.2,118008.86,-757.45,18766.3,0.016723,0.180089,0.015854,0.040626,0.109012,0.329171,1.0
2014-02-28,10281.66,106530.51,116812.17,-757.45,17569.61,-0.010141,0.168122,0.018423,0.039475,0.105334,0.326958,1.0
2014-03-03,10281.66,109616.92,119898.58,-757.45,20656.02,0.026422,0.198986,0.011262,0.031766,0.106861,0.327524,1.0
2014-03-04,10281.66,115510.21,125791.87,-757.45,26549.31,0.049152,0.257919,0.025476,0.044883,0.135752,0.341623,1.0
2014-03-05,10281.66,115827.09,126108.75,-757.45,26866.19,0.002519,0.261087,0.026405,0.04776,0.138473,0.337529,1.0
2014-03-06,10281.66,113886.05,124167.71,-757.45,24925.15,-0.015392,0.241677,0.028756,0.04684,0.137227,0.337394,1.0
2014-03-07,10281.66,120775.39,131057.05,-757.45,31814.49,0.055484,0.310571,0.029194,0.041662,0.150961,0.354444,0.9875
2014-03-10,10281.66,128523.04,138804.7,-757.45,39562.14,0.059117,0.388047,0.028647,0.042582,0.164126,0.371932,0.941
2014-03-11,10281.66,111215.34,121497.0,-757.45,22254.44,-0.124691,0.21497,0.023563,0.038094,0.119742,0.480732,0.7281
2014-03-12,10281.66,114792.89,125074.55,-757.45,25831.99,0.029446,0.250746,0.023836,0.042007,0.132874,0.478917,0.7308
2014-03-13,10281.66,117280.42,127562.08,-757.45,28319.52,0.019888,0.275621,0.012356,0.027279,0.124976,0.474984,0.7369
2014-03-14,10281.66,112159.25,122440.91,-757.45,23198.35,-0.040146,0.224409,0.009513,0.02026,0.109028,0.481292,0.7272
2014-03-17,10281.66,112364.69,122646.35,-757.45,23403.79,0.001678,0.226464,0.018643,0.029234,0.117666,0.476401,0.7347
2014-03-18,10281.66,111885.83,122167.49,-757.45,22924.93,-0.003904,0.221675,0.025913,0.041662,0.126378,0.471986,0.7415
2014-03-19,17657.25,104538.77,122196.02,-2121.95,24317.95,0.000234,0.22196,0.020446,0.036023,0.122128,0.467425,0.7488
2014-03-20,17657.25,103139.64,120796.89,-2121.95,22918.83,-0.01145,0.207969,0.026405,0.0389,0.127002,0.464181,0.754
2014-03-21,17657.25,101355.3,119012.55,-2121.95,21134.48,-0.014771,0.190125,0.022424,0.026399,0.115541,0.461566,0.7583
2014-03-24,17657.25,98625.94,116283.19,-2121.95,18405.13,-0.022933,0.162832,0.018196,0.017403,0.101297,0.4608,0.7595
2014-03-25,17657.25,108651.47,126308.72,-2121.95,28430.66,0.086217,0.263087,0.023028,0.020748,0.129128,0.489398,0.7152
2014-03-26,17657.25,99227.34,116884.59,-2121.95,19006.52,-0.074612,0.168846,0.01567,0.007601,0.097512,0.512847,0.6825
