date,book_ret,hedge_on,weight,hedge_instr_ret,sleeve_pnl,overlaid_ret
2016-11-17,0.01521,False,0.0,-0.022603,0.0,0.01521
2016-11-18,0.007661,False,0.0,-0.020734,0.0,0.007661
2016-11-21,0.000136,False,0.0,-0.033388,0.0,0.000136
2016-11-22,0.001663,False,0.0,-0.002527,0.0,0.001663
2016-11-23,0.003834,False,0.0,-0.002534,0.0,0.003834
2016-11-25,-0.009221,False,0.0,0.005927,0.0,-0.009221
2016-11-28,0.002452,False,0.0,0.006734,0.0,0.002452
2016-11-29,0.011251,False,0.0,0.015886,0.0,0.011251
2016-11-30,-0.028784,False,0.0,0.148148,0.0,-0.028784
2016-12-01,0.007699,False,0.0,-0.03871,0.0,0.007699
2016-12-02,0.012977,False,0.0,-0.03654,0.0,0.012977
2016-12-05,0.015892,False,0.0,-0.042569,0.0,0.015892
2016-12-06,0.018142,False,0.0,-0.063056,0.0,0.018142
2016-12-07,0.016979,False,0.0,-0.024159,0.0,0.016979
2016-12-08,-0.002159,False,0.0,0.011494,0.0,-0.002159
2016-12-09,-0.00535,False,0.0,0.022727,0.0,-0.00535
2016-12-12,0.002851,False,0.0,-0.035043,0.0,0.002851
2016-12-13,-0.003968,False,0.0,0.004429,0.0,-0.003968
2016-12-14,0.01505,False,0.0,-0.055556,0.0,0.01505
2016-12-15,-0.011129,False,0.0,0.03268,0.0,-0.011129
2016-12-16,0.007775,False,0.0,-0.029838,0.0,0.007775
2016-12-19,0.012042,False,0.0,-0.027027,0.0,0.012042
2016-12-20,-0.001486,False,0.0,-0.002874,0.0,-0.001486
2016-12-21,0.005193,False,0.0,-0.013448,0.0,0.005193
2016-12-22,0.006662,False,0.0,-0.016553,0.0,0.006662
2016-12-23,0.015676,False,0.0,-0.036634,0.0,0.015676
2016-12-27,-0.019794,False,0.0,0.05961,0.0,-0.019794
2016-12-28,0.00066,False,0.0,-0.00194,0.0,0.00066
2016-12-29,-0.010013,False,0.0,0.047619,0.0,-0.010013
2016-12-30,0.003715,False,0.0,-0.002783,0.0,0.003715
2017-01-03,0.014233,False,0.0,-0.008372,0.0,0.014233
2017-01-04,-0.007828,False,0.0,0.026266,0.0,-0.007828
2017-01-05,0.006344,False,0.0,-0.022852,0.0,0.006344
2017-01-06,0.002993,False,0.0,-0.032741,0.0,0.002993
2017-01-09,0.002574,False,0.0,-0.01354,0.0,0.002574
2017-01-10,-0.000504,False,0.0,-0.010784,0.0,-0.000504
2017-01-11,-0.010915,False,0.0,0.024777,0.0,-0.010915
2017-01-12,0.007497,False,0.0,-0.019342,0.0,0.007497
2017-01-13,-0.02118,False,0.0,0.04931,0.0,-0.02118
2017-01-17,0.011186,False,0.0,-0.042293,0.0,0.011186
2017-01-18,-0.002597,False,0.0,0.01472,0.0,-0.002597
2017-01-19,0.004379,False,0.0,-0.039652,0.0,0.004379
2017-01-20,0.000364,False,0.0,0.018127,0.0,0.000364
2017-01-23,0.01315,False,0.0,-0.059347,0.0,0.01315
2017-01-24,0.012904,False,0.0,-0.043112,0.0,0.012904
2017-01-25,0.001277,False,0.0,0.016483,0.0,0.001277
2017-01-26,0.003081,False,0.0,-0.036757,0.0,0.003081
2017-01-27,-0.011977,False,0.0,0.01459,0.0,-0.011977
2017-01-30,-0.002916,False,0.0,0.039823,0.0,-0.002916
2017-01-31,0.006654,False,0.0,-0.048936,0.0,0.006654
2017-02-01,0.001133,False,0.0,0.002237,0.0,0.001133
2017-02-02,0.008744,False,0.0,-0.016741,0.0,0.008744
2017-02-03,0.005441,False,0.0,-0.010216,0.0,0.005441
2017-02-06,0.004135,False,0.0,-0.010321,0.0,0.004135
2017-02-07,-0.000334,False,0.0,-0.005794,0.0,-0.000334
2017-02-08,0.003728,False,0.0,0.024476,0.0,0.003728
2017-02-09,0.002536,False,0.0,0.003413,0.0,0.002536
2017-02-10,0.003579,False,0.0,-0.006803,0.0,0.003579
2017-02-13,-0.002775,False,0.0,0.009133,0.0,-0.002775
2017-02-14,0.005538,False,0.0,-0.024887,0.0,0.005538
2017-02-15,-0.007734,False,0.0,-0.00232,0.0,-0.007734
2017-02-16,0.003968,False,0.0,-0.016279,0.0,0.003968
2017-02-17,0.015657,False,0.0,-0.043735,0.0,0.015657
2017-02-21,-0.004931,False,0.0,-0.001236,0.0,-0.004931
2017-02-22,-0.018639,False,0.0,0.050742,0.0,-0.018639
2017-02-23,0.000601,False,0.0,0.002356,0.0,0.000601
2017-02-24,0.007338,False,0.0,-0.031728,0.0,0.007338
2017-02-27,-0.008161,False,0.0,0.038835,0.0,-0.008161
2017-02-28,0.018676,False,0.0,-0.047897,0.0,0.018676
2017-03-01,-0.011596,False,0.0,0.033128,0.0,-0.011596
2017-03-02,0.004247,False,0.0,0.001188,0.0,0.004247
2017-03-03,-0.007764,False,0.0,-0.002372,0.0,-0.007764
2017-03-06,0.001522,False,0.0,-0.005945,0.0,0.001522
2017-03-07,-0.002552,False,0.0,-0.007177,0.0,-0.002552
2017-03-08,-0.000377,False,0.0,-0.006024,0.0,-0.000377
2017-03-09,0.010043,False,0.0,-0.035151,0.0,0.010043
2017-03-10,0.005329,False,0.0,-0.021357,0.0,0.005329
2017-03-13,-0.001934,False,0.0,0.007702,0.0,-0.001934
2017-03-14,0.004046,False,0.0,-0.02293,0.0,0.004046
2017-03-15,-0.005008,False,0.0,0.002608,0.0,-0.005008
2017-03-16,-0.003989,False,0.0,-0.005202,0.0,-0.003989
2017-03-17,0.004572,False,0.0,-0.020915,0.0,0.004572
2017-03-20,-0.02075,False,0.0,0.069426,0.0,-0.02075
2017-03-21,0.00997,False,0.0,-0.033708,0.0,0.00997
2017-03-22,-0.003036,False,0.0,0.007752,0.0,-0.003036
2017-03-23,0.012536,False,0.0,-0.023077,0.0,0.012536
2017-03-24,0.008319,False,0.0,-0.002624,0.0,0.008319
2017-03-27,0.005389,False,0.0,-0.010526,0.0,0.005389
2017-03-28,0.000671,False,0.0,0.007979,0.0,0.000671
2017-03-29,-0.00519,False,0.0,-0.01715,0.0,-0.00519
2017-03-30,-0.00267,False,0.0,0.001342,0.0,-0.00267
2017-03-31,0.002999,False,0.0,0.017426,0.0,0.002999
2017-04-03,-0.002107,False,0.0,0.014493,0.0,-0.002107
2017-04-04,0.053599,False,0.0,0.022078,0.0,0.053599
2017-04-05,-0.005434,False,0.0,-0.003812,0.0,-0.005434
2017-04-06,-0.006404,False,0.0,-0.012755,0.0,-0.006404
2017-04-07,0.031269,False,0.0,0.021964,0.0,0.031269
2017-04-10,0.008337,False,0.0,0.026548,0.0,0.008337
2017-04-11,-0.024383,False,0.0,0.049261,0.0,-0.024383
2017-04-12,-0.004327,False,0.0,0.019953,0.0,-0.004327
2017-04-13,0.002228,False,0.0,-0.036824,0.0,0.002228
2017-04-17,-0.004575,False,0.0,-0.013142,0.0,-0.004575
2017-04-18,0.000747,False,0.0,-0.01816,0.0,0.000747
2017-04-19,0.009477,False,0.0,-0.045623,0.0,0.009477
2017-04-20,-0.001372,False,0.0,0.011628,0.0,-0.001372
2017-04-21,0.014588,False,0.0,-0.042146,0.0,0.014588
2017-04-24,0.009242,False,0.0,-0.030666,0.0,0.009242
2017-04-25,-0.004704,False,0.0,0.023384,0.0,-0.004704
2017-04-26,0.003648,False,0.0,-0.041666,0.0,0.003648
2017-04-27,0.000227,False,0.0,0.051893,0.0,0.000227
2017-04-28,0.0114,False,0.0,-0.029866,0.0,0.0114
2017-05-01,0.00643,False,0.0,0.03216,0.0,0.00643
2017-05-02,-0.009376,False,0.0,-0.011185,0.0,-0.009376
2017-05-03,-0.006129,False,0.0,0.001885,0.0,-0.006129
2017-05-04,0.020109,False,0.0,-0.011021,0.0,0.020109
2017-05-05,-0.003026,False,0.0,0.011416,0.0,-0.003026
2017-05-08,-0.00479,False,0.0,-0.030368,0.0,-0.00479
2017-05-09,0.006387,False,0.0,-0.063193,0.0,0.006387
2017-05-10,-0.007875,False,0.0,-0.010947,0.0,-0.007875
2017-05-11,0.030259,False,0.0,-0.009572,0.0,0.030259
2017-05-12,0.010129,False,0.0,-0.045304,0.0,0.010129
2017-05-15,-0.001493,False,0.0,-0.044922,0.0,-0.001493
2017-05-16,-0.051032,False,0.0,0.131169,0.0,-0.051032
2017-05-17,0.023696,False,0.0,-0.056808,0.0,0.023696
2017-05-18,-0.001937,False,0.0,-0.032909,0.0,-0.001937
2017-05-19,0.015002,False,0.0,-0.031782,0.0,0.015002
2017-05-22,0.000352,False,0.0,0.009947,0.0,0.000352
2017-05-23,-0.002603,False,0.0,-0.018385,0.0,-0.002603
2017-05-24,0.007178,False,0.0,-0.016053,0.0,0.007178
2017-05-25,0.002607,False,0.0,-0.014276,0.0,0.002607
2017-05-26,0.004912,False,0.0,-0.018276,0.0,0.004912
2017-05-30,0.0058,False,0.0,0.000703,0.0,0.0058
2017-05-31,0.008886,False,0.0,-0.002457,0.0,0.008886
2017-06-01,0.014331,False,0.0,-0.029557,0.0,0.014331
2017-06-02,0.002882,False,0.0,-0.008702,0.0,0.002882
2017-06-05,0.002374,False,0.0,-0.010242,0.0,0.002374
2017-06-06,0.001217,False,0.0,-0.023281,0.0,0.001217
2017-06-07,0.013875,False,0.0,-0.052214,0.0,0.013875
2017-06-08,-0.04848,False,0.0,0.124551,0.0,-0.04848
2017-06-09,-0.007709,False,0.0,0.015974,0.0,-0.007709
2017-06-12,0.005447,False,0.0,-0.018518,0.0,0.005447
2017-06-13,-0.011825,False,0.0,0.032396,0.0,-0.011825
2017-06-14,-0.009198,False,0.0,0.024483,0.0,-0.009198
2017-06-15,0.004956,False,0.0,0.010434,0.0,0.004956
2017-06-16,0.027588,False,0.0,-0.057628,0.0,0.027588
2017-06-19,-0.004458,False,0.0,0.033581,0.0,-0.004458
2017-06-20,0.022477,False,0.0,-0.033516,0.0,0.022477
2017-06-21,0.004013,False,0.0,0.006016,0.0,0.004013
2017-06-22,0.008524,False,0.0,-0.010904,0.0,0.008524
2017-06-23,-0.01024,False,0.0,0.026672,0.0,-0.01024
2017-06-26,-0.032123,False,0.0,0.080706,0.0,-0.032123
2017-06-27,0.015839,False,0.0,-0.052885,0.0,0.015839
2017-06-28,-0.02556,False,0.0,0.076142,0.0,-0.02556
2017-06-29,-0.010614,False,0.0,0.015409,0.0,-0.010614
2017-06-30,-0.016742,False,0.0,0.038092,0.0,-0.016742
2017-07-03,0.019464,False,0.0,-0.058771,0.0,0.019464
2017-07-05,-0.009041,False,0.0,0.012044,0.0,-0.009041
2017-07-06,0.012912,False,0.0,-0.047604,0.0,0.012912
2017-07-07,0.011281,False,0.0,-0.03683,0.0,0.011281
2017-07-10,0.006395,False,0.0,-0.026972,0.0,0.006395
2017-07-11,0.010255,False,0.0,-0.044211,0.0,0.010255
2017-07-12,-0.006232,False,0.0,0.008076,0.0,-0.006232
2017-07-13,0.006346,False,0.0,-0.038966,0.0,0.006346
2017-07-14,-0.001816,False,0.0,0.011747,0.0,-0.001816
2017-07-17,0.013429,False,0.0,-0.010487,0.0,0.013429
2017-07-18,0.003174,False,0.0,-0.027252,0.0,0.003174
2017-07-19,0.003698,False,0.0,-0.007782,0.0,0.003698
2017-07-20,0.001247,False,0.0,0.023529,0.0,0.001247
2017-07-21,0.001845,False,0.0,0.011111,0.0,0.001845
2017-07-24,-0.001535,False,0.0,0.001137,0.0,-0.001535
2017-07-25,0.005786,False,0.0,-0.03293,0.0,0.005786
2017-07-26,-0.014996,False,0.0,0.046967,0.0,-0.014996
2017-07-27,-0.00475,False,0.0,0.013084,0.0,-0.00475
2017-07-28,-0.00917,False,0.0,0.019188,0.0,-0.00917
2017-07-31,0.006855,False,0.0,-0.015568,0.0,0.006855
2017-08-01,-0.006496,False,0.0,0.021699,0.0,-0.006496
2017-08-02,0.017927,False,0.0,0.011879,0.0,0.017927
2017-08-03,0.005118,False,0.0,-0.003558,0.0,0.005118
2017-08-04,0.007914,False,0.0,-0.05141,0.0,0.007914
2017-08-07,-0.009404,False,0.0,0.010915,0.0,-0.009404
2017-08-08,-0.006197,False,0.0,0.00968,0.0,-0.006197
2017-08-09,-0.024025,False,0.0,0.081859,0.0,-0.024025
2017-08-10,-0.000186,False,0.0,-0.014997,0.0,-0.000186
2017-08-11,0.023707,False,0.0,-0.077855,0.0,0.023707
2017-08-14,0.00082,False,0.0,-0.00863,0.0,0.00082
2017-08-15,-0.004017,False,0.0,-0.003406,0.0,-0.004017
2017-08-16,-0.020195,False,0.0,0.077478,0.0,-0.020195
2017-08-17,0.001331,False,0.0,-0.006697,0.0,0.001331
2017-08-18,-0.007508,False,0.0,0.021646,0.0,-0.007508
2017-08-21,0.013993,False,0.0,-0.048628,0.0,0.013993
2017-08-22,0.003336,True,0.1543797454764679,-0.012048,-0.0020143469189769533,0.0013216530810230467
2017-08-23,0.001711,False,0.0,0.000739,0.0,0.001711
2017-08-24,-0.005833,False,0.0,0.014032,0.0,-0.005833
2017-08-25,0.003429,False,0.0,-0.007648,0.0,0.003429
2017-08-28,0.002722,False,0.0,-0.006972,0.0,0.002722
2017-08-29,0.009787,False,0.0,-0.051737,0.0,0.009787
2017-08-30,0.005686,False,0.0,-0.028838,0.0,0.005686
2017-08-31,0.013104,False,0.0,-0.012841,0.0,0.013104
2017-09-01,-0.015149,False,0.0,0.039837,0.0,-0.015149
2017-09-05,-0.002212,False,0.0,-0.004691,0.0,-0.002212
2017-09-06,0.001667,False,0.0,-0.003928,0.0,0.001667
2017-09-07,-0.006172,False,0.0,0.035883,0.0,-0.006172
2017-09-08,0.01196,False,0.0,-0.058622,0.0,0.01196
2017-09-11,0.009465,False,0.0,-0.01294,0.0,0.009465
2017-09-12,0.004558,False,0.0,-0.004916,0.0,0.004558
2017-09-13,0.003546,False,0.0,-0.013586,0.0,0.003546
2017-09-14,0.005302,False,0.0,-0.050501,0.0,0.005302
2017-09-15,0.010089,False,0.0,-0.039561,0.0,0.010089
2017-09-18,0.000935,False,0.0,-0.010984,0.0,0.000935
2017-09-19,-0.003796,False,0.0,0.040722,0.0,-0.003796
2017-09-20,-0.004924,False,0.0,0.013784,0.0,-0.004924
2017-09-21,0.002095,False,0.0,-0.013158,0.0,0.002095
2017-09-22,-0.008185,False,0.0,0.057334,0.0,-0.008185
2017-09-25,0.002321,False,0.0,0.001681,0.0,0.002321
2017-09-26,0.021089,False,0.0,-0.070499,0.0,0.021089
2017-09-27,0.000729,False,0.0,-0.022573,0.0,0.000729
2017-09-28,0.001512,False,0.0,-0.024481,0.0,0.001512
2017-09-29,0.010034,False,0.0,-0.017992,0.0,0.010034
2017-10-02,0.006022,False,0.0,-0.009643,0.0,0.006022
2017-10-03,-0.002872,False,0.0,-0.006329,0.0,-0.002872
2017-10-04,0.003303,False,0.0,-0.003429,0.0,0.003303
2017-10-05,0.008742,False,0.0,-0.011799,0.0,0.008742
2017-10-06,-0.002061,False,0.0,-0.022886,0.0,-0.002061
2017-10-09,0.007796,False,0.0,-0.017311,0.0,0.007796
2017-10-10,-0.003657,False,0.0,-0.019689,0.0,-0.003657
2017-10-11,0.000177,False,0.0,0.010042,0.0,0.000177
2017-10-12,0.000853,False,0.0,-0.019362,0.0,0.000853
2017-10-13,0.009077,False,0.0,-0.014941,0.0,0.009077
2017-10-16,-0.003107,False,0.0,0.002167,0.0,-0.003107
2017-10-17,1.9e-05,False,0.0,-0.01027,0.0,1.9e-05
2017-10-18,0.001901,False,0.0,0.008192,0.0,0.001901
2017-10-19,0.027847,False,0.0,-0.014626,0.0,0.027847
2017-10-20,0.001212,False,0.0,-0.015393,0.0,0.001212
2017-10-23,0.007099,False,0.0,-0.020101,0.0,0.007099
2017-10-24,-0.012303,False,0.0,0.039316,0.0,-0.012303
2017-10-25,0.005468,False,0.0,-0.018092,0.0,0.005468
2017-10-26,0.010492,False,0.0,-0.063652,0.0,0.010492
2017-10-27,0.001482,False,0.0,-0.007156,0.0,0.001482
2017-10-30,0.01055,False,0.0,-0.024625,0.0,0.01055
2017-10-31,-0.003634,False,0.0,0.010468,0.0,-0.003634
2017-11-01,0.004574,False,0.0,-0.013406,0.0,0.004574
2017-11-02,0.003789,False,0.0,-0.052502,0.0,0.003789
2017-11-03,0.000136,False,0.0,-0.042373,0.0,0.000136
2017-11-06,-0.002113,False,0.0,0.002723,0.0,-0.002113
2017-11-07,0.007474,False,0.0,-0.010862,0.0,0.007474
2017-11-08,0.005681,False,0.0,0.059712,0.0,0.005681
2017-11-09,0.00293,False,0.0,-0.01684,0.0,0.00293
2017-11-10,0.002689,False,0.0,-0.009223,0.0,0.002689
2017-11-13,-0.000256,False,0.0,0.003324,0.0,-0.000256
2017-11-14,-0.011292,False,0.0,0.025845,0.0,-0.011292
2017-11-15,0.01358,False,0.0,-0.045866,0.0,0.01358
2017-11-16,-0.002936,False,0.0,0.013541,0.0,-0.002936
2017-11-17,0.006371,False,0.0,-0.035404,0.0,0.006371
2017-11-20,0.013577,False,0.0,-0.035318,0.0,0.013577
2017-11-21,-0.006459,False,0.0,0.018665,0.0,-0.006459
2017-11-22,0.007142,False,0.0,-0.02537,0.0,0.007142
2017-11-24,-0.013928,False,0.0,0.03543,0.0,-0.013928
2017-11-27,0.004072,False,0.0,0.002095,0.0,0.004072
2017-11-28,-0.056335,False,0.0,0.130314,0.0,-0.056335
2017-11-29,0.001414,False,0.0,-0.017879,0.0,0.001414
2017-11-30,-0.006847,False,0.0,0.033898,0.0,-0.006847
2017-12-01,-0.039567,False,0.0,0.07286,0.0,-0.039567
2017-12-04,0.001408,False,0.0,-0.000566,0.0,0.001408
2017-12-05,0.007496,False,0.0,-0.011325,0.0,0.007496
2017-12-06,0.013218,False,0.0,-0.02921,0.0,0.013218
2017-12-07,-0.001079,False,0.0,0.015929,0.0,-0.001079
2017-12-08,0.005197,False,0.0,-0.017422,0.0,0.005197
2017-12-11,-0.009062,False,0.0,0.02896,0.0,-0.009062
2017-12-12,0.004456,False,0.0,0.001723,0.0,0.004456
2017-12-13,9.7e-05,False,0.0,0.001147,0.0,9.7e-05
2017-12-14,0.013937,False,0.0,-0.045246,0.0,0.013937
2017-12-15,0.018567,False,0.0,-0.066587,0.0,0.018567
2017-12-18,-0.003404,False,0.0,0.003214,0.0,-0.003404
2017-12-19,0.000806,False,0.0,-0.019219,0.0,0.000806
2017-12-20,-0.008485,False,0.0,0.031352,0.0,-0.008485
2017-12-21,-0.001148,False,0.0,0.003167,0.0,-0.001148
2017-12-22,-0.008354,False,0.0,0.027778,0.0,-0.008354
2017-12-26,0.004884,False,0.0,-0.010442,0.0,0.004884
2017-12-27,-0.002874,False,0.0,-0.005587,0.0,-0.002874
2017-12-28,-0.008097,False,0.0,0.029963,0.0,-0.008097
2017-12-29,0.017819,False,0.0,-0.081818,0.0,0.017819
2018-01-02,0.015027,False,0.0,-0.050825,0.0,0.015027
2018-01-03,0.002471,False,0.0,-0.017385,0.0,0.002471
2018-01-04,0.003068,False,0.0,-0.017693,0.0,0.003068
2018-01-05,0.011315,False,0.0,-0.023055,0.0,0.011315
2018-01-08,-0.011557,False,0.0,0.028761,0.0,-0.011557
2018-01-09,-0.005031,False,0.0,0.035842,0.0,-0.005031
2018-01-10,0.00698,False,0.0,-0.017993,0.0,0.00698
2018-01-11,0.003727,False,0.0,-0.015504,0.0,0.003727
2018-01-12,-0.003583,False,0.0,-0.010737,0.0,-0.003583
2018-01-16,0.029207,False,0.0,-0.086107,0.0,0.029207
2018-01-17,0.001771,False,0.0,-0.01346,0.0,0.001771
2018-01-18,-0.001322,False,0.0,-0.00321,0.0,-0.001322
2018-01-19,0.005854,False,0.0,-0.021739,0.0,0.005854
2018-01-22,0.008419,False,0.0,-0.022222,0.0,0.008419
2018-01-23,-0.00986,False,0.0,0.066498,0.0,-0.00986
2018-01-24,-0.004236,False,0.0,0.052881,0.0,-0.004236
2018-01-25,0.019087,False,0.0,-0.095203,0.0,0.019087
2018-01-26,-0.000693,True,0.12917247312660457,0.003314,0.000298905102814963,-0.00039409489718503704
2018-01-29,-0.017669,False,0.0,0.058629,0.0,-0.017669
2018-01-30,0.012055,False,0.0,-0.023401,0.0,0.012055
2018-01-31,-0.018136,False,0.0,0.015176,0.0,-0.018136
2018-02-01,-0.024023,False,0.0,0.081039,0.0,-0.024023
2018-02-02,-0.041648,False,0.0,0.139738,0.0,-0.041648
2018-02-05,0.017184,False,0.0,-0.109834,0.0,0.017184
2018-02-06,-0.002154,True,0.1450019120971194,0.066715,0.009528800653462201,0.007374800653462202
2018-02-07,-0.036635,False,0.0,0.126429,0.0,-0.036635
2018-02-08,0.012339,False,0.0,-0.087761,0.0,0.012339
