date,cash,open_positions_value,total_portfolio_value,realized_pnl_to_date,unrealized_pnl,daily_return,cumulative_return,spy_cumulative_return,qqq_cumulative_return,equal_weight_cumulative_return,forecast_vol,exposure_mult
2026-06-25,10377.86,89367.07,99744.93,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-25,10377.86,89507.4916,99885.35,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-26,10377.84,90605.2905,100983.13,0.0,0.0,,,0.0,0.0,0.0,,1.0
2026-06-26,10377.84,90644.9115,101022.75,0.0,0.0,,,0.0,0.0,0.0,,1.0
